model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
LANL-GrowthRate,inc death,2,ES,402,53,286,64,0.78,0.63,0.4,0.8,-0.1,1,5,Spain
RobertWalraven-ESG,inc death,2,ES,312,97,186,29,0.6,0.58,0.6,0.8,-0.02,1,5,Spain
USC-SIkJalpha,inc death,2,ES,483,72,167,244,0.93,0.88,0,0.2,0.14,1,5,Spain
EuroCOVIDhub-baseline,inc death,3,ES,387,209,3,175,1,1,0.75,1,0.28,1,4,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,410,119,175,116,1.06,1.25,0.5,1,-0.17,1,4,Spain
IEM_Health-CovidProject,inc death,3,ES,199,141,58,0,0.51,0.48,1,1,-0.32,1,4,Spain
ILM-EKF,inc death,3,ES,1169,191,361,616,3.02,3.13,0.25,0.5,-0.28,1,4,Spain
LANL-GrowthRate,inc death,3,ES,513,41,390,81,1.32,1.32,0,0.75,-0.45,1,4,Spain
RobertWalraven-ESG,inc death,3,ES,345,113,232,0,0.89,0.96,0.75,0.75,-0.4,1,4,Spain
USC-SIkJalpha,inc death,3,ES,642,63,357,223,1.66,1.39,0.25,0.25,-0.28,1,4,Spain
epiforecasts-EpiNow2,inc death,3,ES,370,180,172,18,0.96,1,0.75,1,-0.17,1,4,Spain
UNED-PreCoV2,inc death,1,ES,152,137,0,15,0.46,0.47,1,1,0.23,1,6,Spain
EuroCOVIDhub-baseline,inc case,1,FI,472,38,72,361,1,1,0.17,0.33,0.56,1,6,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,383,186,0,197,0.81,0.94,0.33,1,0.58,1,6,Finland
IEM_Health-CovidProject,inc case,1,FI,427,197,0,230,0.91,1.13,0.33,1,0.63,1,6,Finland
ILM-EKF,inc case,1,FI,546,230,0,316,1.16,1.34,0.33,1,0.63,1,6,Finland
LANL-GrowthRate,inc case,1,FI,271,153,1,117,0.57,0.64,0.67,1,0.43,1,6,Finland
USC-SIkJalpha,inc case,1,FI,527,310,23,194,1.12,1.07,0.5,0.5,0.53,1,6,Finland
epiforecasts-EpiNow2,inc case,1,FI,363,114,0,249,0.77,0.94,0.17,0.83,0.7,1,6,Finland
EuroCOVIDhub-baseline,inc case,2,FI,906,70,64,773,1,1,0.2,0.4,0.46,1,5,Finland
EuroCOVIDhub-ensemble,inc case,2,FI,864,291,0,573,0.95,1.19,0.2,0.6,0.73,1,5,Finland
IEM_Health-CovidProject,inc case,2,FI,945,312,0,633,1.04,1.39,0.2,1,0.78,1,5,Finland
ILM-EKF,inc case,2,FI,1164,398,0,766,1.28,1.6,0.2,0.8,0.77,1,5,Finland
LANL-GrowthRate,inc case,2,FI,605,218,0,387,0.67,0.89,0.4,1,0.69,1,5,Finland
USC-SIkJalpha,inc case,2,FI,988,410,8,570,1.09,1.01,0.6,0.6,0.46,1,5,Finland
epiforecasts-EpiNow2,inc case,2,FI,963,208,0,755,1.06,1.29,0.2,0.4,0.84,1,5,Finland
EuroCOVIDhub-baseline,inc case,3,FI,1236,92,0,1144,1,1,0.25,0.5,0.79,1,4,Finland
EuroCOVIDhub-ensemble,inc case,3,FI,1708,434,0,1274,1.38,1.73,0,0.5,0.9,1,4,Finland
IEM_Health-CovidProject,inc case,3,FI,1879,488,0,1390,1.52,2.01,0,0.75,0.92,1,4,Finland
ILM-EKF,inc case,3,FI,2073,660,0,1413,1.68,2.16,0.25,0.5,0.84,1,4,Finland
LANL-GrowthRate,inc case,3,FI,1199,275,0,924,0.97,1.27,0,0.5,0.9,1,4,Finland
USC-SIkJalpha,inc case,3,FI,1621,468,0,1154,1.31,1.31,0.25,0.5,0.75,1,4,Finland
epiforecasts-EpiNow2,inc case,3,FI,2112,356,0,1756,1.71,2.06,0,0.25,0.98,1,4,Finland
EuroCOVIDhub-baseline,inc death,1,FI,5,1,2,2,1,1,0.17,1,0.34,1,6,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,4,2,1,0,0.78,0.58,0.67,1,-0,1,6,Finland
IEM_Health-CovidProject,inc death,1,FI,5,3,2,0,1.13,1.22,0.83,1,-0.3,1,6,Finland
ILM-EKF,inc death,1,FI,6,5,1,1,1.4,0.97,0.83,1,0.08,1,6,Finland
LANL-GrowthRate,inc death,1,FI,3,2,1,1,0.75,0.72,0.5,1,0.07,1,6,Finland
RobertWalraven-ESG,inc death,1,FI,5,2,3,0,1.03,0.82,0.67,0.83,-0.28,1,6,Finland
USC-SIkJalpha,inc death,1,FI,5,1,2,1,0.98,1.15,0.17,0.83,-0.38,1,6,Finland
epiforecasts-EpiNow2,inc death,1,FI,5,3,1,1,1.02,1.02,0.5,1,0.18,1,6,Finland
EuroCOVIDhub-baseline,inc death,2,FI,5,2,2,2,1,1,0,1,0.06,1,5,Finland
EuroCOVIDhub-ensemble,inc death,2,FI,4,3,0,1,0.75,0.6,1,1,0.02,1,5,Finland
IEM_Health-CovidProject,inc death,2,FI,5,3,2,0,1.06,1,0.8,1,-0.32,1,5,Finland
ILM-EKF,inc death,2,FI,7,6,0,1,1.35,0.58,0.8,1,0.12,1,5,Finland
LANL-GrowthRate,inc death,2,FI,4,2,1,2,0.87,0.81,0.4,1,0.04,1,5,Finland
RobertWalraven-ESG,inc death,2,FI,6,2,4,0,1.13,0.95,0.6,0.8,-0.38,1,5,Finland
USC-SIkJalpha,inc death,2,FI,3,2,2,0,0.67,0.72,0.6,1,-0.28,1,5,Finland
epiforecasts-EpiNow2,inc death,2,FI,6,3,0,3,1.1,0.93,0.6,1,0.22,1,5,Finland
EuroCOVIDhub-baseline,inc death,3,FI,5,2,1,1,1,1,0.5,1,-0.18,1,4,Finland
EuroCOVIDhub-ensemble,inc death,3,FI,5,3,0,1,1.01,0.76,0.75,1,0.08,1,4,Finland
IEM_Health-CovidProject,inc death,3,FI,6,4,2,0,1.22,1,0.75,1,-0.32,1,4,Finland
ILM-EKF,inc death,3,FI,8,7,0,1,1.59,0.67,1,1,0.22,1,4,Finland
LANL-GrowthRate,inc death,3,FI,6,2,1,3,1.14,1.03,0.75,1,0.01,1,4,Finland
RobertWalraven-ESG,inc death,3,FI,7,2,4,0,1.3,1.24,0.5,0.75,-0.47,1,4,Finland
USC-SIkJalpha,inc death,3,FI,6,2,3,1,1.17,1.15,0.5,0.75,-0.06,1,4,Finland
epiforecasts-EpiNow2,inc death,3,FI,7,3,0,4,1.43,1.24,0.75,0.75,0.42,1,4,Finland
EuroCOVIDhub-baseline,inc case,1,FR,35806,2710,27632,5464,1,1,0,0.83,-0.32,1,6,France
EuroCOVIDhub-ensemble,inc case,1,FR,34511,12668,12984,8859,0.96,1.23,0.33,1,-0.15,1,6,France
IEM_Health-CovidProject,inc case,1,FR,44147,23696,12740,7711,1.23,1.55,0.67,1,-0.13,1,6,France
ILM-EKF,inc case,1,FR,52842,7238,31912,13693,1.48,1.55,0.17,0.5,-0.23,1,6,France
LANL-GrowthRate,inc case,1,FR,41926,24434,11171,6321,1.17,1.24,0.5,1,-0.15,1,6,France
UNIPV-BayesINGARCHX,inc case,1,FR,41209,2378,15560,23272,1.15,1.01,0,0,0,1,6,France
USC-SIkJalpha,inc case,1,FR,39985,13114,24946,1926,1.12,1.27,0.5,0.83,-0.32,1,6,France
epiforecasts-EpiExpert,inc case,1,FR,40708,3319,30573,6817,1.14,1.07,0,0.5,-0.31,1,6,France
epiforecasts-EpiNow2,inc case,1,FR,33799,14502,13271,6025,0.94,1.25,0.33,1,-0.2,1,6,France
DSMPG-bayes,inc case,1,FR,51274,12811,8078,30386,1.14,1.48,0.2,0.6,0.16,1,5,France
EuroCOVIDhub-baseline,inc case,2,FR,43434,5392,31757,6285,1,1,0,1,-0.52,1,5,France
EuroCOVIDhub-ensemble,inc case,2,FR,39721,15160,14350,10211,0.91,0.95,0.4,1,-0.3,1,5,France
IEM_Health-CovidProject,inc case,2,FR,49169,27787,11159,10223,1.13,1.22,0.6,1,-0.14,1,5,France
ILM-EKF,inc case,2,FR,59635,17055,23041,19539,1.37,1.5,0.2,1,-0.37,1,5,France
LANL-GrowthRate,inc case,2,FR,48011,24300,16986,6725,1.11,1.09,0.4,1,-0.26,1,5,France
UNIPV-BayesINGARCHX,inc case,2,FR,41004,2394,13235,25374,0.94,0.71,0.4,0.4,0.26,1,5,France
USC-SIkJalpha,inc case,2,FR,45410,10007,35394,9,1.05,0.93,0.2,0.4,-0.77,1,5,France
epiforecasts-EpiExpert,inc case,2,FR,58859,6248,35704,16907,1.36,1.16,0.2,0.2,-0.41,1,5,France
epiforecasts-EpiNow2,inc case,2,FR,44363,16272,17360,10730,1.02,1.11,0.2,1,-0.34,1,5,France
DSMPG-bayes,inc case,2,FR,55012,15189,11059,28764,1.1,1.17,0.25,0.75,0.08,1,4,France
EuroCOVIDhub-baseline,inc case,3,FR,41341,7829,33157,354,1,1,0.25,1,-0.56,1,4,France
EuroCOVIDhub-ensemble,inc case,3,FR,35137,17926,16307,904,0.85,0.76,0.5,1,-0.35,1,4,France
IEM_Health-CovidProject,inc case,3,FR,47374,32436,11679,3259,1.15,1.07,0.75,1,-0.22,1,4,France
ILM-EKF,inc case,3,FR,64855,29042,23034,12779,1.57,1.68,0.25,1,-0.3,1,4,France
LANL-GrowthRate,inc case,3,FR,43029,21633,21396,0,1.04,0.84,0.5,1,-0.45,1,4,France
UNIPV-BayesINGARCHX,inc case,3,FR,39454,2112,14312,23031,0.95,0.71,0,0,0,1,4,France
USC-SIkJalpha,inc case,3,FR,55198,10159,45039,0,1.34,1.39,0.5,0.5,-0.7,1,4,France
epiforecasts-EpiExpert,inc case,3,FR,32343,8835,22089,1419,0.78,0.68,0.5,0.75,-0.28,1,4,France
epiforecasts-EpiNow2,inc case,3,FR,39353,17594,20891,868,0.95,0.87,0.75,0.75,-0.42,1,4,France
EuroCOVIDhub-baseline,inc death,1,FR,249,57,119,73,1,1,0.33,1,-0.07,1,6,France
EuroCOVIDhub-ensemble,inc death,1,FR,239,116,48,75,0.96,1.07,0.33,1,0.13,1,6,France
IEM_Health-CovidProject,inc death,1,FR,322,198,111,14,1.3,1.32,0.83,1,-0.15,1,6,France
ILM-EKF,inc death,1,FR,308,120,82,106,1.24,1.35,0.33,1,0.11,1,6,France
LANL-GrowthRate,inc death,1,FR,312,58,18,236,1.26,1.25,0.17,0.83,0.52,1,6,France
RobertWalraven-ESG,inc death,1,FR,260,61,146,53,1.04,1.05,0.17,0.83,-0.19,1,6,France
USC-SIkJalpha,inc death,1,FR,285,122,101,62,1.15,1.05,0.5,0.67,-0,1,6,France
epiforecasts-EpiExpert,inc death,1,FR,399,29,185,184,1.6,1.32,0,0.33,-0.25,1,6,France
epiforecasts-EpiNow2,inc death,1,FR,472,202,1,268,1.9,1.52,0.33,0.67,0.61,1,6,France
EuroCOVIDhub-baseline,inc death,2,FR,277,114,107,56,1,1,0.4,1,-0.02,1,5,France
EuroCOVIDhub-ensemble,inc death,2,FR,236,136,37,63,0.85,0.65,0.6,1,0.04,1,5,France
IEM_Health-CovidProject,inc death,2,FR,330,222,105,3,1.19,1.04,0.8,1,-0.28,1,5,France
ILM-EKF,inc death,2,FR,346,153,23,170,1.25,1.14,0.8,0.8,0.06,1,5,France
LANL-GrowthRate,inc death,2,FR,181,73,61,47,0.65,0.69,0.4,1,-0.2,1,5,France
RobertWalraven-ESG,inc death,2,FR,340,73,251,17,1.23,1.23,0,0.8,-0.56,1,5,France
USC-SIkJalpha,inc death,2,FR,277,124,47,106,1,0.87,0.6,0.8,0.14,1,5,France
epiforecasts-EpiExpert,inc death,2,FR,597,60,260,278,2.16,1.72,0.2,0.6,0.04,1,5,France
epiforecasts-EpiNow2,inc death,2,FR,519,205,0,314,1.87,1.72,0.6,0.6,0.66,1,5,France
EuroCOVIDhub-baseline,inc death,3,FR,181,159,18,4,1,1,1,1,-0.13,1,4,France
EuroCOVIDhub-ensemble,inc death,3,FR,186,157,22,7,1.03,1.08,1,1,-0.08,1,4,France
IEM_Health-CovidProject,inc death,3,FR,389,249,140,0,2.15,4.66,1,1,-0.4,1,4,France
ILM-EKF,inc death,3,FR,413,209,26,178,2.28,4.64,0.75,1,0.15,1,4,France
LANL-GrowthRate,inc death,3,FR,351,84,191,75,1.94,3.88,0.25,0.75,-0.17,1,4,France
RobertWalraven-ESG,inc death,3,FR,514,88,427,0,2.84,5.61,0,0.5,-0.95,1,4,France
USC-SIkJalpha,inc death,3,FR,162,120,11,30,0.89,1.43,0.75,1,0.1,1,4,France
epiforecasts-EpiExpert,inc death,3,FR,294,98,14,182,1.62,2.91,0.75,0.75,0.18,1,4,France
epiforecasts-EpiNow2,inc death,3,FR,484,205,0,280,2.67,5.16,0.5,0.75,0.64,1,4,France
EuroCOVIDhub-baseline,inc case,1,GB,5115,2241,462,2412,1,1,0.5,1,0.28,1,6,United Kingdom
EuroCOVIDhub-ensemble,inc case,1,GB,4144,1132,1084,1927,0.81,0.93,0.33,0.83,-0.06,1,6,United Kingdom
IEM_Health-CovidProject,inc case,1,GB,4280,1400,998,1882,0.84,1.03,0.33,0.83,-0.07,1,6,United Kingdom
ILM-EKF,inc case,1,GB,5786,1250,2637,1899,1.13,1.25,0.33,0.67,-0.12,1,6,United Kingdom
LANL-GrowthRate,inc case,1,GB,4383,775,2388,1220,0.86,1.02,0,0.5,-0.27,1,6,United Kingdom
USC-SIkJalpha,inc case,1,GB,4903,1658,296,2949,0.96,0.91,0.83,0.83,0.08,1,6,United Kingdom
epiforecasts-EpiExpert,inc case,1,GB,5740,884,831,4025,1.12,1.19,0.17,0.67,0.25,1,6,United Kingdom
epiforecasts-EpiNow2,inc case,1,GB,3576,827,1620,1128,0.7,0.76,0.33,0.67,0.03,1,6,United Kingdom
EuroCOVIDhub-baseline,inc case,2,GB,8413,4851,0,3562,1,1,0.8,1,0.46,1,5,United Kingdom
EuroCOVIDhub-ensemble,inc case,2,GB,6902,1692,1409,3800,0.82,0.92,0.4,0.8,0.14,1,5,United Kingdom
IEM_Health-CovidProject,inc case,2,GB,6802,1755,2129,2919,0.81,0.97,0.4,0.8,0,1,5,United Kingdom
ILM-EKF,inc case,2,GB,8065,2372,2331,3362,0.96,1.09,0.6,0.8,0,1,5,United Kingdom
LANL-GrowthRate,inc case,2,GB,8661,1147,3321,4193,1.03,1.12,0,0.6,-0.15,1,5,United Kingdom
USC-SIkJalpha,inc case,2,GB,7024,1741,689,4593,0.83,0.92,0.2,0.6,0.39,1,5,United Kingdom
epiforecasts-EpiExpert,inc case,2,GB,10047,1335,391,8320,1.19,1.24,0,0.4,0.62,1,5,United Kingdom
epiforecasts-EpiNow2,inc case,2,GB,7979,1765,3106,3107,0.95,1.01,0.2,0.4,-0.04,1,5,United Kingdom
EuroCOVIDhub-baseline,inc case,3,GB,11462,7130,0,4332,1,1,0.75,1,0.42,1,4,United Kingdom
EuroCOVIDhub-ensemble,inc case,3,GB,10773,2411,2409,5953,0.94,0.97,0.25,0.75,0.32,1,4,United Kingdom
IEM_Health-CovidProject,inc case,3,GB,8611,1935,3209,3466,0.75,0.88,0,0.75,0.06,1,4,United Kingdom
ILM-EKF,inc case,3,GB,11605,3623,3951,4030,1.01,1.06,0.25,1,0.17,1,4,United Kingdom
LANL-GrowthRate,inc case,3,GB,10769,1713,2082,6974,0.94,0.94,0.25,0.5,0.2,1,4,United Kingdom
USC-SIkJalpha,inc case,3,GB,10520,2012,2595,5913,0.92,0.91,0.25,0.25,0.32,1,4,United Kingdom
epiforecasts-EpiExpert,inc case,3,GB,16843,2083,287,14473,1.47,1.37,0.25,0.25,0.62,1,4,United Kingdom
epiforecasts-EpiNow2,inc case,3,GB,12295,3183,3867,5245,1.07,1.07,0.5,0.5,0.2,1,4,United Kingdom
EuroCOVIDhub-baseline,inc death,1,GB,183,76,0,107,1,1,0.67,1,0.45,1,6,United Kingdom
EuroCOVIDhub-ensemble,inc death,1,GB,66,38,0,28,0.36,0.38,0.67,1,0.42,1,6,United Kingdom
IEM_Health-CovidProject,inc death,1,GB,97,76,11,10,0.53,0.44,0.83,1,-0.23,1,6,United Kingdom
ILM-EKF,inc death,1,GB,74,44,0,30,0.41,0.44,0.67,1,0.38,1,6,United Kingdom
LANL-GrowthRate,inc death,1,GB,37,7,11,19,0.2,0.23,0,0.83,0.29,1,6,United Kingdom
RobertWalraven-ESG,inc death,1,GB,75,51,23,2,0.41,0.41,0.83,1,-0.2,1,6,United Kingdom
USC-SIkJalpha,inc death,1,GB,163,41,0,123,0.89,0.89,0.17,0.5,0.75,1,6,United Kingdom
epiforecasts-EpiExpert,inc death,1,GB,86,13,8,65,0.47,0.43,0.17,0.5,0.45,1,6,United Kingdom
epiforecasts-EpiNow2,inc death,1,GB,170,23,0,147,0.93,0.88,0.17,0.33,0.8,1,6,United Kingdom
EuroCOVIDhub-baseline,inc death,2,GB,303,152,0,150,1,1,0.8,1,0.42,1,5,United Kingdom
EuroCOVIDhub-ensemble,inc death,2,GB,87,41,0,46,0.29,0.31,0.4,1,0.62,1,5,United Kingdom
IEM_Health-CovidProject,inc death,2,GB,107,79,14,14,0.35,0.29,0.6,1,-0.2,1,5,United Kingdom
ILM-EKF,inc death,2,GB,108,44,0,64,0.36,0.39,0.2,1,0.67,1,5,United Kingdom
LANL-GrowthRate,inc death,2,GB,52,9,7,36,0.17,0.16,0.2,0.8,0.25,1,5,United Kingdom
RobertWalraven-ESG,inc death,2,GB,86,60,27,0,0.29,0.25,0.8,1,-0.3,1,5,United Kingdom
USC-SIkJalpha,inc death,2,GB,209,46,0,163,0.69,0.64,0.2,0.4,0.82,1,5,United Kingdom
epiforecasts-EpiExpert,inc death,2,GB,118,16,4,98,0.39,0.33,0.2,0.6,0.46,1,5,United Kingdom
epiforecasts-EpiNow2,inc death,2,GB,265,27,0,238,0.88,0.72,0,0.2,0.94,1,5,United Kingdom
EuroCOVIDhub-baseline,inc death,3,GB,413,214,0,199,1,1,0.5,1,0.48,1,4,United Kingdom
EuroCOVIDhub-ensemble,inc death,3,GB,112,46,0,65,0.27,0.27,0,1,0.85,1,4,United Kingdom
IEM_Health-CovidProject,inc death,3,GB,111,83,13,14,0.27,0.2,0.75,1,-0.12,1,4,United Kingdom
ILM-EKF,inc death,3,GB,140,49,0,90,0.34,0.33,0,1,0.81,1,4,United Kingdom
LANL-GrowthRate,inc death,3,GB,44,10,0,34,0.11,0.09,0.25,0.75,0.73,1,4,United Kingdom
RobertWalraven-ESG,inc death,3,GB,87,68,19,0,0.21,0.17,1,1,-0.27,1,4,United Kingdom
USC-SIkJalpha,inc death,3,GB,269,49,0,220,0.65,0.55,0,0,1,1,4,United Kingdom
epiforecasts-EpiExpert,inc death,3,GB,164,21,0,143,0.4,0.32,0,0.5,0.93,1,4,United Kingdom
epiforecasts-EpiNow2,inc death,3,GB,316,42,0,274,0.77,0.61,0,0,1,1,4,United Kingdom
EuroCOVIDhub-baseline,inc case,1,GR,948,114,740,94,1,1,0,0.83,-0.31,1,6,Greece
EuroCOVIDhub-ensemble,inc case,1,GR,1251,923,122,206,1.32,1.31,1,1,0.13,1,6,Greece
IEM_Health-CovidProject,inc case,1,GR,1459,1117,111,231,1.54,1.46,1,1,0.12,1,6,Greece
ILM-EKF,inc case,1,GR,1346,750,86,510,1.42,1.7,0.67,1,0.33,1,6,Greece
LANL-GrowthRate,inc case,1,GR,1418,948,413,58,1.5,1.4,0.83,1,-0.08,1,6,Greece
USC-SIkJalpha,inc case,1,GR,2161,1469,494,199,2.28,1.99,0.67,0.83,0.12,1,6,Greece
epiforecasts-EpiNow2,inc case,1,GR,1548,739,259,549,1.63,2.03,0.33,1,0.32,1,6,Greece
DSMPG-bayes,inc case,1,GR,1915,703,72,1140,1.59,2.25,0.4,1,0.53,1,5,Greece
EuroCOVIDhub-baseline,inc case,2,GR,1677,252,1331,94,1,1,0,0.8,-0.56,1,5,Greece
EuroCOVIDhub-ensemble,inc case,2,GR,2182,1525,96,562,1.3,1.18,0.8,1,0.2,1,5,Greece
IEM_Health-CovidProject,inc case,2,GR,2186,1618,29,538,1.3,1.12,0.8,1,0.26,1,5,Greece
ILM-EKF,inc case,2,GR,2491,1421,24,1047,1.49,1.45,0.4,1,0.36,1,5,Greece
LANL-GrowthRate,inc case,2,GR,1800,1147,323,330,1.07,1,0.6,1,-0,1,5,Greece
USC-SIkJalpha,inc case,2,GR,3272,2002,970,299,1.95,1.69,0.4,0.8,-0.2,1,5,Greece
epiforecasts-EpiNow2,inc case,2,GR,3441,1743,247,1451,2.05,2.23,0.4,1,0.3,1,5,Greece
DSMPG-bayes,inc case,2,GR,3447,1778,23,1646,1.49,1.97,0.5,1,0.43,1,4,Greece
EuroCOVIDhub-baseline,inc case,3,GR,2411,371,2040,0,1,1,0,1,-0.86,1,4,Greece
EuroCOVIDhub-ensemble,inc case,3,GR,2731,2346,49,337,1.13,0.65,1,1,0.15,1,4,Greece
IEM_Health-CovidProject,inc case,3,GR,3095,2260,0,835,1.28,1.07,1,1,0.35,1,4,Greece
ILM-EKF,inc case,3,GR,3503,2394,0,1109,1.45,1.28,0.5,1,0.4,1,4,Greece
LANL-GrowthRate,inc case,3,GR,2293,1283,561,449,0.95,1.05,0.5,1,-0.22,1,4,Greece
USC-SIkJalpha,inc case,3,GR,3637,2487,1150,0,1.51,1.15,0.5,1,-0.45,1,4,Greece
epiforecasts-EpiNow2,inc case,3,GR,4702,2872,222,1609,1.95,1.7,0.75,1,0.18,1,4,Greece
EuroCOVIDhub-baseline,inc death,1,GR,38,4,34,0,1,1,0,1,-0.88,1,6,Greece
EuroCOVIDhub-ensemble,inc death,1,GR,20,16,4,1,0.54,0.46,0.83,1,-0.18,1,6,Greece
IEM_Health-CovidProject,inc death,1,GR,20,14,3,3,0.52,0.5,0.67,1,0.05,1,6,Greece
ILM-EKF,inc death,1,GR,41,39,2,1,1.09,0.42,1,1,-0.03,1,6,Greece
LANL-GrowthRate,inc death,1,GR,23,6,15,3,0.6,0.67,0,0.67,-0.36,1,6,Greece
RobertWalraven-ESG,inc death,1,GR,20,4,15,1,0.53,0.54,0.17,0.83,-0.57,1,6,Greece
USC-SIkJalpha,inc death,1,GR,31,23,6,1,0.81,0.77,1,1,-0.1,1,6,Greece
epiforecasts-EpiNow2,inc death,1,GR,13,9,3,0,0.35,0.34,0.83,1,-0.25,1,6,Greece
EuroCOVIDhub-baseline,inc death,2,GR,70,8,62,0,1,1,0,1,-0.9,1,5,Greece
EuroCOVIDhub-ensemble,inc death,2,GR,29,21,5,2,0.41,0.36,1,1,-0.04,1,5,Greece
IEM_Health-CovidProject,inc death,2,GR,40,22,3,15,0.57,0.6,0.6,1,0.3,1,5,Greece
ILM-EKF,inc death,2,GR,50,45,2,3,0.72,0.39,1,1,0.04,1,5,Greece
LANL-GrowthRate,inc death,2,GR,27,9,15,3,0.38,0.39,0.6,0.8,-0.18,1,5,Greece
RobertWalraven-ESG,inc death,2,GR,36,5,32,0,0.52,0.45,0.4,0.6,-0.72,1,5,Greece
USC-SIkJalpha,inc death,2,GR,45,33,10,2,0.64,0.54,1,1,-0.1,1,5,Greece
epiforecasts-EpiNow2,inc death,2,GR,25,17,5,3,0.36,0.31,0.6,1,0.04,1,5,Greece
EuroCOVIDhub-baseline,inc death,3,GR,103,12,91,0,1,1,0,1,-0.91,1,4,Greece
EuroCOVIDhub-ensemble,inc death,3,GR,36,30,4,2,0.36,0.26,1,1,-0.07,1,4,Greece
IEM_Health-CovidProject,inc death,3,GR,64,34,1,30,0.63,0.66,0.5,1,0.38,1,4,Greece
ILM-EKF,inc death,3,GR,61,55,1,5,0.59,0.26,1,1,0.08,1,4,Greece
LANL-GrowthRate,inc death,3,GR,49,15,29,5,0.48,0.5,0.25,0.75,-0.22,1,4,Greece
RobertWalraven-ESG,inc death,3,GR,82,5,77,0,0.8,0.65,0,0,-1,1,4,Greece
USC-SIkJalpha,inc death,3,GR,59,42,16,1,0.58,0.45,0.75,1,-0.13,1,4,Greece
epiforecasts-EpiNow2,inc death,3,GR,54,36,8,10,0.52,0.49,0.75,1,0.08,1,4,Greece
EuroCOVIDhub-baseline,inc case,1,HR,1531,123,1371,36,1,1,0,1,-0.63,1,6,Croatia
EuroCOVIDhub-ensemble,inc case,1,HR,923,541,148,233,0.6,0.64,0.67,1,-0.18,1,6,Croatia
IEM_Health-CovidProject,inc case,1,HR,1250,718,250,282,0.82,0.92,0.5,1,-0.15,1,6,Croatia
ILM-EKF,inc case,1,HR,1286,436,353,497,0.84,0.96,0.33,0.83,-0.24,1,6,Croatia
LANL-GrowthRate,inc case,1,HR,1126,686,372,68,0.74,0.89,0.83,1,-0.33,1,6,Croatia
USC-SIkJalpha,inc case,1,HR,1411,697,606,108,0.92,0.92,0.5,0.83,-0.45,1,6,Croatia
epiforecasts-EpiNow2,inc case,1,HR,1033,391,84,559,0.68,0.64,0.83,0.83,0.12,1,6,Croatia
EuroCOVIDhub-baseline,inc case,2,HR,2716,261,2455,0,1,1,0,0.8,-0.91,1,5,Croatia
EuroCOVIDhub-ensemble,inc case,2,HR,1990,916,416,659,0.73,0.86,0.2,1,-0.1,1,5,Croatia
IEM_Health-CovidProject,inc case,2,HR,2540,1006,819,716,0.94,1.1,0.2,0.8,-0.18,1,5,Croatia
ILM-EKF,inc case,2,HR,2837,825,869,1143,1.04,1.22,0,1,-0.17,1,5,Croatia
LANL-GrowthRate,inc case,2,HR,1728,839,698,191,0.64,0.71,0.6,1,-0.3,1,5,Croatia
USC-SIkJalpha,inc case,2,HR,2314,912,1175,227,0.85,0.74,0.2,0.8,-0.4,1,5,Croatia
epiforecasts-EpiNow2,inc case,2,HR,2335,930,32,1373,0.86,0.88,0.6,1,0.33,1,5,Croatia
DSMPG-bayes,inc case,2,HR,3389,1607,26,1756,0.83,0.8,0.5,1,0.38,1,4,Croatia
EuroCOVIDhub-baseline,inc case,3,HR,4573,382,4191,0,1,1,0,0.75,-0.96,1,4,Croatia
EuroCOVIDhub-ensemble,inc case,3,HR,2994,1493,917,584,0.65,0.73,0.25,1,-0.15,1,4,Croatia
IEM_Health-CovidProject,inc case,3,HR,3700,1279,1779,642,0.81,0.84,0.25,0.75,-0.25,1,4,Croatia
ILM-EKF,inc case,3,HR,3165,1152,1530,483,0.69,0.74,0.25,1,-0.31,1,4,Croatia
LANL-GrowthRate,inc case,3,HR,2879,931,1930,19,0.63,0.53,0.5,0.5,-0.49,1,4,Croatia
USC-SIkJalpha,inc case,3,HR,3106,821,2286,0,0.68,0.54,0.25,0.5,-0.73,1,4,Croatia
epiforecasts-EpiNow2,inc case,3,HR,3804,1704,98,2002,0.83,0.9,0.5,1,0.3,1,4,Croatia
EuroCOVIDhub-baseline,inc death,1,HR,22,3,19,0,1,1,0.17,0.83,-0.61,1,6,Croatia
EuroCOVIDhub-ensemble,inc death,1,HR,11,8,2,1,0.52,0.51,1,1,-0.17,1,6,Croatia
IEM_Health-CovidProject,inc death,1,HR,23,8,9,7,1.03,1.29,0.17,1,-0.38,1,6,Croatia
ILM-EKF,inc death,1,HR,22,19,1,1,0.97,0.63,1,1,-0.02,1,6,Croatia
LANL-GrowthRate,inc death,1,HR,12,4,7,0,0.54,0.58,0.5,1,-0.41,1,6,Croatia
RobertWalraven-ESG,inc death,1,HR,22,2,18,1,0.98,0.92,0.17,0.33,-0.56,1,6,Croatia
USC-SIkJalpha,inc death,1,HR,20,9,10,1,0.88,0.72,0.67,0.83,-0.25,1,6,Croatia
epiforecasts-EpiNow2,inc death,1,HR,13,8,0,5,0.58,0.7,0.5,1,0.42,1,6,Croatia
EuroCOVIDhub-baseline,inc death,2,HR,47,6,41,0,1,1,0.2,0.6,-0.8,1,5,Croatia
