model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
UMass-SemiMech,inc death,1,IS,0,0,0,0,NA,NA,1,1,0,1,7,Iceland
USC-SIkJalpha,inc death,4,IS,0,0,0,0,0,NA,1,1,0,1,7,Iceland
epiforecasts-EpiNow2,inc death,4,IS,2,1,0,0,NA,Inf,0.71,1,0.2,1,7,Iceland
LANL-GrowthRate,inc death,5,IS,0,0,0,0,NA,NA,1,1,0,1,6,Iceland
UMass-MechBayes,inc death,2,IS,0,0,0,0,NA,NA,1,1,0,1,6,Iceland
UMass-SemiMech,inc death,2,IS,0,0,0,0,NA,NA,1,1,0,1,6,Iceland
USC-SIkJalpha,inc death,5,IS,0,0,0,0,NA,NA,1,1,0,1,6,Iceland
LANL-GrowthRate,inc death,6,IS,0,0,0,0,NA,NA,1,1,0,1,5,Iceland
UMass-MechBayes,inc death,3,IS,0,0,0,0,NA,NA,1,1,0,1,5,Iceland
UMass-SemiMech,inc death,3,IS,0,0,0,0,NA,NA,1,1,0,1,5,Iceland
UMass-MechBayes,inc death,4,IS,0,0,0,0,NA,NA,1,1,0,1,4,Iceland
UMass-SemiMech,inc death,4,IS,0,0,0,0,NA,NA,1,1,0,1,4,Iceland
EuroCOVIDhub-baseline,inc case,1,IT,8599,1526,947,6126,1,1,0.3,1,0.44,1,10,Italy
EuroCOVIDhub-ensemble,inc case,1,IT,6414,3899,30,2485,0.7,0.66,0.7,0.9,0.36,1,10,Italy
IEM_Health-CovidProject,inc case,1,IT,8931,4114,0,4816,0.97,1.01,0.4,1,0.54,1,10,Italy
ILM-EKF,inc case,1,IT,7872,5201,690,1981,0.84,0.84,0.8,1,0.22,1,10,Italy
LANL-GrowthRate,inc case,1,IT,5916,3951,1803,162,0.67,0.71,0.6,1,-0.29,1,10,Italy
UNIPV-BayesINGARCHX,inc case,1,IT,18650,1399,0,17251,2.2,1.52,0.2,0.2,0.83,1,10,Italy
USC-SIkJalpha,inc case,1,IT,10658,6353,165,4141,1.18,0.83,0.7,0.7,0.36,1,10,Italy
epiforecasts-EpiExpert,inc case,1,IT,7855,2625,332,4897,0.84,0.93,0.3,0.8,0.53,1,10,Italy
epiforecasts-EpiNow2,inc case,1,IT,6490,2921,1474,2096,0.69,0.78,0.4,0.9,0.26,1,10,Italy
EuroCOVIDhub-baseline,inc case,2,IT,14933,3231,696,11006,1,1,0.11,1,0.52,1,9,Italy
EuroCOVIDhub-ensemble,inc case,2,IT,12094,6333,41,5720,0.79,0.8,0.56,0.89,0.48,1,9,Italy
IEM_Health-CovidProject,inc case,2,IT,17840,6285,13,11543,1.13,1.16,0.22,0.78,0.65,1,9,Italy
ILM-EKF,inc case,2,IT,16488,11363,735,4389,1.05,1,0.67,1,0.27,1,9,Italy
LANL-GrowthRate,inc case,2,IT,8238,5487,1307,1444,0.54,0.49,0.67,1,-0.01,1,9,Italy
UNIPV-BayesINGARCHX,inc case,2,IT,30788,795,0,29993,2.08,1.35,0.22,0.22,0.84,1,9,Italy
USC-SIkJalpha,inc case,2,IT,13381,7311,297,5773,0.88,0.7,0.56,0.78,0.4,1,9,Italy
epiforecasts-EpiExpert,inc case,2,IT,15187,4590,390,10207,0.97,1.02,0.11,0.89,0.64,1,9,Italy
epiforecasts-EpiNow2,inc case,2,IT,11858,6573,1613,3672,0.76,0.78,0.56,1,0.28,1,9,Italy
EuroCOVIDhub-baseline,inc case,3,IT,21290,4723,674,15893,1,1,0,1,0.63,1,8,Italy
EuroCOVIDhub-ensemble,inc case,3,IT,18458,9523,127,8809,0.83,0.86,0.38,1,0.56,1,8,Italy
IEM_Health-CovidProject,inc case,3,IT,30759,9005,102,21651,1.33,1.3,0.25,0.75,0.7,1,8,Italy
ILM-EKF,inc case,3,IT,27704,19652,1118,6934,1.22,1.12,0.5,1,0.31,1,8,Italy
LANL-GrowthRate,inc case,3,IT,10714,6986,745,2983,0.48,0.45,0.75,1,0.24,1,8,Italy
UNIPV-BayesINGARCHX,inc case,3,IT,39986,714,599,38673,1.91,1.19,0,0.12,0.72,1,8,Italy
USC-SIkJalpha,inc case,3,IT,14659,8388,582,5689,0.68,0.61,0.5,0.88,0.41,1,8,Italy
UpgUmibUsi-MultiBayes,inc case,1,IT,8312,3426,3780,1106,0.91,0.92,0.5,0.88,-0.06,1,8,Italy
epiforecasts-EpiExpert,inc case,3,IT,22726,6830,452,15444,1.02,1.03,0.25,0.88,0.66,1,8,Italy
epiforecasts-EpiNow2,inc case,3,IT,18612,10740,2256,5617,0.84,0.76,0.62,1,0.24,1,8,Italy
EuroCOVIDhub-baseline,inc case,4,IT,27543,5988,0,21556,1,1,0.14,1,0.78,1,7,Italy
EuroCOVIDhub-ensemble,inc case,4,IT,26458,13699,0,12759,0.9,0.92,0.14,1,0.63,1,7,Italy
IEM_Health-CovidProject,inc case,4,IT,48695,12421,4,36271,1.57,1.45,0.29,0.57,0.72,1,7,Italy
ILM-EKF,inc case,4,IT,42953,31817,708,10428,1.43,1.21,0.86,1,0.3,1,7,Italy
LANL-GrowthRate,inc case,4,IT,14285,8654,32,5600,0.49,0.5,0.43,1,0.47,1,7,Italy
UMass-SemiMech,inc case,1,IT,8164,5180,1022,1962,0.92,0.8,0.71,1,0.13,1,7,Italy
UNIPV-BayesINGARCHX,inc case,4,IT,47693,732,0,46961,1.75,1.14,0,0,1,1,7,Italy
USC-SIkJalpha,inc case,4,IT,16846,10045,394,6407,0.59,0.63,0.43,0.86,0.49,1,7,Italy
epiforecasts-EpiExpert,inc case,4,IT,28974,9060,38,19876,0.99,1,0.14,0.86,0.69,1,7,Italy
epiforecasts-EpiNow2,inc case,4,IT,26255,15232,2032,8990,0.88,0.87,0.43,1,0.1,1,7,Italy
LANL-GrowthRate,inc case,5,IT,20580,10483,0,10097,NA,NA,0.33,1,0.6,1,6,Italy
UMass-SemiMech,inc case,2,IT,13589,7046,2520,4023,0.94,0.87,0.67,1,0.15,1,6,Italy
USC-SIkJalpha,inc case,5,IT,20733,12302,154,8277,NA,NA,0.5,1,0.49,1,6,Italy
LANL-GrowthRate,inc case,6,IT,27562,13263,0,14299,NA,NA,0.2,1,0.7,1,5,Italy
UMass-SemiMech,inc case,3,IT,15716,8966,2303,4446,0.92,0.9,0.6,1,0.12,1,5,Italy
UMass-SemiMech,inc case,4,IT,18200,11103,1787,5310,0.96,0.92,0.5,1,0.15,1,4,Italy
epiforecasts-EpiExpert_Rt,inc case,1,IT,3460,2097,0,1363,0.55,0.6,0.75,1,0.45,1,4,Italy
EuroCOVIDhub-baseline,inc death,1,IT,188,61,46,81,1,1,0.1,1,0.05,1,10,Italy
EuroCOVIDhub-ensemble,inc death,1,IT,93,73,11,8,0.46,0.39,1,1,0.07,1,10,Italy
IEM_Health-CovidProject,inc death,1,IT,179,103,42,34,0.88,0.85,0.6,1,0.07,1,10,Italy
ILM-EKF,inc death,1,IT,134,126,2,6,0.69,0.35,1,1,0.1,1,10,Italy
LANL-GrowthRate,inc death,1,IT,77,21,52,4,0.33,0.29,0.4,0.8,-0.31,1,10,Italy
RobertWalraven-ESG,inc death,1,IT,164,35,64,65,0.8,0.69,0.5,0.6,-0.16,1,10,Italy
USC-SIkJalpha,inc death,1,IT,194,96,12,86,1.02,0.68,0.4,0.6,0.36,1,10,Italy
epiforecasts-EpiExpert,inc death,1,IT,262,54,7,200,1.2,1.03,0.4,0.7,0.46,1,10,Italy
epiforecasts-EpiNow2,inc death,1,IT,88,47,16,25,0.49,0.41,0.7,0.9,0.2,1,10,Italy
EuroCOVIDhub-baseline,inc death,2,IT,337,119,74,144,1,1,0.33,1,0.13,1,9,Italy
EuroCOVIDhub-ensemble,inc death,2,IT,139,99,16,24,0.4,0.33,0.78,1,0.17,1,9,Italy
IEM_Health-CovidProject,inc death,2,IT,369,157,93,120,1.08,1.08,0.33,1,0.22,1,9,Italy
ILM-EKF,inc death,2,IT,170,155,0,15,0.49,0.25,1,1,0.2,1,9,Italy
LANL-GrowthRate,inc death,2,IT,139,40,96,3,0.32,0.26,0.56,0.78,-0.25,1,9,Italy
RobertWalraven-ESG,inc death,2,IT,356,42,163,151,1.02,0.77,0.22,0.33,-0.08,1,9,Italy
USC-SIkJalpha,inc death,2,IT,242,122,9,111,0.72,0.46,0.56,0.56,0.46,1,9,Italy
epiforecasts-EpiExpert,inc death,2,IT,377,91,26,260,1,0.83,0.33,0.67,0.5,1,9,Italy
epiforecasts-EpiNow2,inc death,2,IT,158,61,15,82,0.47,0.41,0.44,0.78,0.3,1,9,Italy
EuroCOVIDhub-baseline,inc death,3,IT,461,165,88,208,1,1,0.25,1,0.19,1,8,Italy
EuroCOVIDhub-ensemble,inc death,3,IT,203,137,12,55,0.44,0.4,0.62,1,0.31,1,8,Italy
IEM_Health-CovidProject,inc death,3,IT,636,227,126,283,1.39,1.39,0.12,1,0.34,1,8,Italy
ILM-EKF,inc death,3,IT,262,219,0,43,0.54,0.37,1,1,0.32,1,8,Italy
LANL-GrowthRate,inc death,3,IT,206,63,125,18,0.36,0.32,0.38,0.88,-0.08,1,8,Italy
RobertWalraven-ESG,inc death,3,IT,535,49,242,244,1.09,0.76,0.25,0.38,0.09,1,8,Italy
USC-SIkJalpha,inc death,3,IT,309,146,2,161,0.67,0.49,0.38,0.62,0.58,1,8,Italy
UpgUmibUsi-MultiBayes,inc death,1,IT,134,57,74,3,0.71,0.7,0.5,1,-0.39,1,8,Italy
epiforecasts-EpiExpert,inc death,3,IT,452,141,34,277,0.91,0.85,0,0.75,0.58,1,8,Italy
epiforecasts-EpiNow2,inc death,3,IT,235,100,7,128,0.48,0.39,0.5,0.88,0.34,1,8,Italy
EuroCOVIDhub-baseline,inc death,4,IT,561,203,91,267,1,1,0.14,1,0.27,1,7,Italy
EuroCOVIDhub-ensemble,inc death,4,IT,294,193,6,96,0.52,0.47,0.43,1,0.36,1,7,Italy
IEM_Health-CovidProject,inc death,4,IT,975,315,161,499,1.75,1.76,0,1,0.36,1,7,Italy
ILM-EKF,inc death,4,IT,430,342,0,88,0.7,0.54,1,1,0.33,1,7,Italy
LANL-GrowthRate,inc death,4,IT,285,94,146,45,0.43,0.38,0.29,0.86,0.1,1,7,Italy
RobertWalraven-ESG,inc death,4,IT,761,56,356,350,1.27,0.89,0,0.29,0.17,1,7,Italy
UMass-MechBayes,inc death,1,IT,132,82,47,3,0.75,0.56,0.86,1,-0.21,1,7,Italy
UMass-SemiMech,inc death,1,IT,129,96,28,5,0.78,0.51,0.86,1,-0.04,1,7,Italy
USC-SIkJalpha,inc death,4,IT,328,198,0,130,0.58,0.43,0.57,0.71,0.51,1,7,Italy
epiforecasts-EpiExpert,inc death,4,IT,528,191,37,300,0.86,0.85,0,1,0.56,1,7,Italy
epiforecasts-EpiNow2,inc death,4,IT,328,170,6,152,0.52,0.4,0.57,1,0.27,1,7,Italy
LANL-GrowthRate,inc death,5,IT,333,122,132,78,NA,NA,0.33,1,0.17,1,6,Italy
UMass-MechBayes,inc death,2,IT,138,104,33,2,0.51,0.33,0.83,1,-0.12,1,6,Italy
UMass-SemiMech,inc death,2,IT,202,120,43,39,0.75,0.57,0.67,1,0.08,1,6,Italy
USC-SIkJalpha,inc death,5,IT,387,271,0,117,NA,NA,0.67,1,0.5,1,6,Italy
LANL-GrowthRate,inc death,6,IT,405,157,94,154,NA,NA,0.4,0.8,0.27,1,5,Italy
UMass-MechBayes,inc death,3,IT,177,136,21,19,0.45,0.34,1,1,0.02,1,5,Italy
UMass-SemiMech,inc death,3,IT,305,144,51,110,0.78,0.7,0.6,1,0.27,1,5,Italy
UMass-MechBayes,inc death,4,IT,246,169,17,60,0.49,0.41,0.75,1,0.08,1,4,Italy
UMass-SemiMech,inc death,4,IT,413,169,56,189,0.82,0.77,0.25,1,0.29,1,4,Italy
epiforecasts-EpiExpert_Rt,inc death,1,IT,103,31,0,71,0.8,0.77,0.25,0.75,0.74,1,4,Italy
EuroCOVIDhub-baseline,inc case,1,LI,9,2,3,4,1,1,0,1,0,1,10,Liechtenstein
EuroCOVIDhub-ensemble,inc case,1,LI,9,4,3,2,0.97,0.89,0.7,0.9,-0.05,1,10,Liechtenstein
IEM_Health-CovidProject,inc case,1,LI,9,4,2,2,0.96,0.92,0.7,0.9,-0.03,1,10,Liechtenstein
ILM-EKF,inc case,1,LI,17,5,10,2,1.85,2.18,0.3,1,-0.42,1,10,Liechtenstein
LANL-GrowthRate,inc case,1,LI,10,3,6,1,1.06,1.04,0.6,0.8,-0.35,1,10,Liechtenstein
USC-SIkJalpha,inc case,1,LI,11,4,3,4,1.2,0.95,0.3,0.5,-0.03,1,10,Liechtenstein
epiforecasts-EpiNow2,inc case,1,LI,14,6,2,7,1.59,1.74,0.4,0.9,0.33,1,10,Liechtenstein
EuroCOVIDhub-baseline,inc case,2,LI,13,5,4,5,1,1,0.56,1,-0.2,1,9,Liechtenstein
EuroCOVIDhub-ensemble,inc case,2,LI,16,7,5,5,1.23,1.22,0.44,0.89,-0.02,1,9,Liechtenstein
IEM_Health-CovidProject,inc case,2,LI,17,7,4,6,1.26,1.36,0.44,0.89,-0.08,1,9,Liechtenstein
ILM-EKF,inc case,2,LI,21,5,15,1,1.57,1.69,0.22,1,-0.51,1,9,Liechtenstein
LANL-GrowthRate,inc case,2,LI,20,4,12,4,1.5,1.46,0.11,0.56,-0.47,1,9,Liechtenstein
USC-SIkJalpha,inc case,2,LI,16,4,5,7,1.2,1.08,0.44,0.56,-0.02,1,9,Liechtenstein
epiforecasts-EpiNow2,inc case,2,LI,33,13,3,17,2.48,2.53,0.22,0.78,0.28,1,9,Liechtenstein
EuroCOVIDhub-baseline,inc case,3,LI,16,7,6,4,1,1,0.38,1,-0.16,1,8,Liechtenstein
EuroCOVIDhub-ensemble,inc case,3,LI,25,10,7,8,1.54,1.4,0.38,0.88,-0.06,1,8,Liechtenstein
IEM_Health-CovidProject,inc case,3,LI,24,9,6,9,1.47,1.47,0.25,0.88,-0.11,1,8,Liechtenstein
ILM-EKF,inc case,3,LI,24,5,19,1,1.47,1.36,0.12,1,-0.59,1,8,Liechtenstein
LANL-GrowthRate,inc case,3,LI,25,3,17,4,1.51,1.21,0.25,0.38,-0.44,1,8,Liechtenstein
USC-SIkJalpha,inc case,3,LI,25,6,8,12,1.57,1.23,0.25,0.38,-0.15,1,8,Liechtenstein
epiforecasts-EpiNow2,inc case,3,LI,54,25,4,25,3.41,2.94,0.25,0.75,0.21,1,8,Liechtenstein
EuroCOVIDhub-baseline,inc case,4,LI,20,8,8,3,1,1,0.29,1,-0.2,1,7,Liechtenstein
EuroCOVIDhub-ensemble,inc case,4,LI,35,14,9,12,1.83,1.58,0.14,0.86,-0.17,1,7,Liechtenstein
IEM_Health-CovidProject,inc case,4,LI,34,14,9,11,1.78,1.64,0.29,1,-0.2,1,7,Liechtenstein
ILM-EKF,inc case,4,LI,27,4,23,0,1.34,1.13,0.14,1,-0.68,1,7,Liechtenstein
LANL-GrowthRate,inc case,4,LI,24,2,20,2,1.19,0.84,0.14,0.57,-0.49,1,7,Liechtenstein
UMass-SemiMech,inc case,1,LI,12,6,3,3,1.07,0.99,0.57,0.86,0.15,1,7,Liechtenstein
USC-SIkJalpha,inc case,4,LI,42,9,13,20,2.17,1.49,0.14,0.43,-0.21,1,7,Liechtenstein
epiforecasts-EpiNow2,inc case,4,LI,74,38,4,32,3.97,3,0.43,0.71,0.09,1,7,Liechtenstein
LANL-GrowthRate,inc case,5,LI,24,3,21,1,NA,NA,0,0.67,-0.61,1,6,Liechtenstein
UMass-SemiMech,inc case,2,LI,22,10,5,7,1.27,1.29,0.33,1,0.17,1,6,Liechtenstein
USC-SIkJalpha,inc case,5,LI,41,10,16,15,NA,NA,0,0.5,-0.25,1,6,Liechtenstein
LANL-GrowthRate,inc case,6,LI,21,3,18,0,NA,NA,0,0.8,-0.59,1,5,Liechtenstein
UMass-SemiMech,inc case,3,LI,34,16,5,12,1.68,1.51,0.2,0.8,0.16,1,5,Liechtenstein
UMass-SemiMech,inc case,4,LI,53,26,6,21,2.31,1.84,0,1,0.11,1,4,Liechtenstein
EuroCOVIDhub-baseline,inc death,1,LI,0,0,0,0,1,1,0.4,1,0,1,10,Liechtenstein
EuroCOVIDhub-ensemble,inc death,1,LI,0,0,0,0,0.89,0.6,0.9,1,-0.12,1,10,Liechtenstein
IEM_Health-CovidProject,inc death,1,LI,1,1,0,0,2.04,1.8,0.6,0.9,0.17,1,10,Liechtenstein
ILM-EKF,inc death,1,LI,1,0,0,0,1.44,0.5,0.9,1,-0.1,1,10,Liechtenstein
LANL-GrowthRate,inc death,1,LI,0,0,0,0,0.65,0.6,0.9,1,-0.16,1,10,Liechtenstein
RobertWalraven-ESG,inc death,1,LI,0,0,0,0,0.79,0.9,0.8,1,0.04,1,10,Liechtenstein
USC-SIkJalpha,inc death,1,LI,1,0,0,0,1.14,0.69,0.5,0.5,-0.3,1,10,Liechtenstein
epiforecasts-EpiNow2,inc death,1,LI,0,0,0,0,0.73,0.8,1,1,-0.03,1,10,Liechtenstein
EuroCOVIDhub-baseline,inc death,2,LI,0,0,0,0,1,NA,1,1,0,1,9,Liechtenstein
EuroCOVIDhub-ensemble,inc death,2,LI,0,0,0,0,1.26,NA,1,1,-0.02,1,9,Liechtenstein
IEM_Health-CovidProject,inc death,2,LI,1,1,0,0,3.93,NA,0.89,0.89,0.12,1,9,Liechtenstein
ILM-EKF,inc death,2,LI,1,0,0,0,1.98,NA,0.89,1,-0.12,1,9,Liechtenstein
LANL-GrowthRate,inc death,2,LI,0,0,0,0,0.89,NA,1,1,-0.09,1,9,Liechtenstein
RobertWalraven-ESG,inc death,2,LI,0,0,0,0,0.65,NA,1,1,-0.02,1,9,Liechtenstein
USC-SIkJalpha,inc death,2,LI,0,0,0,0,1.22,NA,0.67,0.67,-0.33,1,9,Liechtenstein
epiforecasts-EpiNow2,inc death,2,LI,0,0,0,0,1.14,NA,1,1,0.03,1,9,Liechtenstein
EuroCOVIDhub-baseline,inc death,3,LI,0,0,0,0,1,1,1,1,0.05,1,8,Liechtenstein
EuroCOVIDhub-ensemble,inc death,3,LI,0,0,0,0,1.19,1,1,1,0,1,8,Liechtenstein
IEM_Health-CovidProject,inc death,3,LI,2,1,0,0,3.56,1.27,1,1,0.18,1,8,Liechtenstein
ILM-EKF,inc death,3,LI,0,0,0,0,1.18,0.86,1,1,-0.03,1,8,Liechtenstein
LANL-GrowthRate,inc death,3,LI,0,0,0,0,0.63,0.62,0.88,1,-0.09,1,8,Liechtenstein
RobertWalraven-ESG,inc death,3,LI,0,0,0,0,0.75,0.93,1,1,-0.1,1,8,Liechtenstein
USC-SIkJalpha,inc death,3,LI,0,0,0,0,0.99,0.62,0.62,0.62,-0.12,1,8,Liechtenstein
epiforecasts-EpiNow2,inc death,3,LI,1,0,0,0,1.47,1.62,0.88,1,0.16,1,8,Liechtenstein
EuroCOVIDhub-baseline,inc death,4,LI,0,0,0,0,1,1,1,1,0,1,7,Liechtenstein
EuroCOVIDhub-ensemble,inc death,4,LI,1,1,0,0,1.49,1,1,1,0.04,1,7,Liechtenstein
IEM_Health-CovidProject,inc death,4,LI,2,2,0,0,5.12,2,1,1,0.17,1,7,Liechtenstein
ILM-EKF,inc death,4,LI,0,0,0,0,1.12,0.82,1,1,-0.07,1,7,Liechtenstein
LANL-GrowthRate,inc death,4,LI,0,0,0,0,0.63,0.82,1,1,-0.07,1,7,Liechtenstein
RobertWalraven-ESG,inc death,4,LI,0,0,0,0,0.58,0.31,1,1,-0.07,1,7,Liechtenstein
UMass-MechBayes,inc death,1,LI,0,0,0,0,0.67,0.57,1,1,-0.1,1,7,Liechtenstein
UMass-SemiMech,inc death,1,LI,0,0,0,0,0.7,0.86,1,1,-0.06,1,7,Liechtenstein
USC-SIkJalpha,inc death,4,LI,0,0,0,0,1.15,0.82,0.57,0.57,-0.14,1,7,Liechtenstein
epiforecasts-EpiNow2,inc death,4,LI,1,1,0,0,1.77,1.5,1,1,0.16,1,7,Liechtenstein
LANL-GrowthRate,inc death,5,LI,0,0,0,0,NA,NA,1,1,-0.03,1,6,Liechtenstein
UMass-MechBayes,inc death,2,LI,0,0,0,0,0.83,0,1,1,0,1,6,Liechtenstein
UMass-SemiMech,inc death,2,LI,0,0,0,0,0.87,NA,1,1,0.02,1,6,Liechtenstein
USC-SIkJalpha,inc death,5,LI,0,0,0,0,NA,NA,0.83,0.83,-0.17,1,6,Liechtenstein
LANL-GrowthRate,inc death,6,LI,0,0,0,0,NA,NA,1,1,-0.02,1,5,Liechtenstein
UMass-MechBayes,inc death,3,LI,0,0,0,0,0.89,0.94,1,1,0.06,1,5,Liechtenstein
UMass-SemiMech,inc death,3,LI,0,0,0,0,0.84,0.94,1,1,0.06,1,5,Liechtenstein
UMass-MechBayes,inc death,4,LI,0,0,0,0,0.95,0.86,1,1,0.02,1,4,Liechtenstein
UMass-SemiMech,inc death,4,LI,0,0,0,0,1.01,0.86,1,1,0.07,1,4,Liechtenstein
EuroCOVIDhub-baseline,inc case,1,LT,464,98,267,98,1,1,0,1,-0.43,1,10,Lithuania
EuroCOVIDhub-ensemble,inc case,1,LT,385,276,90,18,0.85,0.63,0.8,1,-0.07,1,10,Lithuania
IEM_Health-CovidProject,inc case,1,LT,448,299,119,29,1,0.95,0.8,1,-0.09,1,10,Lithuania
ILM-EKF,inc case,1,LT,533,299,123,111,1.19,1.36,0.6,1,0.01,1,10,Lithuania
LANL-GrowthRate,inc case,1,LT,555,292,262,0,1.21,1.3,0.6,1,-0.48,1,10,Lithuania
USC-SIkJalpha,inc case,1,LT,487,270,114,104,1.1,0.73,0.5,0.7,-0.07,1,10,Lithuania
epiforecasts-EpiNow2,inc case,1,LT,526,291,123,112,1.17,1.23,0.5,0.9,0.12,1,10,Lithuania
DSMPG-bayes,inc case,1,LT,353,213,66,74,0.77,0.85,0.78,1,0.18,1,9,Lithuania
EuroCOVIDhub-baseline,inc case,2,LT,736,219,478,39,1,1,0.33,1,-0.43,1,9,Lithuania
EuroCOVIDhub-ensemble,inc case,2,LT,674,416,214,44,0.91,0.71,0.78,1,-0.12,1,9,Lithuania
IEM_Health-CovidProject,inc case,2,LT,785,410,284,90,1.06,1.16,0.56,1,-0.17,1,9,Lithuania
ILM-EKF,inc case,2,LT,937,480,266,191,1.29,1.39,0.33,1,-0.04,1,9,Lithuania
LANL-GrowthRate,inc case,2,LT,821,367,450,3,1.06,1.01,0.44,1,-0.47,1,9,Lithuania
USC-SIkJalpha,inc case,2,LT,748,340,265,143,1.02,0.67,0.44,0.67,-0.27,1,9,Lithuania
epiforecasts-EpiNow2,inc case,2,LT,1022,540,310,172,1.4,1.25,0.67,0.89,0.02,1,9,Lithuania
DSMPG-bayes,inc case,2,LT,718,473,160,85,0.94,0.79,0.75,1,0.02,1,8,Lithuania
EuroCOVIDhub-baseline,inc case,3,LT,1001,332,669,0,1,1,0.38,1,-0.62,1,8,Lithuania
EuroCOVIDhub-ensemble,inc case,3,LT,1065,601,403,62,1.04,0.89,0.62,1,-0.17,1,8,Lithuania
IEM_Health-CovidProject,inc case,3,LT,1261,552,559,150,1.23,1.29,0.38,1,-0.21,1,8,Lithuania
ILM-EKF,inc case,3,LT,1454,701,430,324,1.48,1.5,0.38,1,-0.11,1,8,Lithuania
LANL-GrowthRate,inc case,3,LT,1154,427,725,1,1.07,0.95,0.5,1,-0.52,1,8,Lithuania
USC-SIkJalpha,inc case,3,LT,1146,432,663,51,1.09,0.84,0.5,0.5,-0.41,1,8,Lithuania
epiforecasts-EpiNow2,inc case,3,LT,1709,868,563,278,1.71,1.56,0.5,0.88,-0.05,1,8,Lithuania
DSMPG-bayes,inc case,3,LT,1328,892,262,174,1.31,1.09,0.71,1,0.04,1,7,Lithuania
EuroCOVIDhub-baseline,inc case,4,LT,1351,426,925,0,1,1,0.29,1,-0.67,1,7,Lithuania
EuroCOVIDhub-ensemble,inc case,4,LT,1614,831,657,126,1.19,0.97,0.57,1,-0.21,1,7,Lithuania
IEM_Health-CovidProject,inc case,4,LT,1839,725,880,234,1.34,1.31,0.29,1,-0.26,1,7,Lithuania
ILM-EKF,inc case,4,LT,2006,935,639,432,1.53,1.47,0.57,1,-0.17,1,7,Lithuania
LANL-GrowthRate,inc case,4,LT,1497,489,1008,0,1.02,0.82,0.43,0.86,-0.57,1,7,Lithuania
UMass-SemiMech,inc case,1,LT,403,360,43,1,0.97,0.62,1,1,-0.17,1,7,Lithuania
USC-SIkJalpha,inc case,4,LT,1781,531,1116,133,1.27,1,0.29,0.43,-0.44,1,7,Lithuania
epiforecasts-EpiNow2,inc case,4,LT,2737,1266,956,515,2.08,1.89,0.29,0.86,-0.07,1,7,Lithuania
DSMPG-bayes,inc case,4,LT,2233,1509,437,287,1.66,1.32,0.67,1,0.03,1,6,Lithuania
LANL-GrowthRate,inc case,5,LT,1888,530,1358,1,NA,NA,0.33,0.83,-0.61,1,6,Lithuania
UMass-SemiMech,inc case,2,LT,582,495,70,17,0.89,0.65,1,1,-0.17,1,6,Lithuania
USC-SIkJalpha,inc case,5,LT,2333,656,1592,85,NA,NA,0.33,0.5,-0.63,1,6,Lithuania
LANL-GrowthRate,inc case,6,LT,2241,565,1676,0,NA,NA,0.4,0.8,-0.69,1,5,Lithuania
UMass-SemiMech,inc case,3,LT,713,676,35,2,0.82,0.39,1,1,-0.16,1,5,Lithuania
UMass-SemiMech,inc case,4,LT,980,956,2,22,0.85,0.19,1,1,0.02,1,4,Lithuania
EuroCOVIDhub-baseline,inc death,1,LT,7,2,2,3,1,1,0.1,1,-0.04,1,10,Lithuania
EuroCOVIDhub-ensemble,inc death,1,LT,7,5,0,2,1.05,0.99,0.7,1,0.2,1,10,Lithuania
IEM_Health-CovidProject,inc death,1,LT,7,5,1,1,0.98,0.96,0.7,1,-0.14,1,10,Lithuania
ILM-EKF,inc death,1,LT,14,12,0,1,2.01,1.1,0.9,1,0.12,1,10,Lithuania
LANL-GrowthRate,inc death,1,LT,9,2,3,4,1.29,1.41,0.2,0.9,-0.18,1,10,Lithuania
RobertWalraven-ESG,inc death,1,LT,7,2,3,3,1.1,1.08,0.3,0.6,-0.14,1,10,Lithuania
USC-SIkJalpha,inc death,1,LT,7,3,0,4,1.05,1.03,0.6,0.7,0.37,1,10,Lithuania
epiforecasts-EpiNow2,inc death,1,LT,10,4,0,5,1.42,1.55,0.5,0.9,0.44,1,10,Lithuania
EuroCOVIDhub-baseline,inc death,2,LT,9,4,2,3,1,1,0.33,1,0.04,1,9,Lithuania
EuroCOVIDhub-ensemble,inc death,2,LT,9,6,1,3,1.04,0.82,0.78,1,0.18,1,9,Lithuania
IEM_Health-CovidProject,inc death,2,LT,11,6,3,2,1.17,1.14,0.67,1,-0.16,1,9,Lithuania
ILM-EKF,inc death,2,LT,16,14,0,3,1.85,1.27,0.89,1,0.19,1,9,Lithuania
LANL-GrowthRate,inc death,2,LT,12,3,6,4,1.36,1.37,0.11,0.89,-0.25,1,9,Lithuania
RobertWalraven-ESG,inc death,2,LT,13,2,8,3,1.5,1.34,0.11,0.56,-0.46,1,9,Lithuania
USC-SIkJalpha,inc death,2,LT,13,4,0,8,1.44,1.34,0.33,0.67,0.47,1,9,Lithuania
epiforecasts-EpiNow2,inc death,2,LT,14,5,0,8,1.57,1.65,0.33,0.89,0.52,1,9,Lithuania
EuroCOVIDhub-baseline,inc death,3,LT,10,5,3,2,1,1,0.62,1,-0.02,1,8,Lithuania
EuroCOVIDhub-ensemble,inc death,3,LT,10,7,0,3,1.05,0.88,0.88,1,0.19,1,8,Lithuania
IEM_Health-CovidProject,inc death,3,LT,13,8,4,1,1.29,1.26,0.5,1,-0.21,1,8,Lithuania
