model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
USC-SIkJalpha,inc death,2,LI,0,0,0,0,0.89,0.6,0.7,0.7,-0.3,1,10,Liechtenstein
epiforecasts-EpiNow2,inc death,2,LI,0,0,0,0,0.89,0.8,1,1,0.03,1,10,Liechtenstein
EuroCOVIDhub-baseline,inc death,3,LI,0,0,0,0,1,1,1,1,0.04,1,9,Liechtenstein
EuroCOVIDhub-ensemble,inc death,3,LI,0,0,0,0,1.22,1,1,1,0,1,9,Liechtenstein
IEM_Health-CovidProject,inc death,3,LI,1,1,0,0,3.66,1.6,1,1,0.19,1,9,Liechtenstein
ILM-EKF,inc death,3,LI,0,0,0,0,1.29,1,1,1,-0,1,9,Liechtenstein
LANL-GrowthRate,inc death,3,LI,0,0,0,0,0.61,0.6,0.89,1,-0.08,1,9,Liechtenstein
RobertWalraven-ESG,inc death,3,LI,0,0,0,0,0.73,0.8,1,1,-0.09,1,9,Liechtenstein
USC-SIkJalpha,inc death,3,LI,0,0,0,0,0.9,0.6,0.67,0.67,-0.11,1,9,Liechtenstein
epiforecasts-EpiNow2,inc death,3,LI,1,0,0,0,1.51,1.8,0.89,1,0.18,1,9,Liechtenstein
EuroCOVIDhub-baseline,inc death,4,LI,0,0,0,0,1,1,1,1,0.04,1,8,Liechtenstein
EuroCOVIDhub-ensemble,inc death,4,LI,1,1,0,0,1.38,1,1,1,0.06,1,8,Liechtenstein
IEM_Health-CovidProject,inc death,4,LI,2,2,0,0,4.44,1.8,1,1,0.2,1,8,Liechtenstein
ILM-EKF,inc death,4,LI,0,0,0,0,1.04,0.8,1,1,-0.05,1,8,Liechtenstein
LANL-GrowthRate,inc death,4,LI,0,0,0,0,0.54,0.6,1,1,-0.06,1,8,Liechtenstein
RobertWalraven-ESG,inc death,4,LI,0,0,0,0,0.51,0.2,1,1,-0.06,1,8,Liechtenstein
UMass-MechBayes,inc death,1,LI,0,0,0,0,1.04,0.43,1,1,-0.09,1,8,Liechtenstein
UMass-SemiMech,inc death,1,LI,0,0,0,0,1.12,0.64,1,1,-0.05,1,8,Liechtenstein
USC-SIkJalpha,inc death,4,LI,0,0,0,0,0.88,0.6,0.62,0.62,-0.12,1,8,Liechtenstein
epiforecasts-EpiNow2,inc death,4,LI,1,1,0,0,1.78,1.6,0.88,1,0.21,1,8,Liechtenstein
LANL-GrowthRate,inc death,5,LI,0,0,0,0,NA,NA,1,1,-0.03,1,7,Liechtenstein
UMass-MechBayes,inc death,2,LI,0,0,0,0,1.05,0,1,1,0,1,7,Liechtenstein
UMass-SemiMech,inc death,2,LI,0,0,0,0,1.19,Inf,1,1,0.01,1,7,Liechtenstein
USC-SIkJalpha,inc death,5,LI,0,0,0,0,NA,NA,0.86,0.86,-0.14,1,7,Liechtenstein
LANL-GrowthRate,inc death,6,LI,0,0,0,0,NA,NA,1,1,-0.02,1,6,Liechtenstein
UMass-MechBayes,inc death,3,LI,0,0,0,0,1.24,0.61,1,1,0.05,1,6,Liechtenstein
UMass-SemiMech,inc death,3,LI,0,0,0,0,1.16,0.61,1,1,0.05,1,6,Liechtenstein
UMass-MechBayes,inc death,4,LI,0,0,0,0,1.18,0.47,1,1,0.08,1,5,Liechtenstein
UMass-SemiMech,inc death,4,LI,0,0,0,0,1.13,0.47,1,1,0.1,1,5,Liechtenstein
EuroCOVIDhub-baseline,inc case,1,LT,569,95,252,222,1,1,0,1,-0.31,1,11,Lithuania
EuroCOVIDhub-ensemble,inc case,1,LT,460,262,89,108,0.8,0.7,0.73,1,0.02,1,11,Lithuania
IEM_Health-CovidProject,inc case,1,LT,548,285,120,143,0.97,0.95,0.73,1,0,1,11,Lithuania
ILM-EKF,inc case,1,LT,650,292,122,236,1.14,1.29,0.55,1,0.1,1,11,Lithuania
LANL-GrowthRate,inc case,1,LT,564,285,263,17,0.85,1.09,0.64,1,-0.39,1,11,Lithuania
USC-SIkJalpha,inc case,1,LT,653,241,110,302,1.2,0.82,0.45,0.64,0.03,1,11,Lithuania
epiforecasts-EpiNow2,inc case,1,LT,559,277,117,166,0.9,1.05,0.45,0.91,0.18,1,11,Lithuania
EuroCOVIDhub-baseline,inc case,2,LT,847,210,452,185,1,1,0.3,1,-0.3,1,10,Lithuania
EuroCOVIDhub-ensemble,inc case,2,LT,797,405,206,187,0.94,0.81,0.7,1,-0.02,1,10,Lithuania
IEM_Health-CovidProject,inc case,2,LT,931,406,279,246,1.1,1.19,0.5,1,-0.06,1,10,Lithuania
ILM-EKF,inc case,2,LT,1092,474,257,361,1.29,1.37,0.3,1,0.05,1,10,Lithuania
LANL-GrowthRate,inc case,2,LT,846,360,434,52,1,0.99,0.4,1,-0.36,1,10,Lithuania
USC-SIkJalpha,inc case,2,LT,990,299,250,441,1.17,0.8,0.4,0.6,-0.14,1,10,Lithuania
epiforecasts-EpiNow2,inc case,2,LT,1159,520,288,351,1.37,1.26,0.6,0.9,0.11,1,10,Lithuania
DSMPG-bayes,inc case,2,LT,780,447,152,181,1.13,0.77,0.67,1,0.11,1,9,Lithuania
EuroCOVIDhub-baseline,inc case,3,LT,1078,318,630,130,1,1,0.33,1,-0.47,1,9,Lithuania
EuroCOVIDhub-ensemble,inc case,3,LT,1213,579,380,254,1.13,1.02,0.56,1,-0.06,1,9,Lithuania
IEM_Health-CovidProject,inc case,3,LT,1422,539,530,353,1.32,1.36,0.33,1,-0.08,1,9,Lithuania
ILM-EKF,inc case,3,LT,1674,703,409,561,1.55,1.57,0.33,1,0,1,9,Lithuania
LANL-GrowthRate,inc case,3,LT,1150,414,680,56,1.07,0.99,0.44,1,-0.4,1,9,Lithuania
USC-SIkJalpha,inc case,3,LT,1450,373,605,472,1.35,0.99,0.44,0.44,-0.26,1,9,Lithuania
epiforecasts-EpiNow2,inc case,3,LT,1807,828,518,461,1.68,1.56,0.44,0.89,0.06,1,9,Lithuania
EuroCOVIDhub-baseline,inc case,4,LT,1361,409,858,94,1,1,0.25,1,-0.5,1,8,Lithuania
EuroCOVIDhub-ensemble,inc case,4,LT,1673,806,604,263,1.23,1.07,0.5,1,-0.1,1,8,Lithuania
IEM_Health-CovidProject,inc case,4,LT,1959,716,813,430,1.44,1.42,0.25,1,-0.12,1,8,Lithuania
ILM-EKF,inc case,4,LT,2379,972,599,807,1.75,1.69,0.5,1,-0.04,1,8,Lithuania
LANL-GrowthRate,inc case,4,LT,1404,468,922,13,1.03,0.87,0.5,0.88,-0.46,1,8,Lithuania
UMass-SemiMech,inc case,1,LT,465,342,48,74,1.02,1.08,0.88,1,-0.05,1,8,Lithuania
USC-SIkJalpha,inc case,4,LT,1775,515,996,264,1.3,1.03,0.25,0.38,-0.26,1,8,Lithuania
epiforecasts-EpiNow2,inc case,4,LT,2618,1174,864,580,1.92,1.77,0.38,0.88,0,1,8,Lithuania
DSMPG-bayes,inc case,4,LT,2250,1400,402,448,1.41,1.27,0.57,1,0.13,1,7,Lithuania
LANL-GrowthRate,inc case,5,LT,1806,529,1215,62,NA,NA,0.43,0.86,-0.45,1,7,Lithuania
UMass-SemiMech,inc case,2,LT,690,488,75,128,1.13,1.05,0.86,1,-0.04,1,7,Lithuania
USC-SIkJalpha,inc case,5,LT,2521,619,1390,513,NA,NA,0.29,0.43,-0.4,1,7,Lithuania
LANL-GrowthRate,inc case,6,LT,2122,579,1461,82,NA,NA,0.5,0.83,-0.49,1,6,Lithuania
UMass-SemiMech,inc case,3,LT,899,662,44,193,1.33,1.22,0.83,1,0,1,6,Lithuania
UMass-SemiMech,inc case,4,LT,1009,866,4,139,1.41,1.27,0.8,1,0.14,1,5,Lithuania
RobertWalraven-ESG,inc case,1,LT,1762,122,0,1640,1.43,1.06,0.36,0.82,0.23,1,11,Lithuania
EuroCOVIDhub-baseline,inc death,1,LT,8,2,3,3,1,1,0.09,1,-0.11,1,11,Lithuania
EuroCOVIDhub-ensemble,inc death,1,LT,7,4,1,2,0.95,0.91,0.73,1,0.14,1,11,Lithuania
IEM_Health-CovidProject,inc death,1,LT,7,5,2,1,0.92,0.92,0.73,1,-0.17,1,11,Lithuania
ILM-EKF,inc death,1,LT,13,12,0,2,1.76,0.94,0.91,1,0.09,1,11,Lithuania
LANL-GrowthRate,inc death,1,LT,9,2,4,4,1.23,1.3,0.18,0.91,-0.25,1,11,Lithuania
RobertWalraven-ESG,inc death,1,LT,8,2,3,3,1.01,1.01,0.27,0.64,-0.21,1,11,Lithuania
USC-SIkJalpha,inc death,1,LT,8,3,1,4,0.98,0.98,0.64,0.73,0.3,1,11,Lithuania
epiforecasts-EpiNow2,inc death,1,LT,9,4,0,5,1.22,1.28,0.55,0.91,0.42,1,11,Lithuania
EuroCOVIDhub-baseline,inc death,2,LT,9,4,2,3,1,1,0.4,1,0.06,1,10,Lithuania
EuroCOVIDhub-ensemble,inc death,2,LT,9,5,1,3,1.05,0.87,0.8,1,0.19,1,10,Lithuania
IEM_Health-CovidProject,inc death,2,LT,11,6,3,2,1.23,1.21,0.7,1,-0.15,1,10,Lithuania
ILM-EKF,inc death,2,LT,17,13,0,3,1.92,1.37,0.9,1,0.2,1,10,Lithuania
LANL-GrowthRate,inc death,2,LT,12,3,5,4,1.36,1.41,0.2,0.9,-0.19,1,10,Lithuania
RobertWalraven-ESG,inc death,2,LT,12,2,7,3,1.44,1.36,0.2,0.6,-0.43,1,10,Lithuania
USC-SIkJalpha,inc death,2,LT,12,4,0,8,1.4,1.37,0.4,0.7,0.46,1,10,Lithuania
epiforecasts-EpiNow2,inc death,2,LT,14,5,0,8,1.63,1.77,0.3,0.9,0.54,1,10,Lithuania
EuroCOVIDhub-baseline,inc death,3,LT,10,5,2,2,1,1,0.67,1,0.02,1,9,Lithuania
EuroCOVIDhub-ensemble,inc death,3,LT,11,7,0,4,1.12,1.02,0.78,1,0.24,1,9,Lithuania
IEM_Health-CovidProject,inc death,3,LT,13,7,4,2,1.37,1.38,0.56,1,-0.14,1,9,Lithuania
ILM-EKF,inc death,3,LT,20,15,0,5,2.11,1.61,0.89,1,0.22,1,9,Lithuania
LANL-GrowthRate,inc death,3,LT,12,4,6,2,1.24,1.38,0.11,0.89,-0.19,1,9,Lithuania
RobertWalraven-ESG,inc death,3,LT,17,3,12,3,1.82,1.75,0,0.56,-0.51,1,9,Lithuania
USC-SIkJalpha,inc death,3,LT,20,4,0,15,2.03,1.95,0.33,0.44,0.69,1,9,Lithuania
epiforecasts-EpiNow2,inc death,3,LT,20,8,0,11,2.05,2.2,0.33,1,0.51,1,9,Lithuania
EuroCOVIDhub-baseline,inc death,4,LT,11,6,3,1,1,1,0.75,1,-0.09,1,8,Lithuania
EuroCOVIDhub-ensemble,inc death,4,LT,14,8,1,4,1.33,1.33,0.75,1,0.19,1,8,Lithuania
IEM_Health-CovidProject,inc death,4,LT,15,8,5,1,1.38,1.63,0.62,1,-0.22,1,8,Lithuania
ILM-EKF,inc death,4,LT,25,17,0,8,2.38,2.09,0.75,1,0.24,1,8,Lithuania
LANL-GrowthRate,inc death,4,LT,11,5,6,1,1.06,1.19,0.5,1,-0.43,1,8,Lithuania
RobertWalraven-ESG,inc death,4,LT,21,3,17,0,1.97,1.97,0.12,0.62,-0.58,1,8,Lithuania
UMass-MechBayes,inc death,1,LT,7,3,0,4,1.05,0.91,0.62,0.88,0.28,1,8,Lithuania
UMass-SemiMech,inc death,1,LT,9,4,0,5,1.21,1.02,0.5,0.88,0.36,1,8,Lithuania
USC-SIkJalpha,inc death,4,LT,22,6,0,16,2.14,2.26,0.38,0.75,0.49,1,8,Lithuania
epiforecasts-EpiNow2,inc death,4,LT,30,13,2,16,2.88,3.26,0.38,1,0.38,1,8,Lithuania
LANL-GrowthRate,inc death,5,LT,15,6,9,0,NA,NA,0.43,0.86,-0.49,1,7,Lithuania
UMass-MechBayes,inc death,2,LT,10,4,0,5,1.3,1.15,0.71,0.86,0.38,1,7,Lithuania
UMass-SemiMech,inc death,2,LT,11,5,0,7,1.53,1.43,0.43,0.86,0.5,1,7,Lithuania
USC-SIkJalpha,inc death,5,LT,27,8,1,17,NA,NA,0.43,0.71,0.39,1,7,Lithuania
LANL-GrowthRate,inc death,6,LT,20,6,12,1,NA,NA,0.5,1,-0.45,1,6,Lithuania
UMass-MechBayes,inc death,3,LT,12,6,0,5,1.53,1.45,0.5,1,0.48,1,6,Lithuania
UMass-SemiMech,inc death,3,LT,13,6,0,7,1.73,1.63,0.67,1,0.54,1,6,Lithuania
UMass-MechBayes,inc death,4,LT,18,9,0,9,1.92,1.92,0.6,1,0.5,1,5,Lithuania
UMass-SemiMech,inc death,4,LT,15,9,0,7,1.65,1.78,0.4,1,0.54,1,5,Lithuania
EuroCOVIDhub-baseline,inc case,1,LU,95,44,15,36,1,1,0.45,1,0.17,1,11,Luxembourg
EuroCOVIDhub-ensemble,inc case,1,LU,101,83,11,7,0.99,0.84,1,1,-0.02,1,11,Luxembourg
IEM_Health-CovidProject,inc case,1,LU,152,85,24,43,1.5,1.78,0.55,1,0.16,1,11,Luxembourg
ILM-EKF,inc case,1,LU,124,91,2,31,1.26,1.18,0.91,1,0.26,1,11,Luxembourg
LANL-GrowthRate,inc case,1,LU,157,100,57,0,1.49,1.65,0.73,1,-0.34,1,11,Luxembourg
USC-SIkJalpha,inc case,1,LU,111,55,45,11,1.01,1.1,0.73,0.82,-0.28,1,11,Luxembourg
epiforecasts-EpiNow2,inc case,1,LU,147,75,0,72,1.4,1.66,0.64,0.91,0.47,1,11,Luxembourg
EuroCOVIDhub-baseline,inc case,2,LU,164,83,22,59,1,1,0.4,1,0.22,1,10,Luxembourg
EuroCOVIDhub-ensemble,inc case,2,LU,146,106,19,22,0.89,0.8,0.9,1,0.06,1,10,Luxembourg
IEM_Health-CovidProject,inc case,2,LU,247,120,44,84,1.5,1.55,0.4,0.9,0.19,1,10,Luxembourg
ILM-EKF,inc case,2,LU,193,132,3,58,1.18,1.04,0.7,1,0.31,1,10,Luxembourg
LANL-GrowthRate,inc case,2,LU,174,105,68,1,1.06,0.93,0.7,1,-0.31,1,10,Luxembourg
USC-SIkJalpha,inc case,2,LU,179,62,94,22,1.09,1.09,0.7,0.8,-0.26,1,10,Luxembourg
epiforecasts-EpiNow2,inc case,2,LU,204,95,1,108,1.24,1.27,0.4,0.9,0.57,1,10,Luxembourg
EuroCOVIDhub-baseline,inc case,3,LU,218,116,25,77,1,1,0.44,1,0.27,1,9,Luxembourg
EuroCOVIDhub-ensemble,inc case,3,LU,195,131,26,37,0.89,0.81,0.78,1,0.17,1,9,Luxembourg
IEM_Health-CovidProject,inc case,3,LU,331,162,54,114,1.52,1.45,0.44,0.89,0.23,1,9,Luxembourg
ILM-EKF,inc case,3,LU,280,185,4,92,1.29,1.17,0.56,1,0.38,1,9,Luxembourg
LANL-GrowthRate,inc case,3,LU,188,112,71,5,0.86,0.68,0.78,1,-0.2,1,9,Luxembourg
USC-SIkJalpha,inc case,3,LU,247,69,137,41,1.13,1.09,0.56,0.78,-0.14,1,9,Luxembourg
epiforecasts-EpiNow2,inc case,3,LU,267,119,0,147,1.22,1.2,0.33,0.89,0.66,1,9,Luxembourg
EuroCOVIDhub-baseline,inc case,4,LU,250,145,18,86,1,1,0.5,1,0.27,1,8,Luxembourg
EuroCOVIDhub-ensemble,inc case,4,LU,235,163,24,48,0.94,0.89,0.75,1,0.19,1,8,Luxembourg
IEM_Health-CovidProject,inc case,4,LU,389,215,54,120,1.56,1.54,0.38,1,0.23,1,8,Luxembourg
ILM-EKF,inc case,4,LU,385,251,5,129,1.54,1.42,0.5,1,0.45,1,8,Luxembourg
LANL-GrowthRate,inc case,4,LU,196,121,66,9,0.78,0.62,0.75,1,-0.07,1,8,Luxembourg
USC-SIkJalpha,inc case,4,LU,253,87,144,23,1.01,1.03,0.5,0.75,-0.25,1,8,Luxembourg
epiforecasts-EpiNow2,inc case,4,LU,328,142,0,187,1.32,1.25,0.38,0.88,0.67,1,8,Luxembourg
LANL-GrowthRate,inc case,5,LU,205,133,45,27,NA,NA,0.71,1,0.03,1,7,Luxembourg
UMass-SemiMech,inc case,1,LU,180,125,55,0,1.12,1.36,0.86,1,-0.3,1,7,Luxembourg
USC-SIkJalpha,inc case,5,LU,266,102,125,39,NA,NA,0.43,0.86,-0.18,1,7,Luxembourg
LANL-GrowthRate,inc case,6,LU,252,148,45,59,NA,NA,0.5,1,0.07,1,6,Luxembourg
UMass-SemiMech,inc case,2,LU,210,154,54,3,1.14,1.1,0.83,1,-0.17,1,6,Luxembourg
UMass-SemiMech,inc case,3,LU,231,178,51,3,1.13,1.03,0.8,1,-0.2,1,5,Luxembourg
UMass-SemiMech,inc case,4,LU,254,210,41,2,1.15,1.06,0.75,1,-0.13,1,4,Luxembourg
RobertWalraven-ESG,inc case,1,LU,30,29,0,1,0.58,1.6,0.64,1,-0.19,1,11,Luxembourg
EuroCOVIDhub-baseline,inc death,1,LU,5,1,2,2,1,1,0.45,1,0.02,1,11,Luxembourg
EuroCOVIDhub-ensemble,inc death,1,LU,5,2,1,2,1.03,1.19,0.45,0.91,0.15,1,11,Luxembourg
IEM_Health-CovidProject,inc death,1,LU,6,2,2,2,1.35,1.62,0.36,0.91,0.09,1,11,Luxembourg
ILM-EKF,inc death,1,LU,6,4,1,2,1.39,1.41,0.73,1,0.25,1,11,Luxembourg
LANL-GrowthRate,inc death,1,LU,5,1,2,2,1.13,1.2,0.36,0.91,0.22,1,11,Luxembourg
RobertWalraven-ESG,inc death,1,LU,5,1,3,1,1.18,1.09,0.36,0.64,-0.12,1,11,Luxembourg
USC-SIkJalpha,inc death,1,LU,6,1,3,2,1.38,1.19,0.45,0.55,-0.02,1,11,Luxembourg
epiforecasts-EpiNow2,inc death,1,LU,5,2,1,2,1.07,1.25,0.36,0.91,0.13,1,11,Luxembourg
EuroCOVIDhub-baseline,inc death,2,LU,6,1,2,3,1,1,0.3,0.9,0.26,1,10,Luxembourg
EuroCOVIDhub-ensemble,inc death,2,LU,6,2,1,3,1.02,1.04,0.5,0.9,0.32,1,10,Luxembourg
IEM_Health-CovidProject,inc death,2,LU,9,3,2,4,1.39,1.49,0.5,1,0.2,1,10,Luxembourg
ILM-EKF,inc death,2,LU,8,4,1,3,1.26,1.19,0.4,1,0.39,1,10,Luxembourg
LANL-GrowthRate,inc death,2,LU,6,1,2,3,0.99,1.01,0.2,0.8,0.46,1,10,Luxembourg
RobertWalraven-ESG,inc death,2,LU,6,1,3,2,0.98,0.85,0.6,0.6,-0.07,1,10,Luxembourg
USC-SIkJalpha,inc death,2,LU,8,1,2,4,1.27,1.07,0.4,0.5,0.14,1,10,Luxembourg
epiforecasts-EpiNow2,inc death,2,LU,6,2,1,3,0.92,0.92,0.3,1,0.38,1,10,Luxembourg
EuroCOVIDhub-baseline,inc death,3,LU,6,2,0,4,1,1,0.33,1,0.41,1,9,Luxembourg
EuroCOVIDhub-ensemble,inc death,3,LU,6,3,0,3,1.05,1.09,0.44,0.89,0.5,1,9,Luxembourg
IEM_Health-CovidProject,inc death,3,LU,10,5,1,5,1.73,1.73,0.44,1,0.3,1,9,Luxembourg
ILM-EKF,inc death,3,LU,9,5,0,4,1.53,1.52,0.44,1,0.54,1,9,Luxembourg
LANL-GrowthRate,inc death,3,LU,7,2,1,4,1.12,1.12,0.11,0.78,0.59,1,9,Luxembourg
RobertWalraven-ESG,inc death,3,LU,4,1,2,1,0.59,0.6,0.44,0.89,-0.15,1,9,Luxembourg
USC-SIkJalpha,inc death,3,LU,6,1,1,4,0.97,0.84,0.44,0.67,0.21,1,9,Luxembourg
epiforecasts-EpiNow2,inc death,3,LU,7,3,0,5,1.23,1.23,0.11,0.89,0.73,1,9,Luxembourg
EuroCOVIDhub-baseline,inc death,4,LU,6,2,0,4,1,1,0.38,1,0.59,1,8,Luxembourg
EuroCOVIDhub-ensemble,inc death,4,LU,7,3,0,4,1.15,1.06,0.38,0.88,0.64,1,8,Luxembourg
IEM_Health-CovidProject,inc death,4,LU,14,7,0,7,2.24,2.11,0.5,1,0.35,1,8,Luxembourg
ILM-EKF,inc death,4,LU,11,6,0,5,1.73,1.49,0.38,0.88,0.65,1,8,Luxembourg
LANL-GrowthRate,inc death,4,LU,7,2,0,6,1.13,1,0.25,0.5,0.7,1,8,Luxembourg
RobertWalraven-ESG,inc death,4,LU,2,1,1,1,0.36,0.32,0.75,0.88,-0.08,1,8,Luxembourg
USC-SIkJalpha,inc death,4,LU,6,1,0,5,0.96,0.74,0.5,0.62,0.38,1,8,Luxembourg
epiforecasts-EpiNow2,inc death,4,LU,10,3,0,7,1.63,1.51,0,0.75,0.84,1,8,Luxembourg
LANL-GrowthRate,inc death,5,LU,9,2,0,7,NA,NA,0.29,0.29,0.65,1,7,Luxembourg
UMass-MechBayes,inc death,1,LU,3,1,0,2,1.45,1.37,0.57,0.86,0.43,1,7,Luxembourg
UMass-SemiMech,inc death,1,LU,2,1,0,1,1.01,1.17,0.71,1,0.17,1,7,Luxembourg
USC-SIkJalpha,inc death,5,LU,10,1,1,7,NA,NA,0.14,0.43,0.34,1,7,Luxembourg
LANL-GrowthRate,inc death,6,LU,11,2,1,9,NA,NA,0,0.33,0.66,1,6,Luxembourg
UMass-MechBayes,inc death,2,LU,5,1,1,3,1.53,1.41,0.17,0.83,0.49,1,6,Luxembourg
UMass-SemiMech,inc death,2,LU,3,1,0,1,0.8,0.81,0.67,1,0.32,1,6,Luxembourg
UMass-MechBayes,inc death,3,LU,4,2,0,2,1.25,1.21,0.4,1,0.64,1,5,Luxembourg
UMass-SemiMech,inc death,3,LU,3,1,0,2,1,1.01,0.6,1,0.54,1,5,Luxembourg
UMass-MechBayes,inc death,4,LU,4,2,0,2,1.22,1.08,0.5,1,0.5,1,4,Luxembourg
UMass-SemiMech,inc death,4,LU,3,2,0,2,1.1,0.98,0.5,1,0.55,1,4,Luxembourg
EuroCOVIDhub-baseline,inc case,1,LV,292,32,86,174,1,1,0,0.91,-0.03,1,11,Latvia
EuroCOVIDhub-ensemble,inc case,1,LV,285,168,43,74,0.94,1.03,0.82,1,-0.02,1,11,Latvia
IEM_Health-CovidProject,inc case,1,LV,342,255,31,56,1.09,0.95,0.91,1,-0,1,11,Latvia
ILM-EKF,inc case,1,LV,339,188,55,96,1.15,1.19,0.82,1,-0.04,1,11,Latvia
LANL-GrowthRate,inc case,1,LV,397,267,119,11,1.16,1.32,0.82,1,-0.27,1,11,Latvia
USC-SIkJalpha,inc case,1,LV,428,109,50,270,1.49,1.14,0.64,0.64,0.2,1,11,Latvia
epiforecasts-EpiNow2,inc case,1,LV,292,90,66,136,0.99,1.04,0.45,0.82,0.05,1,11,Latvia
DSMPG-bayes,inc case,1,LV,195,107,25,64,1.14,0.62,0.6,1,0.06,1,10,Latvia
EuroCOVIDhub-baseline,inc case,2,LV,272,68,96,108,1,1,0.4,1,0.04,1,10,Latvia
EuroCOVIDhub-ensemble,inc case,2,LV,385,219,90,76,1.42,1.3,0.7,1,-0.09,1,10,Latvia
IEM_Health-CovidProject,inc case,2,LV,489,332,63,95,1.8,1.52,0.8,1,-0.02,1,10,Latvia
ILM-EKF,inc case,2,LV,425,266,97,62,1.56,1.45,0.8,1,-0.13,1,10,Latvia
LANL-GrowthRate,inc case,2,LV,480,306,163,11,1.77,1.7,0.7,1,-0.32,1,10,Latvia
USC-SIkJalpha,inc case,2,LV,486,122,131,233,1.79,1.52,0.5,0.5,0.22,1,10,Latvia
epiforecasts-EpiNow2,inc case,2,LV,412,121,151,140,1.52,1.49,0.4,0.8,-0.07,1,10,Latvia
DSMPG-bayes,inc case,2,LV,358,174,92,91,1.63,1.04,0.67,1,-0.18,1,9,Latvia
EuroCOVIDhub-baseline,inc case,3,LV,363,97,127,139,1,1,0.44,0.89,-0.03,1,9,Latvia
EuroCOVIDhub-ensemble,inc case,3,LV,506,262,150,93,1.39,1.26,0.67,1,-0.19,1,9,Latvia
IEM_Health-CovidProject,inc case,3,LV,639,405,127,107,1.76,1.63,0.78,1,-0.08,1,9,Latvia
ILM-EKF,inc case,3,LV,582,347,157,77,1.6,1.42,0.67,1,-0.21,1,9,Latvia
LANL-GrowthRate,inc case,3,LV,548,321,197,30,1.51,1.51,0.78,1,-0.32,1,9,Latvia
USC-SIkJalpha,inc case,3,LV,734,131,253,350,2.02,1.54,0.56,0.56,0.06,1,9,Latvia
epiforecasts-EpiNow2,inc case,3,LV,665,152,309,204,1.83,1.68,0.44,0.67,-0.23,1,9,Latvia
EuroCOVIDhub-baseline,inc case,4,LV,385,122,149,115,1,1,0.38,1,-0.13,1,8,Latvia
EuroCOVIDhub-ensemble,inc case,4,LV,600,303,241,56,1.56,1.57,0.62,1,-0.31,1,8,Latvia
IEM_Health-CovidProject,inc case,4,LV,757,478,198,80,1.96,1.85,0.75,1,-0.14,1,8,Latvia
ILM-EKF,inc case,4,LV,688,413,234,41,1.79,1.77,0.75,1,-0.3,1,8,Latvia
LANL-GrowthRate,inc case,4,LV,604,342,236,26,1.57,1.62,0.75,1,-0.31,1,8,Latvia
UMass-SemiMech,inc case,1,LV,341,244,38,60,1.14,1.02,0.88,1,0.02,1,8,Latvia
USC-SIkJalpha,inc case,4,LV,712,151,370,191,1.85,1.73,0.38,0.62,-0.2,1,8,Latvia
epiforecasts-EpiNow2,inc case,4,LV,828,167,529,132,2.15,1.97,0.25,0.75,-0.39,1,8,Latvia
DSMPG-bayes,inc case,4,LV,711,266,359,85,1.8,1.67,0.29,1,-0.41,1,7,Latvia
LANL-GrowthRate,inc case,5,LV,648,372,260,15,NA,NA,0.57,1,-0.34,1,7,Latvia
UMass-SemiMech,inc case,2,LV,464,316,67,80,1.63,1.42,0.86,1,-0.07,1,7,Latvia
USC-SIkJalpha,inc case,5,LV,893,149,579,165,NA,NA,0,0.43,-0.39,1,7,Latvia
LANL-GrowthRate,inc case,6,LV,644,410,234,0,NA,NA,0.67,1,-0.38,1,6,Latvia
UMass-SemiMech,inc case,3,LV,525,371,100,54,1.67,1.43,0.67,1,-0.17,1,6,Latvia
UMass-SemiMech,inc case,4,LV,614,442,156,16,1.8,1.67,0.8,1,-0.18,1,5,Latvia
RobertWalraven-ESG,inc case,1,LV,851,38,0,813,1.23,0.98,0.36,0.73,0.3,1,11,Latvia
EuroCOVIDhub-baseline,inc death,1,LV,8,1,4,4,1,1,0.18,1,0.24,1,11,Latvia
EuroCOVIDhub-ensemble,inc death,1,LV,6,3,2,1,0.76,0.8,0.64,1,-0.05,1,11,Latvia
IEM_Health-CovidProject,inc death,1,LV,9,5,3,1,1.11,1.13,0.55,1,-0.15,1,11,Latvia
ILM-EKF,inc death,1,LV,11,9,1,1,1.28,0.94,1,1,-0.01,1,11,Latvia
LANL-GrowthRate,inc death,1,LV,7,2,4,2,0.87,1,0.36,1,-0.15,1,11,Latvia
RobertWalraven-ESG,inc death,1,LV,8,1,5,2,1.01,0.98,0.18,0.55,-0.23,1,11,Latvia
USC-SIkJalpha,inc death,1,LV,7,2,2,3,0.82,0.8,0.45,0.64,0.02,1,11,Latvia
epiforecasts-EpiNow2,inc death,1,LV,6,4,1,1,0.69,0.76,0.82,1,0.14,1,11,Latvia
EuroCOVIDhub-baseline,inc death,2,LV,8,2,2,4,1,1,0.1,1,0.13,1,10,Latvia
EuroCOVIDhub-ensemble,inc death,2,LV,7,4,2,1,0.79,0.7,0.7,1,-0.11,1,10,Latvia
IEM_Health-CovidProject,inc death,2,LV,10,6,3,1,1.16,1.11,0.7,1,-0.18,1,10,Latvia
ILM-EKF,inc death,2,LV,10,9,1,1,1.24,0.7,0.9,1,-0.04,1,10,Latvia
LANL-GrowthRate,inc death,2,LV,9,3,4,2,1.06,1.09,0.3,0.9,-0.39,1,10,Latvia
