model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
IEM_Health-CovidProject,inc death,2,LI,1,0,0,0,2.69,2.43,0.95,0.95,0.12,1,20,Liechtenstein
ILM-EKF,inc death,2,LI,1,0,0,0,1.93,1.29,0.95,1,-0.04,1,20,Liechtenstein
LANL-GrowthRate,inc death,2,LI,0,0,0,0,1.16,0.93,1,1,-0.04,1,19,Liechtenstein
RobertWalraven-ESG,inc death,2,LI,0,0,0,0,0.68,0.71,1,1,-0.03,1,20,Liechtenstein
USC-SIkJalpha,inc death,2,LI,0,0,0,0,0.94,0.71,0.75,0.75,-0.15,1,20,Liechtenstein
epiforecasts-EpiNow2,inc death,2,LI,0,0,0,0,0.8,0.71,0.95,1,-0.03,1,20,Liechtenstein
EuroCOVIDhub-baseline,inc death,3,LI,0,0,0,0,1,1,1,1,0.04,1,19,Liechtenstein
EuroCOVIDhub-ensemble,inc death,3,LI,0,0,0,0,0.94,0.75,1,1,-0.02,1,19,Liechtenstein
IEM_Health-CovidProject,inc death,3,LI,1,1,0,0,2.71,1.63,1,1,0.16,1,19,Liechtenstein
ILM-EKF,inc death,3,LI,0,0,0,0,1.5,0.88,1,1,0.02,1,19,Liechtenstein
LANL-GrowthRate,inc death,3,LI,0,0,0,0,1.11,0.91,0.94,1,-0.06,1,18,Liechtenstein
RobertWalraven-ESG,inc death,3,LI,0,0,0,0,0.68,0.75,1,1,-0.06,1,19,Liechtenstein
USC-SIkJalpha,inc death,3,LI,0,0,0,0,0.66,0.5,0.79,0.79,-0.11,1,19,Liechtenstein
epiforecasts-EpiNow2,inc death,3,LI,0,0,0,0,1.1,1.38,0.89,1,0.05,1,19,Liechtenstein
EuroCOVIDhub-baseline,inc death,4,LI,0,0,0,0,1,1,1,1,0.03,1,18,Liechtenstein
EuroCOVIDhub-ensemble,inc death,4,LI,0,0,0,0,1.04,0.75,1,1,0.01,1,18,Liechtenstein
IEM_Health-CovidProject,inc death,4,LI,1,1,0,0,3.36,2,0.94,1,0.18,1,18,Liechtenstein
ILM-EKF,inc death,4,LI,1,0,0,0,1.42,0.88,1,1,0.02,1,18,Liechtenstein
LANL-GrowthRate,inc death,4,LI,0,0,0,0,1.13,0.77,1,1,-0.04,1,17,Liechtenstein
RobertWalraven-ESG,inc death,4,LI,0,0,0,0,0.53,0.25,1,1,-0.04,1,18,Liechtenstein
UMass-MechBayes,inc death,1,LI,0,0,0,0,1.13,0.41,0.94,1,-0.08,1,18,Liechtenstein
USC-SIkJalpha,inc death,4,LI,0,0,0,0,0.63,0.5,0.78,0.78,-0.11,1,18,Liechtenstein
epiforecasts-EpiNow2,inc death,4,LI,0,0,0,0,1.29,1.25,0.89,1,0.06,1,18,Liechtenstein
LANL-GrowthRate,inc death,5,LI,0,0,0,0,NA,NA,1,1,-0.02,1,16,Liechtenstein
UMass-MechBayes,inc death,2,LI,0,0,0,0,1.16,0.27,0.94,1,-0.05,1,17,Liechtenstein
USC-SIkJalpha,inc death,5,LI,0,0,0,0,NA,NA,0.88,0.88,-0.12,1,17,Liechtenstein
UMass-MechBayes,inc death,3,LI,0,0,0,0,1.11,0.48,0.94,1,-0.03,1,16,Liechtenstein
UMass-MechBayes,inc death,4,LI,0,0,0,0,1.12,0.49,0.93,1,-0.03,1,15,Liechtenstein
UMass-SemiMech,inc death,4,LI,0,0,0,0,1.15,0.49,0.93,1,-0.01,1,15,Liechtenstein
MUNI-ARIMA,inc death,1,LI,0,0,0,0,1.13,0.86,0.85,1,-0.12,1,13,Liechtenstein
MUNI-ARIMA,inc death,2,LI,0,0,0,0,1.16,0.93,0.92,1,-0.07,1,12,Liechtenstein
MUNI-ARIMA,inc death,3,LI,0,0,0,0,1.11,0.91,0.9,1,-0.1,1,10,Liechtenstein
MUNI-ARIMA,inc death,4,LI,0,0,0,0,1.13,0.77,0.89,1,-0.08,1,9,Liechtenstein
EuroCOVIDhub-baseline,inc case,1,LT,530,91,174,265,1,1,0.1,1,-0.08,1,21,Lithuania
EuroCOVIDhub-ensemble,inc case,1,LT,352,173,66,113,0.64,0.61,0.52,0.9,0.03,1,21,Lithuania
IEM_Health-CovidProject,inc case,1,LT,454,181,105,168,0.84,0.82,0.52,0.76,0.03,1,21,Lithuania
ILM-EKF,inc case,1,LT,585,190,195,200,1.1,1.14,0.33,0.81,0.06,1,21,Lithuania
LANL-GrowthRate,inc case,1,LT,371,190,171,10,0.88,0.83,0.6,1,-0.44,1,20,Lithuania
USC-SIkJalpha,inc case,1,LT,590,155,96,338,1.12,0.8,0.24,0.38,0.12,1,21,Lithuania
epiforecasts-EpiNow2,inc case,1,LT,389,173,79,137,0.67,0.79,0.29,0.81,0.13,1,21,Lithuania
EuroCOVIDhub-baseline,inc case,2,LT,936,200,279,457,1,1,0.3,0.95,-0.01,1,20,Lithuania
EuroCOVIDhub-ensemble,inc case,2,LT,716,266,166,285,0.74,0.69,0.4,0.8,0.06,1,20,Lithuania
IEM_Health-CovidProject,inc case,2,LT,940,256,271,414,0.99,0.97,0.25,0.65,0.04,1,20,Lithuania
ILM-EKF,inc case,2,LT,1016,307,290,419,1.05,1.07,0.15,0.75,0.08,1,20,Lithuania
LANL-GrowthRate,inc case,2,LT,670,247,324,99,0.93,0.86,0.42,0.84,-0.34,1,19,Lithuania
USC-SIkJalpha,inc case,2,LT,1052,183,236,633,1.12,0.78,0.2,0.3,0.03,1,20,Lithuania
epiforecasts-EpiNow2,inc case,2,LT,840,336,187,318,0.82,0.87,0.35,0.8,0.08,1,20,Lithuania
EuroCOVIDhub-baseline,inc case,3,LT,1330,300,348,682,1,1,0.32,0.84,-0.01,1,19,Lithuania
EuroCOVIDhub-ensemble,inc case,3,LT,1161,395,242,523,0.82,0.79,0.37,0.74,0.14,1,19,Lithuania
IEM_Health-CovidProject,inc case,3,LT,1497,355,421,721,1.1,1.06,0.21,0.63,0.11,1,19,Lithuania
ILM-EKF,inc case,3,LT,1569,466,367,735,1.12,1.14,0.21,0.68,0.11,1,19,Lithuania
LANL-GrowthRate,inc case,3,LT,1077,296,498,283,1,0.97,0.28,0.72,-0.2,1,18,Lithuania
USC-SIkJalpha,inc case,3,LT,1654,211,461,982,1.21,0.88,0.21,0.21,-0.02,1,19,Lithuania
epiforecasts-EpiNow2,inc case,3,LT,1649,630,326,693,1.18,1.18,0.26,0.63,0.14,1,19,Lithuania
EuroCOVIDhub-baseline,inc case,4,LT,1749,386,424,940,1,1,0.28,0.83,0.07,1,18,Lithuania
EuroCOVIDhub-ensemble,inc case,4,LT,1754,526,422,806,0.94,0.89,0.28,0.61,0.13,1,18,Lithuania
IEM_Health-CovidProject,inc case,4,LT,2084,500,533,1052,1.15,1.11,0.11,0.67,0.16,1,18,Lithuania
ILM-EKF,inc case,4,LT,2277,682,442,1153,1.21,1.24,0.28,0.67,0.13,1,18,Lithuania
LANL-GrowthRate,inc case,4,LT,1472,358,600,514,0.99,1,0.29,0.71,-0.08,1,17,Lithuania
USC-SIkJalpha,inc case,4,LT,2235,270,629,1336,1.22,0.93,0.17,0.22,0.03,1,18,Lithuania
epiforecasts-EpiNow2,inc case,4,LT,1980,682,566,732,0.98,1.07,0.22,0.67,0.07,1,18,Lithuania
LANL-GrowthRate,inc case,5,LT,1877,429,671,777,NA,NA,0.25,0.62,0.05,1,16,Lithuania
USC-SIkJalpha,inc case,5,LT,2889,338,763,1787,NA,NA,0.18,0.24,0.04,1,17,Lithuania
UMass-SemiMech,inc case,4,LT,1693,538,157,997,0.99,1,0.33,0.47,0.38,1,15,Lithuania
MUNI-ARIMA,inc case,1,LT,239,102,20,118,0.88,0.83,0.54,1,0.01,1,13,Lithuania
MUNI-ARIMA,inc case,2,LT,637,205,93,339,0.93,0.86,0.33,1,-0.05,1,12,Lithuania
RobertWalraven-ESG,inc case,1,LT,528,90,116,322,1.03,0.93,0.38,0.76,0.04,1,21,Lithuania
MUNI-ARIMA,inc case,3,LT,919,247,197,476,1,0.97,0.4,1,-0.17,1,10,Lithuania
RobertWalraven-ESG,inc case,2,LT,767,111,244,412,0.89,0.83,0.45,0.65,-0.09,1,20,Lithuania
MUNI-ARIMA,inc case,4,LT,1203,324,281,598,0.99,1,0.44,1,-0.17,1,9,Lithuania
RobertWalraven-ESG,inc case,3,LT,760,129,298,333,0.7,0.83,0.37,0.58,-0.12,1,19,Lithuania
RobertWalraven-ESG,inc case,4,LT,711,150,306,255,0.61,0.8,0.33,0.56,-0.11,1,18,Lithuania
EuroCOVIDhub-baseline,inc death,1,LT,7,2,1,4,1,1,0.29,1,0.19,1,21,Lithuania
EuroCOVIDhub-ensemble,inc death,1,LT,5,3,0,2,0.77,0.73,0.76,1,0.19,1,21,Lithuania
IEM_Health-CovidProject,inc death,1,LT,5,3,1,1,0.72,0.72,0.81,1,-0.06,1,21,Lithuania
ILM-EKF,inc death,1,LT,9,8,0,1,1.39,0.72,0.95,1,0.01,1,21,Lithuania
LANL-GrowthRate,inc death,1,LT,8,2,2,4,1.03,0.89,0.2,0.85,0.04,1,20,Lithuania
RobertWalraven-ESG,inc death,1,LT,6,2,2,3,0.89,0.9,0.43,0.76,-0,1,21,Lithuania
USC-SIkJalpha,inc death,1,LT,6,2,0,4,0.86,0.8,0.48,0.57,0.41,1,21,Lithuania
epiforecasts-EpiNow2,inc death,1,LT,6,3,0,3,0.78,0.67,0.6,0.95,0.18,1,20,Lithuania
EuroCOVIDhub-baseline,inc death,2,LT,9,3,1,5,1,1,0.45,1,0.24,1,20,Lithuania
EuroCOVIDhub-ensemble,inc death,2,LT,7,4,0,3,0.71,0.6,0.75,1,0.26,1,20,Lithuania
IEM_Health-CovidProject,inc death,2,LT,8,4,2,2,0.84,0.82,0.65,1,0.01,1,20,Lithuania
ILM-EKF,inc death,2,LT,11,9,0,2,1.17,0.8,0.95,1,0.08,1,20,Lithuania
LANL-GrowthRate,inc death,2,LT,11,2,4,5,1.01,0.85,0.16,0.79,0.02,1,19,Lithuania
RobertWalraven-ESG,inc death,2,LT,10,2,4,4,1.03,0.99,0.4,0.75,-0.09,1,20,Lithuania
USC-SIkJalpha,inc death,2,LT,8,2,0,6,0.91,0.81,0.3,0.5,0.32,1,20,Lithuania
epiforecasts-EpiNow2,inc death,2,LT,9,4,1,5,0.84,0.75,0.47,0.95,0.21,1,19,Lithuania
EuroCOVIDhub-baseline,inc death,3,LT,12,5,1,6,1,1,0.58,1,0.3,1,19,Lithuania
EuroCOVIDhub-ensemble,inc death,3,LT,9,5,0,4,0.74,0.69,0.58,1,0.39,1,19,Lithuania
IEM_Health-CovidProject,inc death,3,LT,10,6,2,3,0.87,0.83,0.58,1,0.11,1,19,Lithuania
ILM-EKF,inc death,3,LT,14,10,0,4,1.16,0.92,0.79,1,0.12,1,19,Lithuania
LANL-GrowthRate,inc death,3,LT,11,3,3,5,0.87,0.77,0.11,0.78,0.11,1,18,Lithuania
RobertWalraven-ESG,inc death,3,LT,13,2,6,5,1.09,1.03,0.32,0.63,-0.03,1,19,Lithuania
USC-SIkJalpha,inc death,3,LT,15,3,0,12,1.23,1.06,0.21,0.26,0.4,1,19,Lithuania
epiforecasts-EpiNow2,inc death,3,LT,15,6,1,8,1.15,1.04,0.33,0.94,0.26,1,18,Lithuania
EuroCOVIDhub-baseline,inc death,4,LT,15,6,1,7,1,1,0.44,1,0.32,1,18,Lithuania
EuroCOVIDhub-ensemble,inc death,4,LT,13,6,1,6,0.84,0.81,0.5,0.94,0.42,1,18,Lithuania
IEM_Health-CovidProject,inc death,4,LT,14,7,2,5,0.92,0.93,0.56,0.94,0.17,1,18,Lithuania
ILM-EKF,inc death,4,LT,19,11,0,7,1.28,1.1,0.5,1,0.22,1,18,Lithuania
LANL-GrowthRate,inc death,4,LT,12,3,3,5,0.79,0.7,0.35,0.82,0.06,1,17,Lithuania
RobertWalraven-ESG,inc death,4,LT,16,3,8,5,1.06,0.98,0.22,0.72,0.07,1,18,Lithuania
UMass-MechBayes,inc death,1,LT,5,2,0,2,0.9,0.7,0.67,0.94,0.28,1,18,Lithuania
USC-SIkJalpha,inc death,4,LT,18,4,0,14,1.24,1.06,0.22,0.39,0.47,1,18,Lithuania
epiforecasts-EpiNow2,inc death,4,LT,21,8,1,11,1.41,1.35,0.29,0.88,0.15,1,17,Lithuania
LANL-GrowthRate,inc death,5,LT,15,4,4,7,NA,NA,0.38,0.75,0.08,1,16,Lithuania
UMass-MechBayes,inc death,2,LT,6,3,0,3,0.92,0.71,0.65,0.94,0.35,1,17,Lithuania
USC-SIkJalpha,inc death,5,LT,24,5,1,18,NA,NA,0.24,0.35,0.45,1,17,Lithuania
UMass-MechBayes,inc death,3,LT,8,4,0,5,1,0.86,0.31,0.94,0.38,1,16,Lithuania
UMass-MechBayes,inc death,4,LT,13,5,0,8,0.97,1.01,0.33,0.8,0.47,1,15,Lithuania
UMass-SemiMech,inc death,4,LT,16,5,0,10,1.15,1.2,0.27,0.73,0.61,1,15,Lithuania
MUNI-ARIMA,inc death,1,LT,6,2,2,2,0.9,0.77,0.54,0.92,0.15,1,13,Lithuania
MUNI-ARIMA,inc death,2,LT,9,3,1,4,0.92,0.8,0.58,1,0.12,1,12,Lithuania
MUNI-ARIMA,inc death,3,LT,9,4,1,4,1,0.89,0.6,1,0.16,1,10,Lithuania
MUNI-ARIMA,inc death,4,LT,11,5,0,5,1.05,0.97,0.67,1,0.24,1,9,Lithuania
EuroCOVIDhub-baseline,inc case,1,LU,114,42,33,39,1,1,0.43,1,0.18,1,21,Luxembourg
EuroCOVIDhub-ensemble,inc case,1,LU,116,64,28,23,1,0.93,0.71,0.95,0.13,1,21,Luxembourg
IEM_Health-CovidProject,inc case,1,LU,187,55,50,81,1.63,1.54,0.33,0.76,0.24,1,21,Luxembourg
ILM-EKF,inc case,1,LU,163,65,57,41,1.44,1.26,0.67,0.86,0.18,1,21,Luxembourg
LANL-GrowthRate,inc case,1,LU,151,72,77,2,1.31,1.24,0.75,0.9,-0.26,1,20,Luxembourg
USC-SIkJalpha,inc case,1,LU,135,41,70,24,1.18,0.97,0.52,0.62,-0.11,1,21,Luxembourg
epiforecasts-EpiNow2,inc case,1,LU,199,93,17,89,1.75,1.68,0.62,0.86,0.36,1,21,Luxembourg
EuroCOVIDhub-baseline,inc case,2,LU,185,76,48,60,1,1,0.3,1,0.19,1,20,Luxembourg
EuroCOVIDhub-ensemble,inc case,2,LU,222,102,62,58,1.24,1.06,0.55,0.9,0.2,1,20,Luxembourg
IEM_Health-CovidProject,inc case,2,LU,306,77,84,145,1.68,1.43,0.3,0.65,0.23,1,20,Luxembourg
ILM-EKF,inc case,2,LU,229,88,83,58,1.25,1.03,0.45,0.85,0.2,1,20,Luxembourg
LANL-GrowthRate,inc case,2,LU,194,74,109,11,1.44,1.28,0.58,0.89,-0.18,1,19,Luxembourg
USC-SIkJalpha,inc case,2,LU,204,50,123,32,1.11,0.93,0.55,0.6,-0.09,1,20,Luxembourg
epiforecasts-EpiNow2,inc case,2,LU,621,269,62,290,3.6,3.07,0.35,0.8,0.41,1,20,Luxembourg
EuroCOVIDhub-baseline,inc case,3,LU,239,103,54,81,1,1,0.42,1,0.18,1,19,Luxembourg
EuroCOVIDhub-ensemble,inc case,3,LU,318,120,90,108,1.41,1.21,0.37,0.84,0.21,1,19,Luxembourg
IEM_Health-CovidProject,inc case,3,LU,410,103,114,192,1.76,1.39,0.26,0.68,0.25,1,19,Luxembourg
ILM-EKF,inc case,3,LU,290,112,110,68,1.21,1,0.32,0.84,0.18,1,19,Luxembourg
LANL-GrowthRate,inc case,3,LU,237,79,135,24,1.53,1.32,0.5,0.89,-0.13,1,18,Luxembourg
USC-SIkJalpha,inc case,3,LU,270,61,173,35,1.15,0.9,0.53,0.63,-0.11,1,19,Luxembourg
epiforecasts-EpiNow2,inc case,3,LU,948,280,96,572,4.37,3.89,0.32,0.68,0.41,1,19,Luxembourg
EuroCOVIDhub-baseline,inc case,4,LU,271,127,50,93,1,1,0.39,1,0.16,1,18,Luxembourg
EuroCOVIDhub-ensemble,inc case,4,LU,296,118,101,77,1.14,0.99,0.33,0.83,0.15,1,18,Luxembourg
IEM_Health-CovidProject,inc case,4,LU,411,126,130,154,1.52,1.28,0.28,0.56,0.2,1,18,Luxembourg
ILM-EKF,inc case,4,LU,365,142,129,94,1.35,1.14,0.28,0.83,0.14,1,18,Luxembourg
LANL-GrowthRate,inc case,4,LU,258,83,147,28,1.35,1.13,0.41,0.82,-0.09,1,17,Luxembourg
USC-SIkJalpha,inc case,4,LU,305,51,206,48,1.17,0.86,0.39,0.5,-0.23,1,18,Luxembourg
epiforecasts-EpiNow2,inc case,4,LU,573,165,127,281,2.31,1.9,0.22,0.61,0.31,1,18,Luxembourg
LANL-GrowthRate,inc case,5,LU,277,92,133,53,NA,NA,0.31,0.75,0.02,1,16,Luxembourg
USC-SIkJalpha,inc case,5,LU,332,52,223,57,NA,NA,0.24,0.41,-0.16,1,17,Luxembourg
UMass-SemiMech,inc case,4,LU,313,153,110,50,1.35,1.13,0.36,0.86,-0.03,1,14,Luxembourg
MUNI-ARIMA,inc case,1,LU,155,44,39,71,1.31,1.24,0.15,0.85,0.47,1,13,Luxembourg
MUNI-ARIMA,inc case,2,LU,273,72,74,126,1.44,1.28,0,0.92,0.43,1,12,Luxembourg
RobertWalraven-ESG,inc case,1,LU,136,26,71,38,1.04,1.21,0.57,0.9,0.13,1,21,Luxembourg
MUNI-ARIMA,inc case,3,LU,327,90,95,143,1.53,1.32,0.2,0.9,0.25,1,10,Luxembourg
RobertWalraven-ESG,inc case,2,LU,202,33,123,46,0.87,0.99,0.4,0.8,0.03,1,20,Luxembourg
MUNI-ARIMA,inc case,4,LU,312,100,94,118,1.35,1.13,0.22,0.89,0.12,1,9,Luxembourg
RobertWalraven-ESG,inc case,3,LU,246,38,176,32,0.84,0.89,0.47,0.89,-0.16,1,19,Luxembourg
RobertWalraven-ESG,inc case,4,LU,283,42,221,20,0.96,0.9,0.5,0.83,-0.29,1,18,Luxembourg
EuroCOVIDhub-baseline,inc death,1,LU,3,1,1,1,1,1,0.67,1,0.03,1,21,Luxembourg
EuroCOVIDhub-ensemble,inc death,1,LU,3,1,1,1,1.02,1.2,0.62,0.95,0.15,1,21,Luxembourg
IEM_Health-CovidProject,inc death,1,LU,4,1,1,1,1.32,1.62,0.52,0.86,0.19,1,21,Luxembourg
ILM-EKF,inc death,1,LU,4,2,0,1,1.42,1.43,0.76,1,0.21,1,21,Luxembourg
LANL-GrowthRate,inc death,1,LU,3,1,1,1,1.21,1.32,0.5,0.95,0.16,1,20,Luxembourg
RobertWalraven-ESG,inc death,1,LU,3,1,2,1,1.17,1.18,0.67,0.81,-0.06,1,21,Luxembourg
USC-SIkJalpha,inc death,1,LU,4,1,2,2,1.36,1.24,0.52,0.57,0.07,1,21,Luxembourg
epiforecasts-EpiNow2,inc death,1,LU,3,1,1,1,1.06,1.28,0.57,0.95,0.1,1,21,Luxembourg
EuroCOVIDhub-baseline,inc death,2,LU,4,1,1,2,1,1,0.65,0.95,0.17,1,20,Luxembourg
EuroCOVIDhub-ensemble,inc death,2,LU,4,1,1,2,0.97,1.05,0.65,0.95,0.26,1,20,Luxembourg
IEM_Health-CovidProject,inc death,2,LU,5,2,1,2,1.3,1.44,0.6,0.95,0.25,1,20,Luxembourg
ILM-EKF,inc death,2,LU,4,3,0,1,1.21,1.17,0.6,1,0.29,1,20,Luxembourg
LANL-GrowthRate,inc death,2,LU,4,1,1,2,1.08,1.08,0.42,0.89,0.31,1,19,Luxembourg
RobertWalraven-ESG,inc death,2,LU,3,1,2,1,0.92,0.86,0.8,0.8,-0.04,1,20,Luxembourg
USC-SIkJalpha,inc death,2,LU,4,1,1,3,1.22,1.08,0.4,0.45,0.09,1,20,Luxembourg
epiforecasts-EpiNow2,inc death,2,LU,3,1,0,2,0.91,0.97,0.45,1,0.23,1,20,Luxembourg
EuroCOVIDhub-baseline,inc death,3,LU,4,2,0,2,1,1,0.68,1,0.25,1,19,Luxembourg
EuroCOVIDhub-ensemble,inc death,3,LU,3,2,0,2,0.97,1.05,0.58,0.95,0.38,1,19,Luxembourg
IEM_Health-CovidProject,inc death,3,LU,6,2,0,3,1.53,1.61,0.53,0.95,0.33,1,19,Luxembourg
ILM-EKF,inc death,3,LU,5,3,0,2,1.35,1.39,0.58,1,0.36,1,19,Luxembourg
LANL-GrowthRate,inc death,3,LU,4,1,0,3,1.03,1.06,0.28,0.83,0.44,1,18,Luxembourg
RobertWalraven-ESG,inc death,3,LU,2,1,1,1,0.57,0.6,0.74,0.95,-0.09,1,19,Luxembourg
USC-SIkJalpha,inc death,3,LU,3,1,1,2,0.85,0.79,0.58,0.68,0.05,1,19,Luxembourg
epiforecasts-EpiNow2,inc death,3,LU,4,2,0,3,1.2,1.27,0.37,0.95,0.42,1,19,Luxembourg
EuroCOVIDhub-baseline,inc death,4,LU,4,2,0,2,1,1,0.72,1,0.33,1,18,Luxembourg
EuroCOVIDhub-ensemble,inc death,4,LU,4,2,0,2,1.01,0.98,0.5,0.94,0.47,1,18,Luxembourg
IEM_Health-CovidProject,inc death,4,LU,7,4,0,4,1.89,1.86,0.5,0.89,0.4,1,18,Luxembourg
ILM-EKF,inc death,4,LU,6,3,0,3,1.45,1.3,0.61,0.94,0.42,1,18,Luxembourg
LANL-GrowthRate,inc death,4,LU,4,1,0,3,1.03,0.95,0.29,0.76,0.57,1,17,Luxembourg
RobertWalraven-ESG,inc death,4,LU,1,1,0,0,0.38,0.33,0.89,0.94,-0.05,1,18,Luxembourg
USC-SIkJalpha,inc death,4,LU,3,1,0,2,0.83,0.67,0.28,0.5,0.13,1,18,Luxembourg
epiforecasts-EpiNow2,inc death,4,LU,5,2,0,3,1.38,1.37,0.28,0.89,0.45,1,18,Luxembourg
LANL-GrowthRate,inc death,5,LU,5,1,0,4,NA,NA,0.31,0.56,0.65,1,16,Luxembourg
UMass-MechBayes,inc death,1,LU,2,1,0,1,1.21,1.32,0.71,0.94,0.34,1,17,Luxembourg
USC-SIkJalpha,inc death,5,LU,4,1,1,3,NA,NA,0.29,0.53,0.22,1,17,Luxembourg
UMass-MechBayes,inc death,2,LU,3,1,0,1,1.08,1.08,0.5,0.94,0.37,1,16,Luxembourg
UMass-MechBayes,inc death,3,LU,2,1,0,1,1.03,1.06,0.53,1,0.39,1,15,Luxembourg
UMass-MechBayes,inc death,4,LU,2,1,0,1,1.03,0.94,0.5,1,0.31,1,14,Luxembourg
UMass-SemiMech,inc death,4,LU,2,1,0,1,1.03,0.96,0.57,1,0.4,1,14,Luxembourg
MUNI-ARIMA,inc death,1,LU,1,1,0,0,1.21,1.32,0.92,1,0.06,1,13,Luxembourg
MUNI-ARIMA,inc death,2,LU,1,1,0,0,1.08,1.08,0.83,1,0.12,1,12,Luxembourg
MUNI-ARIMA,inc death,3,LU,1,1,0,0,1.03,1.06,0.7,1,0.13,1,10,Luxembourg
MUNI-ARIMA,inc death,4,LU,2,1,0,0,1.03,0.95,1,1,0.17,1,9,Luxembourg
EuroCOVIDhub-baseline,inc case,1,LV,253,36,48,169,1,1,0.14,0.9,0.18,1,21,Latvia
EuroCOVIDhub-ensemble,inc case,1,LV,207,113,30,64,0.79,0.88,0.62,1,-0,1,21,Latvia
IEM_Health-CovidProject,inc case,1,LV,247,160,21,67,0.92,0.85,0.67,1,0.04,1,21,Latvia
ILM-EKF,inc case,1,LV,267,129,43,95,1.04,1.11,0.57,0.95,0.01,1,21,Latvia
LANL-GrowthRate,inc case,1,LV,263,177,80,7,0.98,0.94,0.75,1,-0.32,1,20,Latvia
USC-SIkJalpha,inc case,1,LV,307,76,34,197,1.19,0.98,0.52,0.52,0.26,1,21,Latvia
epiforecasts-EpiNow2,inc case,1,LV,194,61,58,76,0.73,0.8,0.38,0.86,-0.11,1,21,Latvia
EuroCOVIDhub-baseline,inc case,2,LV,390,74,50,266,1,1,0.4,0.9,0.3,1,20,Latvia
EuroCOVIDhub-ensemble,inc case,2,LV,349,149,58,142,0.84,0.9,0.5,0.85,0.01,1,20,Latvia
IEM_Health-CovidProject,inc case,2,LV,414,210,41,162,0.98,1.01,0.65,0.8,0.11,1,20,Latvia
ILM-EKF,inc case,2,LV,413,186,66,161,1.01,1.08,0.5,0.9,0.02,1,20,Latvia
LANL-GrowthRate,inc case,2,LV,344,211,100,32,1.01,0.98,0.68,1,-0.27,1,19,Latvia
USC-SIkJalpha,inc case,2,LV,466,86,80,301,1.14,1.02,0.4,0.4,0.22,1,20,Latvia
epiforecasts-EpiNow2,inc case,2,LV,336,86,109,141,0.79,0.87,0.3,0.7,-0.2,1,20,Latvia
EuroCOVIDhub-baseline,inc case,3,LV,583,104,62,417,1,1,0.37,0.74,0.34,1,19,Latvia
EuroCOVIDhub-ensemble,inc case,3,LV,533,188,87,258,0.85,0.93,0.37,0.84,0.08,1,19,Latvia
IEM_Health-CovidProject,inc case,3,LV,635,269,71,295,1,1.13,0.47,0.79,0.15,1,19,Latvia
ILM-EKF,inc case,3,LV,608,254,93,261,0.98,1.07,0.47,0.89,0.06,1,19,Latvia
LANL-GrowthRate,inc case,3,LV,438,235,108,94,1.01,0.99,0.61,1,-0.12,1,18,Latvia
USC-SIkJalpha,inc case,3,LV,708,95,143,470,1.13,0.99,0.37,0.37,0.17,1,19,Latvia
epiforecasts-EpiNow2,inc case,3,LV,546,113,183,250,0.82,0.92,0.32,0.63,-0.2,1,19,Latvia
EuroCOVIDhub-baseline,inc case,4,LV,779,129,66,585,1,1,0.28,0.72,0.36,1,18,Latvia
EuroCOVIDhub-ensemble,inc case,4,LV,757,238,120,399,0.9,1.06,0.33,0.78,0.12,1,18,Latvia
IEM_Health-CovidProject,inc case,4,LV,887,345,100,442,1.05,1.23,0.44,0.83,0.2,1,18,Latvia
ILM-EKF,inc case,4,LV,832,335,121,376,1,1.18,0.5,0.89,0.08,1,18,Latvia
LANL-GrowthRate,inc case,4,LV,589,271,118,200,1.03,1.08,0.47,1,0.07,1,17,Latvia
USC-SIkJalpha,inc case,4,LV,945,111,191,643,1.12,1.08,0.33,0.44,0.1,1,18,Latvia
epiforecasts-EpiNow2,inc case,4,LV,778,139,267,372,0.84,1,0.33,0.67,-0.18,1,18,Latvia
LANL-GrowthRate,inc case,5,LV,783,319,119,345,NA,NA,0.31,0.94,0.21,1,16,Latvia
USC-SIkJalpha,inc case,5,LV,1241,128,264,849,NA,NA,0.12,0.29,0.12,1,17,Latvia
UMass-SemiMech,inc case,4,LV,823,335,55,433,1.03,1.08,0.33,0.8,0.37,1,15,Latvia
MUNI-ARIMA,inc case,1,LV,202,46,15,141,0.98,0.94,0.31,0.77,0.3,1,13,Latvia
MUNI-ARIMA,inc case,2,LV,419,75,31,314,1.01,0.98,0.17,0.83,0.17,1,12,Latvia
RobertWalraven-ESG,inc case,1,LV,315,35,33,246,1.39,1.06,0.24,0.71,0.08,1,21,Latvia
MUNI-ARIMA,inc case,3,LV,644,92,48,504,1.01,0.99,0.2,0.8,0.12,1,10,Latvia
RobertWalraven-ESG,inc case,2,LV,512,41,57,414,1.4,0.98,0.2,0.65,0.02,1,20,Latvia
MUNI-ARIMA,inc case,4,LV,842,120,59,662,1.03,1.08,0.22,0.67,0.14,1,9,Latvia
RobertWalraven-ESG,inc case,3,LV,649,47,58,544,1.37,0.92,0.16,0.47,0.1,1,19,Latvia
RobertWalraven-ESG,inc case,4,LV,800,56,54,690,1.37,0.94,0.11,0.44,0.18,1,18,Latvia
EuroCOVIDhub-baseline,inc death,1,LV,8,1,2,4,1,1,0.24,0.95,0.29,1,21,Latvia
