model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
MUNI-ARIMA,inc case,4,IT,9466,4957,3007,1503,0.73,15647,0.72,0.64,1,-0.18,1,14,Italy
RobertWalraven-ESG,inc case,3,IT,11380,1383,8191,1806,1.12,18012,0.78,0.17,0.54,-0.16,1,24,Italy
RobertWalraven-ESG,inc case,4,IT,15172,1590,12028,1554,1.14,21316,0.73,0.22,0.48,-0.17,1,23,Italy
Karlen-pypm,inc case,1,IT,6348,2352,1,3995,1.45,8216,1.28,0.5,0.75,0.5,1,8,Italy
Karlen-pypm,inc case,2,IT,20528,3982,0,16546,2.23,25997,1.84,0.29,0.57,0.71,1,7,Italy
Karlen-pypm,inc case,3,IT,54353,7150,0,47203,3.82,68368,2.97,0.17,0.5,0.86,1,6,Italy
Karlen-pypm,inc case,4,IT,127274,14035,0,113239,6.88,156522,5.05,0,0.2,0.94,1,5,Italy
EuroCOVIDhub-baseline,inc death,1,IT,123,55,20,48,1,180,1,0.5,1,0.08,1,26,Italy
EuroCOVIDhub-ensemble,inc death,1,IT,54,38,8,8,0.41,77,0.41,0.77,1,0.06,1,26,Italy
IEM_Health-CovidProject,inc death,1,IT,92,51,22,20,0.63,148,0.73,0.46,1,0.01,1,26,Italy
ILM-EKF,inc death,1,IT,77,67,4,6,0.6,70,0.43,0.88,1,0.09,1,26,Italy
LANL-GrowthRate,inc death,1,IT,50,12,34,3,0.39,74,0.41,0.36,0.8,-0.28,1,25,Italy
RobertWalraven-ESG,inc death,1,IT,87,27,28,32,0.61,122,0.62,0.62,0.85,-0.12,1,26,Italy
USC-SIkJalpha,inc death,1,IT,115,40,11,63,0.89,124,0.71,0.23,0.35,0.41,1,26,Italy
epiforecasts-EpiNow2,inc death,1,IT,54,25,15,14,0.45,78,0.48,0.54,0.92,0.01,1,26,Italy
EuroCOVIDhub-baseline,inc death,2,IT,216,102,29,84,1,344,1,0.64,1,0.16,1,25,Italy
EuroCOVIDhub-ensemble,inc death,2,IT,73,51,7,15,0.32,108,0.31,0.8,1,0.12,1,25,Italy
IEM_Health-CovidProject,inc death,2,IT,176,73,43,61,0.73,290,0.78,0.4,0.88,0.1,1,25,Italy
ILM-EKF,inc death,2,IT,93,78,2,13,0.43,95,0.32,0.88,1,0.14,1,25,Italy
LANL-GrowthRate,inc death,2,IT,77,21,51,4,0.33,118,0.32,0.38,0.79,-0.21,1,24,Italy
RobertWalraven-ESG,inc death,2,IT,160,34,66,61,0.64,218,0.6,0.52,0.76,-0.11,1,25,Italy
USC-SIkJalpha,inc death,2,IT,131,49,3,78,0.59,149,0.45,0.52,0.52,0.56,1,25,Italy
epiforecasts-EpiNow2,inc death,2,IT,91,32,16,43,0.45,139,0.46,0.32,0.88,0.09,1,25,Italy
EuroCOVIDhub-baseline,inc death,3,IT,299,138,33,128,1,495,1,0.54,1,0.22,1,24,Italy
EuroCOVIDhub-ensemble,inc death,3,IT,103,67,5,31,0.34,159,0.33,0.71,1,0.25,1,24,Italy
IEM_Health-CovidProject,inc death,3,IT,281,98,58,125,0.85,471,0.89,0.29,0.92,0.14,1,24,Italy
ILM-EKF,inc death,3,IT,139,104,2,34,0.47,180,0.4,0.79,1,0.2,1,24,Italy
LANL-GrowthRate,inc death,3,IT,107,30,69,8,0.35,172,0.33,0.39,0.7,-0.24,1,23,Italy
RobertWalraven-ESG,inc death,3,IT,223,40,97,86,0.65,293,0.56,0.54,0.75,-0.15,1,24,Italy
USC-SIkJalpha,inc death,3,IT,194,55,2,138,0.66,233,0.5,0.21,0.42,0.68,1,24,Italy
UpgUmibUsi-MultiBayes,inc death,1,IT,67,28,35,4,0.54,100,0.6,0.43,0.91,-0.33,1,23,Italy
epiforecasts-EpiNow2,inc death,3,IT,140,53,10,77,0.5,210,0.47,0.42,0.79,0.15,1,24,Italy
EuroCOVIDhub-baseline,inc death,4,IT,378,168,31,179,1,624,1,0.48,1,0.27,1,23,Italy
EuroCOVIDhub-ensemble,inc death,4,IT,153,89,3,61,0.41,241,0.41,0.52,1,0.32,1,23,Italy
IEM_Health-CovidProject,inc death,4,IT,423,129,74,219,1.03,701,1.04,0.22,0.83,0.15,1,23,Italy
ILM-EKF,inc death,4,IT,223,153,3,68,0.63,319,0.55,0.61,1,0.2,1,23,Italy
LANL-GrowthRate,inc death,4,IT,140,42,72,26,0.36,216,0.33,0.23,0.77,-0.16,1,22,Italy
RobertWalraven-ESG,inc death,4,IT,287,47,127,113,0.67,369,0.56,0.39,0.78,-0.09,1,23,Italy
UMass-MechBayes,inc death,1,IT,73,36,21,15,0.66,95,0.62,0.57,0.87,0.1,1,23,Italy
USC-SIkJalpha,inc death,4,IT,234,69,3,162,0.65,280,0.49,0.26,0.35,0.55,1,23,Italy
epiforecasts-EpiNow2,inc death,4,IT,226,94,12,120,0.69,334,0.62,0.35,0.87,0.15,1,23,Italy
LANL-GrowthRate,inc death,5,IT,167,56,59,52,NA,268,NA,0.38,0.86,-0.04,1,21,Italy
UMass-MechBayes,inc death,2,IT,83,44,15,24,0.49,110,0.44,0.45,0.86,0.16,1,22,Italy
USC-SIkJalpha,inc death,5,IT,293,87,11,195,NA,370,NA,0.27,0.36,0.41,1,22,Italy
LANL-GrowthRate,inc death,6,IT,211,72,41,98,NA,338,NA,0.25,0.75,0.1,1,20,Italy
UMass-MechBayes,inc death,3,IT,113,56,9,49,0.53,158,0.46,0.62,0.86,0.09,1,21,Italy
UMass-MechBayes,inc death,4,IT,182,73,9,99,0.71,271,0.63,0.5,0.85,0.01,1,20,Italy
MUNI-ARIMA,inc death,1,IT,41,24,8,9,0.54,60,0.54,0.67,1,-0.02,1,18,Italy
epiMOX-SUIHTER,inc death,1,IT,31,5,15,10,0.4,37,0.34,0.39,0.56,-0.35,1,18,Italy
MUNI-ARIMA,inc death,2,IT,62,43,7,12,0.51,82,0.43,0.76,1,-0.08,1,17,Italy
MUNI-ARIMA,inc death,3,IT,73,53,13,7,0.5,102,0.46,0.73,1,-0.18,1,15,Italy
MUNI-ARIMA,inc death,4,IT,102,63,25,14,0.54,154,0.53,0.57,1,-0.24,1,14,Italy
Karlen-pypm,inc death,1,IT,28,17,3,8,0.53,36,0.49,0.75,0.88,0.1,1,8,Italy
Karlen-pypm,inc death,2,IT,54,26,2,25,0.53,83,0.5,0.43,0.86,0.31,1,7,Italy
Karlen-pypm,inc death,3,IT,123,44,1,78,0.71,192,0.69,0.33,0.83,0.48,1,6,Italy
Karlen-pypm,inc death,4,IT,314,82,0,232,1.22,490,1.18,0.2,0.8,0.69,1,5,Italy
EuroCOVIDhub-baseline,inc case,1,LI,8,2,3,3,1,12,1,0.23,1,-0.05,1,26,Liechtenstein
EuroCOVIDhub-ensemble,inc case,1,LI,8,3,3,3,1.07,11,0.99,0.5,0.85,0.01,1,26,Liechtenstein
IEM_Health-CovidProject,inc case,1,LI,9,2,2,4,1.14,12,1.05,0.38,0.77,0.03,1,26,Liechtenstein
ILM-EKF,inc case,1,LI,13,5,6,2,1.64,21,1.78,0.46,0.96,-0.11,1,26,Liechtenstein
LANL-GrowthRate,inc case,1,LI,10,2,6,2,1.21,14,1.15,0.4,0.68,-0.23,1,25,Liechtenstein
USC-SIkJalpha,inc case,1,LI,10,2,4,4,1.23,12,1,0.35,0.42,-0.07,1,26,Liechtenstein
epiforecasts-EpiNow2,inc case,1,LI,13,5,2,6,1.68,20,1.74,0.38,0.77,0.01,1,26,Liechtenstein
EuroCOVIDhub-baseline,inc case,2,LI,10,4,4,2,1,15,1,0.68,1,-0.06,1,25,Liechtenstein
EuroCOVIDhub-ensemble,inc case,2,LI,14,4,5,5,1.42,20,1.34,0.4,0.76,0.06,1,25,Liechtenstein
IEM_Health-CovidProject,inc case,2,LI,20,4,5,11,2.03,28,1.87,0.32,0.68,0.03,1,25,Liechtenstein
ILM-EKF,inc case,2,LI,17,6,8,3,1.62,26,1.74,0.36,0.96,-0.12,1,25,Liechtenstein
LANL-GrowthRate,inc case,2,LI,16,2,10,3,1.45,22,1.39,0.17,0.62,-0.31,1,24,Liechtenstein
USC-SIkJalpha,inc case,2,LI,18,2,6,9,1.84,21,1.42,0.4,0.44,-0.06,1,25,Liechtenstein
epiforecasts-EpiNow2,inc case,2,LI,31,12,4,14,3.11,45,3.07,0.24,0.68,0.02,1,25,Liechtenstein
EuroCOVIDhub-baseline,inc case,3,LI,13,6,4,3,1,20,1,0.62,1,-0.09,1,24,Liechtenstein
EuroCOVIDhub-ensemble,inc case,3,LI,17,6,6,5,1.29,25,1.2,0.33,0.75,0.03,1,24,Liechtenstein
IEM_Health-CovidProject,inc case,3,LI,25,6,6,13,2.08,37,1.85,0.21,0.67,-0.01,1,24,Liechtenstein
ILM-EKF,inc case,3,LI,20,7,10,4,1.61,31,1.53,0.29,0.96,-0.11,1,24,Liechtenstein
LANL-GrowthRate,inc case,3,LI,19,2,12,4,1.46,25,1.19,0.22,0.52,-0.28,1,23,Liechtenstein
USC-SIkJalpha,inc case,3,LI,24,3,8,13,1.99,27,1.37,0.29,0.33,-0.16,1,24,Liechtenstein
epiforecasts-EpiNow2,inc case,3,LI,41,18,5,17,3.22,60,2.94,0.33,0.75,-0.02,1,24,Liechtenstein
EuroCOVIDhub-baseline,inc case,4,LI,16,7,5,3,1,26,1,0.52,1,-0.09,1,23,Liechtenstein
EuroCOVIDhub-ensemble,inc case,4,LI,23,8,8,7,1.41,34,1.26,0.3,0.74,-0.03,1,23,Liechtenstein
IEM_Health-CovidProject,inc case,4,LI,22,6,8,8,1.35,35,1.26,0.17,0.74,-0.11,1,23,Liechtenstein
ILM-EKF,inc case,4,LI,24,8,11,5,1.56,35,1.37,0.3,0.91,-0.1,1,23,Liechtenstein
LANL-GrowthRate,inc case,4,LI,22,3,14,5,1.4,28,1.05,0.18,0.59,-0.23,1,22,Liechtenstein
USC-SIkJalpha,inc case,4,LI,24,4,11,9,1.47,28,1.03,0.26,0.35,-0.28,1,23,Liechtenstein
epiforecasts-EpiNow2,inc case,4,LI,42,19,6,17,2.41,58,2.08,0.35,0.74,-0.12,1,23,Liechtenstein
LANL-GrowthRate,inc case,5,LI,23,3,14,6,NA,30,NA,0.05,0.57,-0.16,1,21,Liechtenstein
USC-SIkJalpha,inc case,5,LI,27,5,11,11,NA,33,NA,0.18,0.36,-0.26,1,22,Liechtenstein
LANL-GrowthRate,inc case,6,LI,22,3,13,6,NA,30,NA,0.1,0.55,-0.05,1,20,Liechtenstein
MUNI-ARIMA,inc case,1,LI,6,2,2,2,0.8,10,0.87,0.28,0.94,-0.02,1,18,Liechtenstein
MUNI-ARIMA,inc case,2,LI,10,4,4,3,1.01,15,1.12,0.53,0.94,-0.02,1,17,Liechtenstein
RobertWalraven-ESG,inc case,1,LI,9,1,4,3,1.15,12,1.03,0.35,0.73,-0.33,1,26,Liechtenstein
MUNI-ARIMA,inc case,3,LI,11,5,5,1,1.08,17,1.05,0.67,0.93,-0.09,1,15,Liechtenstein
RobertWalraven-ESG,inc case,2,LI,13,1,7,5,1.36,18,1.23,0.48,0.64,-0.32,1,25,Liechtenstein
MUNI-ARIMA,inc case,4,LI,12,6,6,1,1.22,18,1.1,0.71,1,-0.19,1,14,Liechtenstein
RobertWalraven-ESG,inc case,3,LI,12,1,10,1,1.11,22,1.06,0.33,0.54,-0.43,1,24,Liechtenstein
RobertWalraven-ESG,inc case,4,LI,14,1,13,0,1.4,26,1.01,0.3,0.61,-0.55,1,23,Liechtenstein
EuroCOVIDhub-baseline,inc death,1,LI,0,0,0,0,1,0,1,0.69,1,0,1,26,Liechtenstein
EuroCOVIDhub-ensemble,inc death,1,LI,0,0,0,0,0.87,0,0.57,0.92,1,-0.07,1,26,Liechtenstein
ILM-EKF,inc death,1,LI,0,0,0,0,2.15,0,0.65,0.96,1,-0.04,1,26,Liechtenstein
LANL-GrowthRate,inc death,1,LI,0,0,0,0,0.69,0,0.57,0.92,1,-0.09,1,25,Liechtenstein
RobertWalraven-ESG,inc death,1,LI,0,0,0,0,0.86,0,0.92,0.88,1,-0,1,26,Liechtenstein
USC-SIkJalpha,inc death,1,LI,0,0,0,0,0.94,0,0.64,0.77,0.77,-0.15,1,26,Liechtenstein
epiforecasts-EpiNow2,inc death,1,LI,0,0,0,0,0.78,0,0.7,0.96,1,-0.04,1,26,Liechtenstein
EuroCOVIDhub-baseline,inc death,2,LI,0,0,0,0,1,0,1,1,1,0.02,1,25,Liechtenstein
EuroCOVIDhub-ensemble,inc death,2,LI,0,0,0,0,0.86,0,0.51,1,1,-0.03,1,25,Liechtenstein
ILM-EKF,inc death,2,LI,0,0,0,0,2.18,0,1.42,0.96,1,-0.03,1,25,Liechtenstein
LANL-GrowthRate,inc death,2,LI,0,0,0,0,0.75,0,Inf,1,1,-0.03,1,24,Liechtenstein
RobertWalraven-ESG,inc death,2,LI,0,0,0,0,0.74,0,0.9,1,1,-0.01,1,25,Liechtenstein
USC-SIkJalpha,inc death,2,LI,0,0,0,0,0.84,0,0.76,0.8,0.8,-0.12,1,25,Liechtenstein
epiforecasts-EpiNow2,inc death,2,LI,0,0,0,0,0.97,0,1.13,0.96,1,-0,1,25,Liechtenstein
EuroCOVIDhub-baseline,inc death,3,LI,0,0,0,0,1,0,1,1,1,0.03,1,24,Liechtenstein
EuroCOVIDhub-ensemble,inc death,3,LI,0,0,0,0,0.83,0,0.67,1,1,-0.02,1,24,Liechtenstein
ILM-EKF,inc death,3,LI,0,0,0,0,1.65,0,0.87,1,1,0.02,1,24,Liechtenstein
LANL-GrowthRate,inc death,3,LI,0,0,0,0,0.52,0,0.48,0.96,1,-0.05,1,23,Liechtenstein
RobertWalraven-ESG,inc death,3,LI,0,0,0,0,0.73,0,0.95,1,1,-0.03,1,24,Liechtenstein
USC-SIkJalpha,inc death,3,LI,0,0,0,0,0.54,0,0.48,0.83,0.83,-0.08,1,24,Liechtenstein
epiforecasts-EpiNow2,inc death,3,LI,0,0,0,0,1.21,1,1.6,0.92,1,0.06,1,24,Liechtenstein
EuroCOVIDhub-baseline,inc death,4,LI,0,0,0,0,1,0,1,1,1,0.03,1,23,Liechtenstein
EuroCOVIDhub-ensemble,inc death,4,LI,0,0,0,0,0.86,0,0.67,1,1,0.01,1,23,Liechtenstein
ILM-EKF,inc death,4,LI,0,0,0,0,1.5,0,0.87,1,1,0.01,1,23,Liechtenstein
LANL-GrowthRate,inc death,4,LI,0,0,0,0,0.43,0,0.48,1,1,-0.03,1,22,Liechtenstein
RobertWalraven-ESG,inc death,4,LI,0,0,0,0,0.57,0,0.28,1,1,-0.03,1,23,Liechtenstein
UMass-MechBayes,inc death,1,LI,0,0,0,0,0.61,0,0.56,0.96,1,-0.07,1,23,Liechtenstein
USC-SIkJalpha,inc death,4,LI,0,0,0,0,0.49,0,0.48,0.83,0.83,-0.09,1,23,Liechtenstein
epiforecasts-EpiNow2,inc death,4,LI,0,0,0,0,1.21,0,1.26,0.91,1,0.06,1,23,Liechtenstein
LANL-GrowthRate,inc death,5,LI,0,0,0,0,NA,0,NA,1,1,-0.02,1,21,Liechtenstein
UMass-MechBayes,inc death,2,LI,0,0,0,0,0.51,0,0,0.95,1,-0.04,1,22,Liechtenstein
USC-SIkJalpha,inc death,5,LI,0,0,0,0,NA,0,NA,0.91,0.91,-0.09,1,22,Liechtenstein
LANL-GrowthRate,inc death,6,LI,0,0,0,0,NA,0,NA,1,1,-0.03,1,20,Liechtenstein
UMass-MechBayes,inc death,3,LI,0,0,0,0,0.51,0,0.6,0.95,1,-0.02,1,21,Liechtenstein
UMass-MechBayes,inc death,4,LI,0,0,0,0,0.48,0,0.6,0.95,1,-0.02,1,20,Liechtenstein
MUNI-ARIMA,inc death,1,LI,0,0,0,0,0.65,0,0.61,0.89,1,-0.09,1,18,Liechtenstein
MUNI-ARIMA,inc death,2,LI,0,0,0,0,0.4,0,0.35,0.94,1,-0.05,1,17,Liechtenstein
MUNI-ARIMA,inc death,3,LI,0,0,0,0,0.48,0,0.51,0.93,1,-0.06,1,15,Liechtenstein
MUNI-ARIMA,inc death,4,LI,0,0,0,0,0.35,0,0.54,0.93,1,-0.05,1,14,Liechtenstein
EuroCOVIDhub-baseline,inc case,1,LT,489,99,182,208,1,728,1,0.12,1,-0.17,1,26,Lithuania
EuroCOVIDhub-ensemble,inc case,1,LT,317,171,56,90,0.61,435,0.58,0.58,0.92,0.02,1,26,Lithuania
IEM_Health-CovidProject,inc case,1,LT,428,178,98,152,0.87,629,0.88,0.5,0.81,0.03,1,26,Lithuania
ILM-EKF,inc case,1,LT,747,222,179,346,1.74,1150,1.73,0.27,0.77,0.15,1,26,Lithuania
LANL-GrowthRate,inc case,1,LT,363,193,160,11,0.68,585,0.77,0.6,1,-0.42,1,25,Lithuania
USC-SIkJalpha,inc case,1,LT,525,140,111,275,1.04,563,0.77,0.23,0.46,0.02,1,26,Lithuania
epiforecasts-EpiNow2,inc case,1,LT,367,186,75,106,0.71,586,0.8,0.35,0.85,0.1,1,26,Lithuania
EuroCOVIDhub-baseline,inc case,2,LT,864,216,296,353,1,1373,1,0.32,0.96,-0.13,1,25,Lithuania
EuroCOVIDhub-ensemble,inc case,2,LT,633,277,127,228,0.7,884,0.62,0.48,0.84,0.08,1,25,Lithuania
IEM_Health-CovidProject,inc case,2,LT,872,255,235,382,1.02,1330,0.96,0.28,0.68,0.05,1,25,Lithuania
ILM-EKF,inc case,2,LT,1486,383,325,778,1.99,2222,1.79,0.12,0.68,0.12,1,25,Lithuania
LANL-GrowthRate,inc case,2,LT,616,266,258,92,0.66,955,0.67,0.46,0.88,-0.26,1,24,Lithuania
USC-SIkJalpha,inc case,2,LT,870,164,201,505,0.91,939,0.63,0.2,0.44,-0.04,1,25,Lithuania
epiforecasts-EpiNow2,inc case,2,LT,843,391,156,296,0.96,1293,0.96,0.4,0.84,0.11,1,25,Lithuania
EuroCOVIDhub-baseline,inc case,3,LT,1237,315,401,521,1,2004,1,0.33,0.88,-0.14,1,24,Lithuania
EuroCOVIDhub-ensemble,inc case,3,LT,1050,409,235,406,0.79,1467,0.69,0.46,0.75,0.1,1,24,Lithuania
IEM_Health-CovidProject,inc case,3,LT,1404,356,431,617,1.12,2049,0.99,0.25,0.67,0.05,1,24,Lithuania
ILM-EKF,inc case,3,LT,2318,608,504,1206,2.17,3355,1.84,0.21,0.58,0.07,1,24,Lithuania
LANL-GrowthRate,inc case,3,LT,1008,333,446,228,0.76,1500,0.71,0.35,0.74,-0.2,1,23,Lithuania
USC-SIkJalpha,inc case,3,LT,1399,190,424,785,0.99,1565,0.71,0.17,0.33,0,1,24,Lithuania
epiforecasts-EpiNow2,inc case,3,LT,1747,772,274,701,1.47,2655,1.37,0.33,0.71,0.16,1,24,Lithuania
EuroCOVIDhub-baseline,inc case,4,LT,1620,393,517,710,1,2665,1,0.22,0.87,-0.11,1,23,Lithuania
EuroCOVIDhub-ensemble,inc case,4,LT,1599,581,391,627,0.92,2222,0.78,0.39,0.65,0.11,1,23,Lithuania
IEM_Health-CovidProject,inc case,4,LT,1908,465,654,789,1.1,2703,0.93,0.17,0.65,-0.01,1,23,Lithuania
ILM-EKF,inc case,4,LT,2900,838,724,1339,2.01,4191,1.7,0.26,0.57,0.03,1,23,Lithuania
LANL-GrowthRate,inc case,4,LT,1427,373,667,387,0.84,1998,0.72,0.36,0.68,-0.18,1,22,Lithuania
USC-SIkJalpha,inc case,4,LT,2043,238,666,1139,1.16,2319,0.81,0.17,0.22,0,1,23,Lithuania
epiforecasts-EpiNow2,inc case,4,LT,3308,1381,437,1490,2.27,5063,2.03,0.26,0.65,0.17,1,23,Lithuania
LANL-GrowthRate,inc case,5,LT,1884,392,923,569,NA,2648,NA,0.24,0.57,-0.15,1,21,Lithuania
USC-SIkJalpha,inc case,5,LT,2782,289,911,1582,NA,3177,NA,0.14,0.18,-0.02,1,22,Lithuania
LANL-GrowthRate,inc case,6,LT,2344,432,1150,762,NA,3306,NA,0.2,0.5,-0.12,1,20,Lithuania
MUNI-ARIMA,inc case,1,LT,247,117,19,111,0.54,418,0.61,0.61,1,0.06,1,18,Lithuania
MUNI-ARIMA,inc case,2,LT,608,250,63,295,0.7,974,0.73,0.41,1,0.04,1,17,Lithuania
RobertWalraven-ESG,inc case,1,LT,419,84,119,216,0.93,630,0.85,0.42,0.77,-0.06,1,26,Lithuania
MUNI-ARIMA,inc case,3,LT,934,349,161,424,0.76,1471,0.78,0.47,1,-0.06,1,15,Lithuania
RobertWalraven-ESG,inc case,2,LT,755,102,385,267,1,1139,0.83,0.44,0.6,-0.27,1,25,Lithuania
MUNI-ARIMA,inc case,4,LT,1265,462,300,503,0.81,2049,0.84,0.43,1,-0.11,1,14,Lithuania
RobertWalraven-ESG,inc case,3,LT,1001,116,679,207,0.97,1714,0.85,0.29,0.5,-0.36,1,24,Lithuania
RobertWalraven-ESG,inc case,4,LT,1299,127,1023,149,0.99,2264,0.84,0.26,0.43,-0.38,1,23,Lithuania
Karlen-pypm,inc case,1,LT,480,241,3,235,1.2,657,1.04,0.71,1,0.35,1,7,Lithuania
Karlen-pypm,inc case,2,LT,1691,477,0,1214,2.22,2282,1.96,0.5,0.5,0.63,1,6,Lithuania
Karlen-pypm,inc case,3,LT,4922,895,0,4028,4.22,6620,3.45,0.2,0.4,0.82,1,5,Lithuania
Karlen-pypm,inc case,4,LT,12902,1988,0,10915,8.25,16768,7.05,0.25,0.5,0.8,1,4,Lithuania
EuroCOVIDhub-baseline,inc death,1,LT,7,2,2,3,1,10,1,0.27,1,0.01,1,26,Lithuania
EuroCOVIDhub-ensemble,inc death,1,LT,5,3,1,1,0.72,7,0.7,0.73,0.96,0.03,1,26,Lithuania
IEM_Health-CovidProject,inc death,1,LT,5,3,1,1,0.66,7,0.64,0.73,0.96,-0.06,1,26,Lithuania
ILM-EKF,inc death,1,LT,9,8,0,1,1.25,6,0.54,0.96,1,-0.01,1,26,Lithuania
LANL-GrowthRate,inc death,1,LT,10,2,5,3,1.52,14,1.45,0.2,0.72,-0.14,1,25,Lithuania
RobertWalraven-ESG,inc death,1,LT,6,2,3,2,0.93,9,0.92,0.35,0.69,-0.18,1,26,Lithuania
USC-SIkJalpha,inc death,1,LT,5,2,1,3,0.78,7,0.68,0.42,0.5,0.19,1,26,Lithuania
epiforecasts-EpiNow2,inc death,1,LT,6,3,1,2,0.83,9,0.85,0.64,0.96,0.12,1,25,Lithuania
EuroCOVIDhub-baseline,inc death,2,LT,10,4,3,3,1,16,1,0.4,1,0.06,1,25,Lithuania
EuroCOVIDhub-ensemble,inc death,2,LT,7,3,1,2,0.68,9,0.59,0.64,0.96,0.06,1,25,Lithuania
IEM_Health-CovidProject,inc death,2,LT,8,4,2,2,0.86,13,0.78,0.52,0.92,-0.03,1,25,Lithuania
ILM-EKF,inc death,2,LT,11,9,0,1,1.03,10,0.62,0.96,1,0.04,1,25,Lithuania
LANL-GrowthRate,inc death,2,LT,13,2,7,4,1.45,18,1.22,0.17,0.67,-0.16,1,24,Lithuania
RobertWalraven-ESG,inc death,2,LT,10,2,5,3,1.03,15,0.92,0.32,0.64,-0.26,1,25,Lithuania
USC-SIkJalpha,inc death,2,LT,8,2,1,4,0.78,11,0.62,0.28,0.48,0.17,1,25,Lithuania
epiforecasts-EpiNow2,inc death,2,LT,9,4,1,4,0.89,14,0.89,0.46,0.96,0.16,1,24,Lithuania
EuroCOVIDhub-baseline,inc death,3,LT,12,5,3,4,1,20,1,0.54,1,0.1,1,24,Lithuania
EuroCOVIDhub-ensemble,inc death,3,LT,9,4,2,3,0.71,13,0.66,0.5,0.96,0.16,1,24,Lithuania
IEM_Health-CovidProject,inc death,3,LT,12,5,4,3,1.01,18,0.87,0.46,0.88,-0.04,1,24,Lithuania
ILM-EKF,inc death,3,LT,14,10,1,3,1.05,17,0.82,0.75,1,0.03,1,24,Lithuania
LANL-GrowthRate,inc death,3,LT,14,2,8,4,1.2,19,0.97,0.13,0.65,-0.08,1,23,Lithuania
RobertWalraven-ESG,inc death,3,LT,15,2,9,4,1.16,20,0.98,0.25,0.54,-0.21,1,24,Lithuania
USC-SIkJalpha,inc death,3,LT,13,2,1,9,0.9,17,0.74,0.25,0.33,0.24,1,24,Lithuania
epiforecasts-EpiNow2,inc death,3,LT,14,6,1,7,1.07,22,1.04,0.35,0.96,0.25,1,23,Lithuania
EuroCOVIDhub-baseline,inc death,4,LT,15,6,3,5,1,25,1,0.43,1,0.13,1,23,Lithuania
EuroCOVIDhub-ensemble,inc death,4,LT,13,6,3,4,0.86,20,0.78,0.43,0.91,0.19,1,23,Lithuania
IEM_Health-CovidProject,inc death,4,LT,16,6,7,3,1.11,24,0.93,0.43,0.78,-0.07,1,23,Lithuania
ILM-EKF,inc death,4,LT,19,11,2,6,1.2,26,1.01,0.48,1,0.05,1,23,Lithuania
LANL-GrowthRate,inc death,4,LT,15,3,8,4,1.07,20,0.81,0.27,0.68,-0.1,1,22,Lithuania
RobertWalraven-ESG,inc death,4,LT,18,3,11,4,1.19,25,0.97,0.17,0.61,-0.15,1,23,Lithuania
UMass-MechBayes,inc death,1,LT,5,2,0,2,0.68,7,0.67,0.7,0.96,0.15,1,23,Lithuania
USC-SIkJalpha,inc death,4,LT,16,3,2,11,0.93,22,0.75,0.26,0.43,0.24,1,23,Lithuania
epiforecasts-EpiNow2,inc death,4,LT,26,13,1,12,1.7,39,1.47,0.36,0.91,0.22,1,22,Lithuania
LANL-GrowthRate,inc death,5,LT,17,4,9,5,NA,24,NA,0.29,0.67,-0.08,1,21,Lithuania
UMass-MechBayes,inc death,2,LT,5,3,0,3,0.55,8,0.5,0.68,0.95,0.3,1,22,Lithuania
USC-SIkJalpha,inc death,5,LT,21,4,3,14,NA,28,NA,0.27,0.36,0.18,1,22,Lithuania
LANL-GrowthRate,inc death,6,LT,20,4,9,6,NA,28,NA,0.4,0.6,0,1,20,Lithuania
UMass-MechBayes,inc death,3,LT,7,4,0,3,0.53,12,0.52,0.43,0.95,0.33,1,21,Lithuania
UMass-MechBayes,inc death,4,LT,12,5,1,6,0.75,19,0.69,0.35,0.8,0.32,1,20,Lithuania
MUNI-ARIMA,inc death,1,LT,6,2,2,2,0.89,9,0.87,0.56,0.89,0.02,1,18,Lithuania
MUNI-ARIMA,inc death,2,LT,9,3,3,3,0.95,14,0.91,0.59,0.94,-0.06,1,17,Lithuania
MUNI-ARIMA,inc death,3,LT,11,4,5,3,1.04,17,0.96,0.47,0.87,-0.15,1,15,Lithuania
MUNI-ARIMA,inc death,4,LT,15,4,8,3,1.14,23,1.01,0.5,0.86,-0.15,1,14,Lithuania
Karlen-pypm,inc death,1,LT,6,2,4,0,1.06,9,1.32,0.29,1,-0.44,1,7,Lithuania
Karlen-pypm,inc death,2,LT,8,2,5,1,0.87,13,0.91,0.33,1,-0.18,1,6,Lithuania
Karlen-pypm,inc death,3,LT,13,3,6,3,0.92,21,0.92,0.2,1,0.01,1,5,Lithuania
Karlen-pypm,inc death,4,LT,27,7,5,15,1.36,44,1.35,0.25,1,0.32,1,4,Lithuania
EuroCOVIDhub-baseline,inc case,1,LU,102,44,27,31,1,151,1,0.5,1,0.12,1,26,Luxembourg
EuroCOVIDhub-ensemble,inc case,1,LU,101,60,24,17,0.96,140,0.92,0.73,0.96,0.06,1,26,Luxembourg
IEM_Health-CovidProject,inc case,1,LU,160,51,42,66,1.5,230,1.47,0.31,0.81,0.2,1,26,Luxembourg
ILM-EKF,inc case,1,LU,158,65,46,47,1.65,217,1.53,0.62,0.85,0.22,1,26,Luxembourg
LANL-GrowthRate,inc case,1,LU,134,67,65,1,1.2,181,1.11,0.68,0.92,-0.33,1,25,Luxembourg
