model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
EuroCOVIDhub-baseline,inc death,3,IS,0,0,0,0,1,1,1,1,-0.03,1,18,Iceland
EuroCOVIDhub-ensemble,inc death,3,IS,0,0,0,0,1.65,2,0.94,1,-0.01,1,18,Iceland
ILM-EKF,inc death,3,IS,0,0,0,0,3.31,2,1,1,0.01,1,18,Iceland
LANL-GrowthRate,inc death,3,IS,0,0,0,0,1.6,1.82,0.94,1,-0.04,1,17,Iceland
RobertWalraven-ESG,inc death,3,IS,0,0,0,0,1.14,1,1,1,-0.02,1,18,Iceland
USC-SIkJalpha,inc death,3,IS,0,0,0,0,0.53,1,0.94,0.94,-0.06,1,18,Iceland
epiforecasts-EpiNow2,inc death,3,IS,0,0,0,0,3.15,5,0.94,1,0.02,1,18,Iceland
EuroCOVIDhub-baseline,inc death,4,IS,0,0,0,0,1,1,1,1,-0.02,1,17,Iceland
EuroCOVIDhub-ensemble,inc death,4,IS,0,0,0,0,2.25,3,0.94,1,0.04,1,17,Iceland
ILM-EKF,inc death,4,IS,0,0,0,0,2.7,2,1,1,0.01,1,17,Iceland
LANL-GrowthRate,inc death,4,IS,0,0,0,0,1.77,2.31,0.94,1,-0.04,1,16,Iceland
RobertWalraven-ESG,inc death,4,IS,0,0,0,0,1.01,1,1,1,-0.02,1,17,Iceland
UMass-MechBayes,inc death,1,IS,0,0,0,0,2.06,0.76,0.94,1,-0.05,1,17,Iceland
USC-SIkJalpha,inc death,4,IS,0,0,0,0,0.45,1,0.94,0.94,-0.06,1,17,Iceland
epiforecasts-EpiNow2,inc death,4,IS,1,1,0,0,6.3,11,0.88,1,0.06,1,17,Iceland
UMass-MechBayes,inc death,2,IS,0,0,0,0,1.65,0.67,0.94,1,-0.06,1,16,Iceland
USC-SIkJalpha,inc death,5,IS,0,0,0,0,NA,NA,0.94,0.94,-0.06,1,16,Iceland
UMass-MechBayes,inc death,3,IS,0,0,0,0,1.7,0.88,0.93,1,-0.06,1,15,Iceland
UMass-SemiMech,inc death,3,IS,0,0,0,0,1.5,0.88,0.93,1,-0.05,1,15,Iceland
UMass-MechBayes,inc death,4,IS,0,0,0,0,1.88,1.11,0.93,1,-0.06,1,14,Iceland
UMass-SemiMech,inc death,4,IS,0,0,0,0,1.67,1.11,0.93,1,-0.05,1,14,Iceland
MUNI-ARIMA,inc death,1,IS,0,0,0,0,2.06,1.52,0.92,0.92,-0.08,1,12,Iceland
MUNI-ARIMA,inc death,2,IS,0,0,0,0,1.65,1.89,0.91,0.91,-0.09,1,11,Iceland
MUNI-ARIMA,inc death,3,IS,0,0,0,0,1.6,1.82,0.89,0.89,-0.11,1,9,Iceland
MUNI-ARIMA,inc death,4,IS,0,0,0,0,1.77,2.31,1,1,0,1,8,Iceland
EuroCOVIDhub-baseline,inc case,1,IT,6667,1445,1039,4184,1,1,0.35,1,0.31,1,20,Italy
EuroCOVIDhub-ensemble,inc case,1,IT,4171,2243,325,1602,0.58,0.62,0.55,0.95,0.15,1,20,Italy
IEM_Health-CovidProject,inc case,1,IT,6149,2270,667,3212,0.88,0.94,0.3,0.75,0.28,1,20,Italy
ILM-EKF,inc case,1,IT,5026,2880,945,1201,0.69,0.75,0.7,0.9,-0,1,20,Italy
LANL-GrowthRate,inc case,1,IT,3975,2331,1540,105,0.85,0.79,0.58,0.95,-0.43,1,19,Italy
USC-SIkJalpha,inc case,1,IT,7317,3339,687,3291,1.06,0.78,0.45,0.45,0.34,1,20,Italy
epiforecasts-EpiNow2,inc case,1,IT,3862,1633,943,1285,0.5,0.64,0.4,0.9,0.11,1,20,Italy
EuroCOVIDhub-baseline,inc case,2,IT,11792,2971,1011,7810,1,1,0.32,1,0.39,1,19,Italy
EuroCOVIDhub-ensemble,inc case,2,IT,7891,3565,910,3416,0.63,0.67,0.53,0.84,0.2,1,19,Italy
IEM_Health-CovidProject,inc case,2,IT,12724,3327,1689,7709,1.04,1.02,0.26,0.53,0.38,1,19,Italy
ILM-EKF,inc case,2,IT,10457,5832,1957,2667,0.83,0.8,0.63,0.84,0.02,1,19,Italy
LANL-GrowthRate,inc case,2,IT,6219,3126,2257,835,0.86,0.76,0.61,0.83,-0.23,1,18,Italy
USC-SIkJalpha,inc case,2,IT,10749,3569,2053,5127,0.91,0.69,0.32,0.42,0.33,1,19,Italy
epiforecasts-EpiNow2,inc case,2,IT,6987,3461,1338,2189,0.52,0.59,0.53,0.89,-0,1,19,Italy
EuroCOVIDhub-baseline,inc case,3,IT,17150,4286,925,11938,1,1,0.22,1,0.49,1,18,Italy
EuroCOVIDhub-ensemble,inc case,3,IT,12954,5077,1703,6173,0.73,0.73,0.39,0.83,0.3,1,18,Italy
IEM_Health-CovidProject,inc case,3,IT,21006,4701,2054,14251,1.17,1.11,0.22,0.56,0.44,1,18,Italy
ILM-EKF,inc case,3,IT,16624,9577,2630,4417,0.91,0.85,0.5,0.89,0.08,1,18,Italy
LANL-GrowthRate,inc case,3,IT,9032,3983,2467,2582,0.96,0.78,0.65,0.88,0.06,1,17,Italy
UNIPV-BayesINGARCHX,inc case,3,IT,26042,1314,3079,21650,1.41,0.97,0.22,0.33,0.19,1,18,Italy
USC-SIkJalpha,inc case,3,IT,13614,3892,2620,7102,0.8,0.63,0.28,0.44,0.33,1,18,Italy
UpgUmibUsi-MultiBayes,inc case,1,IT,4984,2167,1925,892,0.85,0.79,0.44,0.94,0.01,1,18,Italy
epiforecasts-EpiNow2,inc case,3,IT,11435,5273,2555,3607,0.63,0.61,0.5,0.89,-0.01,1,18,Italy
EuroCOVIDhub-baseline,inc case,4,IT,22381,5435,479,16468,1,1,0.24,1,0.6,1,17,Italy
EuroCOVIDhub-ensemble,inc case,4,IT,18479,6999,1927,9553,0.8,0.78,0.24,0.76,0.39,1,17,Italy
IEM_Health-CovidProject,inc case,4,IT,30836,6581,1939,22316,1.3,1.21,0.29,0.41,0.49,1,17,Italy
ILM-EKF,inc case,4,IT,23435,14625,2451,6359,0.96,0.87,0.59,0.88,0.11,1,17,Italy
LANL-GrowthRate,inc case,4,IT,12887,5025,2062,5800,0.98,0.8,0.31,0.81,0.33,1,16,Italy
UNIPV-BayesINGARCHX,inc case,4,IT,34091,1372,2864,29855,1.41,1,0.18,0.24,0.41,1,17,Italy
USC-SIkJalpha,inc case,4,IT,16370,4456,2652,9262,0.74,0.63,0.24,0.47,0.34,1,17,Italy
epiforecasts-EpiNow2,inc case,4,IT,16742,7148,3480,6115,0.73,0.7,0.35,0.88,-0.07,1,17,Italy
USC-SIkJalpha,inc case,5,IT,19417,5046,2666,11705,NA,NA,0.25,0.44,0.35,1,16,Italy
UMass-SemiMech,inc case,3,IT,9885,4824,2195,2866,0.96,0.78,0.47,0.93,0.13,1,15,Italy
UMass-SemiMech,inc case,4,IT,12691,5864,3093,3734,0.98,0.8,0.36,0.86,0.18,1,14,Italy
MUNI-ARIMA,inc case,1,IT,1252,808,213,231,0.79,0.75,0.75,1,-0.12,1,12,Italy
epiMOX-SUIHTER,inc case,1,IT,1480,779,676,25,0.93,0.83,0.58,0.92,-0.41,1,12,Italy
MUNI-ARIMA,inc case,2,IT,3273,1769,1117,388,0.86,0.76,0.73,1,-0.23,1,11,Italy
RobertWalraven-ESG,inc case,1,IT,6449,1073,2166,3210,2.11,1.1,0.25,0.65,0.15,1,20,Italy
MUNI-ARIMA,inc case,3,IT,4944,2043,2526,375,0.96,0.78,0.67,1,-0.35,1,9,Italy
RobertWalraven-ESG,inc case,2,IT,8547,1402,3740,3405,1.54,0.83,0.26,0.68,0.16,1,19,Italy
MUNI-ARIMA,inc case,4,IT,5587,2403,2846,338,0.98,0.8,0.62,1,-0.38,1,8,Italy
RobertWalraven-ESG,inc case,3,IT,9561,1737,4471,3354,1.34,0.67,0.17,0.61,0.22,1,18,Italy
RobertWalraven-ESG,inc case,4,IT,9741,2117,4537,3087,1.18,0.56,0.29,0.59,0.3,1,17,Italy
EuroCOVIDhub-baseline,inc death,1,IT,147,56,25,67,1,1,0.35,1,0.22,1,20,Italy
EuroCOVIDhub-ensemble,inc death,1,IT,64,44,10,10,0.44,0.41,0.8,1,0.1,1,20,Italy
IEM_Health-CovidProject,inc death,1,IT,115,61,26,28,0.78,0.82,0.55,1,0.15,1,20,Italy
ILM-EKF,inc death,1,IT,90,76,5,9,0.61,0.36,0.85,1,0.11,1,20,Italy
LANL-GrowthRate,inc death,1,IT,57,13,39,4,0.38,0.35,0.32,0.79,-0.24,1,19,Italy
RobertWalraven-ESG,inc death,1,IT,105,30,35,40,0.72,0.66,0.65,0.8,-0.08,1,20,Italy
USC-SIkJalpha,inc death,1,IT,136,49,10,76,0.92,0.66,0.3,0.4,0.52,1,20,Italy
epiforecasts-EpiNow2,inc death,1,IT,62,28,17,18,0.42,0.39,0.6,0.95,0.05,1,20,Italy
EuroCOVIDhub-baseline,inc death,2,IT,263,106,38,120,1,1,0.53,1,0.29,1,19,Italy
EuroCOVIDhub-ensemble,inc death,2,IT,88,58,10,21,0.34,0.3,0.79,1,0.13,1,19,Italy
IEM_Health-CovidProject,inc death,2,IT,221,88,47,86,0.84,0.84,0.47,0.95,0.29,1,19,Italy
ILM-EKF,inc death,2,IT,104,87,1,15,0.39,0.23,0.95,1,0.14,1,19,Italy
Imperial-DeCa,inc death,1,IT,57,7,35,16,0.42,0.35,0.31,0.44,-0.12,1,16,Italy
Imperial-RtI0,inc death,1,IT,146,18,15,113,1.07,0.9,0.25,0.56,0.52,1,16,Italy
Imperial-sbkp,inc death,1,IT,118,11,20,87,0.87,0.69,0.31,0.56,0.28,1,16,Italy
LANL-GrowthRate,inc death,2,IT,85,23,57,6,0.52,0.42,0.39,0.83,-0.14,1,18,Italy
RobertWalraven-ESG,inc death,2,IT,199,38,82,79,0.76,0.62,0.58,0.68,-0.04,1,19,Italy
USC-SIkJalpha,inc death,2,IT,156,59,5,92,0.59,0.41,0.47,0.47,0.62,1,19,Italy
epiforecasts-EpiNow2,inc death,2,IT,99,35,17,47,0.38,0.35,0.42,0.89,0.09,1,19,Italy
EuroCOVIDhub-baseline,inc death,3,IT,373,146,43,185,1,1,0.39,1,0.36,1,18,Italy
EuroCOVIDhub-ensemble,inc death,3,IT,123,76,7,40,0.33,0.3,0.72,1,0.24,1,18,Italy
IEM_Health-CovidProject,inc death,3,IT,360,121,60,179,0.97,0.96,0.33,0.94,0.44,1,18,Italy
ILM-EKF,inc death,3,IT,154,114,1,39,0.41,0.31,0.83,1,0.19,1,18,Italy
LANL-GrowthRate,inc death,3,IT,117,34,72,11,0.53,0.44,0.41,0.76,-0.2,1,17,Italy
RobertWalraven-ESG,inc death,3,IT,277,45,115,117,0.74,0.57,0.56,0.72,0.03,1,18,Italy
USC-SIkJalpha,inc death,3,IT,228,67,1,159,0.61,0.44,0.22,0.44,0.74,1,18,Italy
UpgUmibUsi-MultiBayes,inc death,1,IT,78,31,42,5,0.62,0.53,0.5,0.94,-0.23,1,18,Italy
epiforecasts-EpiNow2,inc death,3,IT,142,54,11,77,0.38,0.33,0.56,0.83,0.06,1,18,Italy
EuroCOVIDhub-baseline,inc death,4,IT,479,179,40,260,1,1,0.29,1,0.44,1,17,Italy
EuroCOVIDhub-ensemble,inc death,4,IT,183,103,5,76,0.38,0.35,0.53,1,0.31,1,17,Italy
IEM_Health-CovidProject,inc death,4,IT,549,163,71,315,1.15,1.13,0.24,0.88,0.51,1,17,Italy
ILM-EKF,inc death,4,IT,239,166,2,72,0.5,0.41,0.71,1,0.21,1,17,Italy
LANL-GrowthRate,inc death,4,IT,160,48,75,37,0.59,0.49,0.19,0.81,-0.05,1,16,Italy
RobertWalraven-ESG,inc death,4,IT,361,53,152,157,0.75,0.56,0.53,0.71,0.16,1,17,Italy
UMass-MechBayes,inc death,1,IT,76,40,28,7,0.62,0.5,0.65,0.94,-0.11,1,17,Italy
USC-SIkJalpha,inc death,4,IT,271,86,0,184,0.56,0.4,0.35,0.47,0.62,1,17,Italy
epiforecasts-EpiNow2,inc death,4,IT,208,87,13,107,0.43,0.38,0.41,0.94,0.02,1,17,Italy
UMass-MechBayes,inc death,2,IT,73,47,20,5,0.52,0.27,0.62,1,-0.13,1,16,Italy
USC-SIkJalpha,inc death,5,IT,332,110,1,222,NA,NA,0.38,0.5,0.56,1,16,Italy
UMass-MechBayes,inc death,3,IT,81,57,14,10,0.4,0.24,0.8,1,-0.17,1,15,Italy
UMass-SemiMech,inc death,3,IT,144,75,20,49,0.71,0.48,0.53,1,0.14,1,15,Italy
UMass-MechBayes,inc death,4,IT,109,69,12,28,0.44,0.27,0.64,1,-0.16,1,14,Italy
UMass-SemiMech,inc death,4,IT,193,93,20,79,0.78,0.51,0.5,1,0.12,1,14,Italy
MUNI-ARIMA,inc death,1,IT,50,26,10,14,0.78,0.75,0.67,1,0.04,1,12,Italy
epiMOX-SUIHTER,inc death,1,IT,32,5,12,15,0.5,0.37,0.5,0.67,-0.13,1,12,Italy
MUNI-ARIMA,inc death,2,IT,73,47,7,19,0.52,0.42,0.73,1,0,1,11,Italy
MUNI-ARIMA,inc death,3,IT,81,59,8,14,0.53,0.44,0.78,1,-0,1,9,Italy
MUNI-ARIMA,inc death,4,IT,114,74,12,29,0.59,0.49,0.62,1,-0.03,1,8,Italy
EuroCOVIDhub-baseline,inc case,1,LI,7,2,2,3,1,1,0.2,1,0.02,1,20,Liechtenstein
EuroCOVIDhub-ensemble,inc case,1,LI,6,3,2,2,1,0.97,0.5,0.9,0.07,1,20,Liechtenstein
IEM_Health-CovidProject,inc case,1,LI,6,2,2,2,0.97,0.94,0.35,0.8,-0.01,1,20,Liechtenstein
ILM-EKF,inc case,1,LI,14,5,6,3,2.15,2.23,0.4,0.95,0.01,1,20,Liechtenstein
LANL-GrowthRate,inc case,1,LI,8,2,4,3,1.21,1.21,0.42,0.68,-0.08,1,19,Liechtenstein
USC-SIkJalpha,inc case,1,LI,8,2,3,3,1.18,0.95,0.35,0.45,-0.09,1,20,Liechtenstein
epiforecasts-EpiNow2,inc case,1,LI,10,3,2,4,1.42,1.58,0.35,0.75,0.05,1,20,Liechtenstein
EuroCOVIDhub-baseline,inc case,2,LI,9,4,2,3,1,1,0.74,1,-0.02,1,19,Liechtenstein
EuroCOVIDhub-ensemble,inc case,2,LI,11,4,3,4,1.11,1.2,0.47,0.89,0.12,1,19,Liechtenstein
IEM_Health-CovidProject,inc case,2,LI,11,3,3,5,1.11,1.31,0.37,0.79,0.08,1,19,Liechtenstein
ILM-EKF,inc case,2,LI,18,6,7,4,1.99,2.05,0.32,0.95,0.02,1,19,Liechtenstein
LANL-GrowthRate,inc case,2,LI,14,3,7,5,1.27,1.42,0.22,0.61,-0.13,1,18,Liechtenstein
USC-SIkJalpha,inc case,2,LI,11,3,4,4,1.13,1.02,0.53,0.58,-0.07,1,19,Liechtenstein
epiforecasts-EpiNow2,inc case,2,LI,20,7,3,10,2.02,2.26,0.26,0.74,0.07,1,19,Liechtenstein
EuroCOVIDhub-baseline,inc case,3,LI,13,6,3,4,1,1,0.67,1,0.03,1,18,Liechtenstein
EuroCOVIDhub-ensemble,inc case,3,LI,16,6,3,6,1.16,1.22,0.39,0.83,0.16,1,18,Liechtenstein
IEM_Health-CovidProject,inc case,3,LI,15,5,3,7,1.04,1.27,0.22,0.72,0.07,1,18,Liechtenstein
ILM-EKF,inc case,3,LI,22,7,9,6,1.82,1.62,0.28,0.94,0.05,1,18,Liechtenstein
LANL-GrowthRate,inc case,3,LI,17,3,8,6,1.32,1.35,0.29,0.59,-0.05,1,17,Liechtenstein
USC-SIkJalpha,inc case,3,LI,16,3,5,7,1.14,1,0.33,0.39,-0.07,1,18,Liechtenstein
epiforecasts-EpiNow2,inc case,3,LI,32,13,3,15,2.18,2.28,0.39,0.78,0.05,1,18,Liechtenstein
EuroCOVIDhub-baseline,inc case,4,LI,16,7,4,5,1,1,0.59,1,0.04,1,17,Liechtenstein
EuroCOVIDhub-ensemble,inc case,4,LI,23,9,4,10,1.34,1.38,0.29,0.76,0.15,1,17,Liechtenstein
IEM_Health-CovidProject,inc case,4,LI,23,7,5,11,1.31,1.46,0.18,0.76,0.02,1,17,Liechtenstein
ILM-EKF,inc case,4,LI,26,9,10,7,1.79,1.44,0.29,0.88,0.08,1,17,Liechtenstein
LANL-GrowthRate,inc case,4,LI,19,3,9,7,1.42,1.4,0.25,0.69,0.03,1,16,Liechtenstein
USC-SIkJalpha,inc case,4,LI,24,4,7,12,1.34,1.13,0.24,0.35,-0.19,1,17,Liechtenstein
epiforecasts-EpiNow2,inc case,4,LI,44,19,3,22,2.23,2.42,0.41,0.71,-0.06,1,17,Liechtenstein
USC-SIkJalpha,inc case,5,LI,29,5,8,15,NA,NA,0.12,0.31,-0.22,1,16,Liechtenstein
UMass-SemiMech,inc case,3,LI,16,7,2,7,1.32,1.35,0.33,0.87,0.38,1,15,Liechtenstein
UMass-SemiMech,inc case,4,LI,23,10,2,11,1.42,1.4,0.21,0.93,0.4,1,14,Liechtenstein
MUNI-ARIMA,inc case,1,LI,5,2,1,2,1.21,1.21,0.25,0.92,0.09,1,12,Liechtenstein
MUNI-ARIMA,inc case,2,LI,7,3,1,3,1.27,1.42,0.64,1,0.15,1,11,Liechtenstein
RobertWalraven-ESG,inc case,1,LI,3,1,2,0,0.88,1.02,0.35,0.8,-0.31,1,20,Liechtenstein
MUNI-ARIMA,inc case,3,LI,7,4,1,1,1.32,1.35,0.78,1,0.07,1,9,Liechtenstein
RobertWalraven-ESG,inc case,2,LI,3,1,2,0,0.76,1.09,0.58,0.74,-0.38,1,19,Liechtenstein
MUNI-ARIMA,inc case,4,LI,7,6,1,1,1.42,1.4,0.88,1,0,1,8,Liechtenstein
RobertWalraven-ESG,inc case,3,LI,4,1,3,0,0.96,1.05,0.39,0.61,-0.42,1,18,Liechtenstein
RobertWalraven-ESG,inc case,4,LI,4,1,2,0,0.88,0.96,0.35,0.71,-0.36,1,17,Liechtenstein
EuroCOVIDhub-baseline,inc death,1,LI,0,0,0,0,1,1,0.6,1,0,1,20,Liechtenstein
EuroCOVIDhub-ensemble,inc death,1,LI,0,0,0,0,0.88,0.62,0.9,1,-0.09,1,20,Liechtenstein
IEM_Health-CovidProject,inc death,1,LI,1,0,0,0,2.08,2.13,0.8,0.95,0.16,1,20,Liechtenstein
ILM-EKF,inc death,1,LI,0,0,0,0,1.76,0.62,0.95,1,-0.06,1,20,Liechtenstein
LANL-GrowthRate,inc death,1,LI,0,0,0,0,1.12,0.86,0.89,1,-0.12,1,19,Liechtenstein
RobertWalraven-ESG,inc death,1,LI,0,0,0,0,0.82,0.88,0.85,1,-0.01,1,20,Liechtenstein
USC-SIkJalpha,inc death,1,LI,0,0,0,0,1.08,0.75,0.7,0.7,-0.2,1,20,Liechtenstein
epiforecasts-EpiNow2,inc death,1,LI,0,0,0,0,0.7,0.75,0.95,1,-0.05,1,20,Liechtenstein
EuroCOVIDhub-baseline,inc death,2,LI,0,0,0,0,1,1,1,1,0.03,1,19,Liechtenstein
EuroCOVIDhub-ensemble,inc death,2,LI,0,0,0,0,0.92,0.57,1,1,-0.04,1,19,Liechtenstein
IEM_Health-CovidProject,inc death,2,LI,1,1,0,0,2.67,2.29,0.95,0.95,0.13,1,19,Liechtenstein
ILM-EKF,inc death,2,LI,1,0,0,0,1.91,1.29,0.95,1,-0.04,1,19,Liechtenstein
LANL-GrowthRate,inc death,2,LI,0,0,0,0,1.16,0.92,1,1,-0.04,1,18,Liechtenstein
RobertWalraven-ESG,inc death,2,LI,0,0,0,0,0.67,0.71,1,1,-0.03,1,19,Liechtenstein
USC-SIkJalpha,inc death,2,LI,0,0,0,0,0.96,0.71,0.74,0.74,-0.16,1,19,Liechtenstein
epiforecasts-EpiNow2,inc death,2,LI,0,0,0,0,0.81,0.71,0.95,1,-0.03,1,19,Liechtenstein
EuroCOVIDhub-baseline,inc death,3,LI,0,0,0,0,1,1,1,1,0.04,1,18,Liechtenstein
EuroCOVIDhub-ensemble,inc death,3,LI,0,0,0,0,0.95,0.75,1,1,-0.02,1,18,Liechtenstein
IEM_Health-CovidProject,inc death,3,LI,1,1,0,0,2.75,1.63,1,1,0.17,1,18,Liechtenstein
ILM-EKF,inc death,3,LI,0,0,0,0,1.48,0.88,1,1,0.02,1,18,Liechtenstein
LANL-GrowthRate,inc death,3,LI,0,0,0,0,1.11,0.89,0.94,1,-0.06,1,17,Liechtenstein
RobertWalraven-ESG,inc death,3,LI,0,0,0,0,0.68,0.75,1,1,-0.06,1,18,Liechtenstein
USC-SIkJalpha,inc death,3,LI,0,0,0,0,0.67,0.5,0.78,0.78,-0.11,1,18,Liechtenstein
epiforecasts-EpiNow2,inc death,3,LI,0,0,0,0,1.06,1.25,0.89,1,0.04,1,18,Liechtenstein
EuroCOVIDhub-baseline,inc death,4,LI,0,0,0,0,1,1,1,1,0.04,1,17,Liechtenstein
EuroCOVIDhub-ensemble,inc death,4,LI,0,0,0,0,1.05,0.75,1,1,0.01,1,17,Liechtenstein
IEM_Health-CovidProject,inc death,4,LI,1,1,0,0,3.45,2,0.94,1,0.19,1,17,Liechtenstein
ILM-EKF,inc death,4,LI,1,0,0,0,1.41,0.88,1,1,0.02,1,17,Liechtenstein
LANL-GrowthRate,inc death,4,LI,0,0,0,0,1.14,0.77,1,1,-0.04,1,16,Liechtenstein
RobertWalraven-ESG,inc death,4,LI,0,0,0,0,0.53,0.25,1,1,-0.05,1,17,Liechtenstein
UMass-MechBayes,inc death,1,LI,0,0,0,0,1.12,0.41,0.94,1,-0.09,1,17,Liechtenstein
USC-SIkJalpha,inc death,4,LI,0,0,0,0,0.65,0.5,0.76,0.76,-0.12,1,17,Liechtenstein
epiforecasts-EpiNow2,inc death,4,LI,0,0,0,0,1.25,1.25,0.88,1,0.06,1,17,Liechtenstein
UMass-MechBayes,inc death,2,LI,0,0,0,0,1.16,0.27,0.94,1,-0.05,1,16,Liechtenstein
USC-SIkJalpha,inc death,5,LI,0,0,0,0,NA,NA,0.88,0.88,-0.12,1,16,Liechtenstein
UMass-MechBayes,inc death,3,LI,0,0,0,0,1.07,0.59,0.93,1,-0.03,1,15,Liechtenstein
UMass-SemiMech,inc death,3,LI,0,0,0,0,1.15,0.59,0.93,1,-0.03,1,15,Liechtenstein
UMass-MechBayes,inc death,4,LI,0,0,0,0,1.12,0.49,0.93,1,-0.03,1,14,Liechtenstein
UMass-SemiMech,inc death,4,LI,0,0,0,0,1.15,0.49,0.93,1,-0.01,1,14,Liechtenstein
MUNI-ARIMA,inc death,1,LI,0,0,0,0,1.12,0.86,0.83,1,-0.13,1,12,Liechtenstein
MUNI-ARIMA,inc death,2,LI,0,0,0,0,1.16,0.92,0.91,1,-0.07,1,11,Liechtenstein
MUNI-ARIMA,inc death,3,LI,0,0,0,0,1.11,0.89,0.89,1,-0.11,1,9,Liechtenstein
MUNI-ARIMA,inc death,4,LI,0,0,0,0,1.14,0.77,0.88,1,-0.09,1,8,Liechtenstein
EuroCOVIDhub-baseline,inc case,1,LT,527,91,158,278,1,1,0.1,1,-0.04,1,20,Lithuania
EuroCOVIDhub-ensemble,inc case,1,LT,364,178,67,119,0.67,0.64,0.5,0.9,0.05,1,20,Lithuania
IEM_Health-CovidProject,inc case,1,LT,471,187,108,176,0.88,0.86,0.5,0.75,0.05,1,20,Lithuania
ILM-EKF,inc case,1,LT,540,198,132,210,1.01,1.1,0.35,0.85,0.11,1,20,Lithuania
LANL-GrowthRate,inc case,1,LT,385,195,180,10,0.89,0.85,0.58,1,-0.46,1,19,Lithuania
USC-SIkJalpha,inc case,1,LT,606,161,90,355,1.17,0.83,0.25,0.35,0.16,1,20,Lithuania
epiforecasts-EpiNow2,inc case,1,LT,394,175,83,136,0.68,0.8,0.3,0.8,0.1,1,20,Lithuania
EuroCOVIDhub-baseline,inc case,2,LT,939,202,256,481,1,1,0.32,0.95,0.03,1,19,Lithuania
EuroCOVIDhub-ensemble,inc case,2,LT,708,274,135,300,0.72,0.69,0.42,0.84,0.11,1,19,Lithuania
IEM_Health-CovidProject,inc case,2,LT,924,267,221,436,0.97,0.98,0.26,0.68,0.09,1,19,Lithuania
ILM-EKF,inc case,2,LT,973,322,209,441,0.99,1.06,0.16,0.79,0.14,1,19,Lithuania
LANL-GrowthRate,inc case,2,LT,663,255,304,104,0.9,0.86,0.44,0.89,-0.3,1,18,Lithuania
USC-SIkJalpha,inc case,2,LT,1058,188,203,666,1.12,0.78,0.21,0.32,0.08,1,19,Lithuania
epiforecasts-EpiNow2,inc case,2,LT,862,345,183,335,0.83,0.89,0.37,0.79,0.12,1,19,Lithuania
EuroCOVIDhub-baseline,inc case,3,LT,1354,305,329,720,1,1,0.33,0.83,0.03,1,18,Lithuania
EuroCOVIDhub-ensemble,inc case,3,LT,1200,393,255,552,0.83,0.82,0.33,0.72,0.15,1,18,Lithuania
IEM_Health-CovidProject,inc case,3,LT,1476,374,341,761,1.05,1.05,0.22,0.67,0.17,1,18,Lithuania
ILM-EKF,inc case,3,LT,1547,492,279,776,1.07,1.14,0.22,0.72,0.17,1,18,Lithuania
LANL-GrowthRate,inc case,3,LT,1049,312,438,299,0.92,0.94,0.29,0.76,-0.15,1,17,Lithuania
USC-SIkJalpha,inc case,3,LT,1642,222,383,1036,1.17,0.87,0.22,0.22,0.04,1,18,Lithuania
epiforecasts-EpiNow2,inc case,3,LT,1372,508,345,519,0.87,0.97,0.28,0.67,0.09,1,18,Lithuania
EuroCOVIDhub-baseline,inc case,4,LT,1801,394,413,995,1,1,0.29,0.82,0.11,1,17,Lithuania
EuroCOVIDhub-ensemble,inc case,4,LT,1757,555,349,853,0.9,0.89,0.29,0.65,0.2,1,17,Lithuania
IEM_Health-CovidProject,inc case,4,LT,2091,529,448,1113,1.1,1.11,0.12,0.71,0.23,1,17,Lithuania
ILM-EKF,inc case,4,LT,2295,721,352,1221,1.16,1.25,0.29,0.71,0.2,1,17,Lithuania
LANL-GrowthRate,inc case,4,LT,1453,379,527,547,0.93,0.99,0.31,0.75,-0.02,1,16,Lithuania
USC-SIkJalpha,inc case,4,LT,2250,285,549,1415,1.18,0.92,0.18,0.24,0.09,1,17,Lithuania
epiforecasts-EpiNow2,inc case,4,LT,1995,721,500,775,0.92,1.07,0.24,0.71,0.13,1,17,Lithuania
USC-SIkJalpha,inc case,5,LT,2944,359,686,1899,NA,NA,0.19,0.25,0.1,1,16,Lithuania
UMass-SemiMech,inc case,3,LT,1241,421,82,738,0.92,0.94,0.33,0.53,0.32,1,15,Lithuania
UMass-SemiMech,inc case,4,LT,1715,573,74,1068,0.93,0.99,0.36,0.5,0.47,1,14,Lithuania
MUNI-ARIMA,inc case,1,LT,250,102,19,128,0.89,0.85,0.5,1,0.03,1,12,Lithuania
MUNI-ARIMA,inc case,2,LT,644,209,65,370,0.9,0.86,0.36,1,0.01,1,11,Lithuania
RobertWalraven-ESG,inc case,1,LT,523,94,74,354,1.03,0.94,0.4,0.8,0.12,1,20,Lithuania
MUNI-ARIMA,inc case,3,LT,910,259,122,529,0.92,0.94,0.44,1,-0.09,1,9,Lithuania
RobertWalraven-ESG,inc case,2,LT,693,118,118,458,0.82,0.82,0.47,0.68,-0.01,1,19,Lithuania
MUNI-ARIMA,inc case,4,LT,1189,356,161,673,0.93,0.99,0.5,1,-0.07,1,8,Lithuania
RobertWalraven-ESG,inc case,3,LT,635,141,119,375,0.64,0.82,0.39,0.61,-0.05,1,18,Lithuania
RobertWalraven-ESG,inc case,4,LT,567,165,110,292,0.51,0.79,0.35,0.59,-0.03,1,17,Lithuania
EuroCOVIDhub-baseline,inc death,1,LT,7,2,2,4,1,1,0.25,1,0.19,1,20,Lithuania
