model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
LANL-GrowthRate,inc case,1,IT,3399,2081,1154,163,0.57,5354,0.63,0.57,0.96,-0.39,1,28,Italy
UNIPV-BayesINGARCHX,inc case,1,IT,9677,1117,309,8252,1.63,10892,1.36,0.21,0.39,0.48,1,28,Italy
USC-SIkJalpha,inc case,1,IT,5771,2529,475,2767,0.98,6148,0.77,0.34,0.52,0.4,1,29,Italy
epiforecasts-EpiNow2,inc case,1,IT,3325,1675,648,1002,0.55,5259,0.6,0.55,0.93,0.11,1,29,Italy
EuroCOVIDhub-baseline,inc case,2,IT,9770,3147,1207,5416,1,15339,1,0.36,1,0.25,1,28,Italy
EuroCOVIDhub-ensemble,inc case,2,IT,7034,3449,593,2992,0.72,11140,0.72,0.54,0.86,0.29,1,28,Italy
IEM_Health-CovidProject,inc case,2,IT,10916,2917,1253,6746,1.12,16275,1.03,0.25,0.54,0.44,1,28,Italy
ILM-EKF,inc case,2,IT,10593,5844,1287,3462,1.14,15253,1,0.64,0.86,0.15,1,28,Italy
LANL-GrowthRate,inc case,2,IT,5389,2979,1529,881,0.55,7488,0.47,0.7,0.89,-0.19,1,27,Italy
UNIPV-BayesINGARCHX,inc case,2,IT,16256,1994,1113,13149,1.67,18567,1.27,0.19,0.44,0.37,1,27,Italy
USC-SIkJalpha,inc case,2,IT,9441,2780,1388,5273,1,11166,0.74,0.29,0.43,0.42,1,28,Italy
epiforecasts-EpiNow2,inc case,2,IT,7568,3948,917,2704,0.82,11814,0.78,0.61,0.89,0.07,1,28,Italy
EuroCOVIDhub-baseline,inc case,3,IT,14048,4456,1612,7980,1,23090,1,0.3,1,0.29,1,27,Italy
EuroCOVIDhub-ensemble,inc case,3,IT,11660,5098,1238,5324,0.86,18844,0.83,0.41,0.85,0.35,1,27,Italy
IEM_Health-CovidProject,inc case,3,IT,18291,4196,2337,11758,1.31,26623,1.15,0.26,0.52,0.45,1,27,Italy
ILM-EKF,inc case,3,IT,19877,10279,2466,7133,1.61,29101,1.37,0.52,0.85,0.18,1,27,Italy
LANL-GrowthRate,inc case,3,IT,8178,3958,2437,1783,0.6,11928,0.51,0.73,0.88,0.02,1,26,Italy
UNIPV-BayesINGARCHX,inc case,3,IT,23790,2611,2421,18758,1.71,27242,1.24,0.19,0.42,0.34,1,26,Italy
USC-SIkJalpha,inc case,3,IT,15201,3054,2900,9246,1.23,18720,0.87,0.22,0.37,0.39,1,27,Italy
UpgUmibUsi-MultiBayes,inc case,1,IT,4752,2113,1463,1176,0.89,7006,0.87,0.46,0.92,0.05,1,26,Italy
epiforecasts-EpiNow2,inc case,3,IT,15668,7364,1705,6599,1.31,23311,1.11,0.56,0.89,0.11,1,27,Italy
EuroCOVIDhub-baseline,inc case,4,IT,17969,5529,1808,10632,1,29607,1,0.35,1,0.32,1,26,Italy
EuroCOVIDhub-ensemble,inc case,4,IT,17154,7187,2005,7962,1.02,26741,0.94,0.27,0.81,0.38,1,26,Italy
IEM_Health-CovidProject,inc case,4,IT,26457,6000,3587,16870,1.48,37174,1.26,0.31,0.38,0.42,1,26,Italy
ILM-EKF,inc case,4,IT,34350,17504,3583,13263,2.34,48247,1.88,0.5,0.85,0.17,1,26,Italy
LANL-GrowthRate,inc case,4,IT,11902,4648,3676,3578,0.68,17443,0.58,0.4,0.8,0.16,1,25,Italy
UNIPV-BayesINGARCHX,inc case,4,IT,31373,3031,3771,24571,1.8,35643,1.27,0.12,0.32,0.42,1,25,Italy
USC-SIkJalpha,inc case,4,IT,22565,3529,4427,14608,1.54,28011,1.06,0.15,0.35,0.35,1,26,Italy
epiforecasts-EpiNow2,inc case,4,IT,29811,12741,2588,14482,2.11,44703,1.76,0.38,0.88,0.08,1,26,Italy
MUNI-ARIMA,inc case,1,IT,1411,1023,106,282,0.37,1787,0.32,0.81,1,0.06,1,21,Italy
epiMOX-SUIHTER,inc case,1,IT,1730,938,380,412,0.46,2337,0.42,0.62,0.95,-0.11,1,21,Italy
MUNI-ARIMA,inc case,2,IT,3897,2542,568,788,0.54,5655,0.48,0.8,1,0.06,1,20,Italy
RobertWalraven-ESG,inc case,1,IT,5320,1026,1509,2785,1.56,9207,1.16,0.24,0.66,0.21,1,29,Italy
MUNI-ARIMA,inc case,3,IT,6979,3956,1449,1574,0.71,11304,0.68,0.56,1,0.01,1,18,Italy
RobertWalraven-ESG,inc case,2,IT,8912,1184,3821,3907,1.33,14190,0.95,0.29,0.61,0.03,1,28,Italy
MUNI-ARIMA,inc case,4,IT,10382,5490,2476,2416,0.82,17481,0.82,0.59,1,-0.04,1,17,Italy
RobertWalraven-ESG,inc case,3,IT,12471,1358,6745,4367,1.25,18356,0.85,0.19,0.52,-0.01,1,27,Italy
RobertWalraven-ESG,inc case,4,IT,14876,1476,9772,3628,1.13,20635,0.75,0.23,0.5,-0.05,1,26,Italy
Karlen-pypm,inc case,1,IT,5277,2052,1,3225,1.28,6958,1.11,0.45,0.82,0.51,1,11,Italy
Karlen-pypm,inc case,2,IT,15546,3313,0,12233,1.79,20172,1.48,0.3,0.7,0.7,1,10,Italy
Karlen-pypm,inc case,3,IT,37971,5793,0,32178,2.93,48148,2.19,0.33,0.67,0.77,1,9,Italy
Karlen-pypm,inc case,4,IT,83268,10527,0,72741,4.94,103743,3.61,0.12,0.5,0.82,1,8,Italy
EuroCOVIDhub-baseline,inc death,1,IT,116,54,18,43,1,164,1,0.55,1,0.09,1,29,Italy
EuroCOVIDhub-ensemble,inc death,1,IT,50,36,7,7,0.4,69,0.41,0.79,1,0.06,1,29,Italy
IEM_Health-CovidProject,inc death,1,IT,84,47,20,18,0.61,136,0.74,0.48,1,0.06,1,29,Italy
ILM-EKF,inc death,1,IT,73,64,3,5,0.61,64,0.43,0.9,1,0.07,1,29,Italy
LANL-GrowthRate,inc death,1,IT,46,12,30,4,0.38,69,0.43,0.39,0.82,-0.24,1,28,Italy
RobertWalraven-ESG,inc death,1,IT,81,26,25,30,0.62,115,0.68,0.59,0.86,-0.05,1,29,Italy
USC-SIkJalpha,inc death,1,IT,104,36,11,57,0.84,113,0.71,0.21,0.38,0.34,1,29,Italy
epiforecasts-EpiNow2,inc death,1,IT,51,24,14,13,0.45,74,0.52,0.52,0.93,-0.06,1,29,Italy
EuroCOVIDhub-baseline,inc death,2,IT,203,101,27,75,1,312,1,0.68,1,0.14,1,28,Italy
EuroCOVIDhub-ensemble,inc death,2,IT,68,48,6,14,0.32,101,0.33,0.82,1,0.12,1,28,Italy
IEM_Health-CovidProject,inc death,2,IT,163,67,38,58,0.72,268,0.82,0.36,0.89,0.18,1,28,Italy
ILM-EKF,inc death,2,IT,87,74,2,11,0.43,87,0.32,0.89,1,0.12,1,28,Italy
LANL-GrowthRate,inc death,2,IT,72,20,46,6,0.33,111,0.34,0.37,0.81,-0.15,1,27,Italy
RobertWalraven-ESG,inc death,2,IT,149,32,59,58,0.64,204,0.63,0.5,0.79,-0.05,1,28,Italy
USC-SIkJalpha,inc death,2,IT,121,44,6,71,0.58,138,0.46,0.5,0.5,0.51,1,28,Italy
epiforecasts-EpiNow2,inc death,2,IT,84,30,16,38,0.43,130,0.47,0.29,0.89,0.01,1,28,Italy
EuroCOVIDhub-baseline,inc death,3,IT,280,136,30,114,1,448,1,0.59,1,0.19,1,27,Italy
EuroCOVIDhub-ensemble,inc death,3,IT,96,63,5,29,0.34,147,0.35,0.7,1,0.27,1,27,Italy
IEM_Health-CovidProject,inc death,3,IT,265,91,51,123,0.89,444,0.97,0.26,0.85,0.23,1,27,Italy
ILM-EKF,inc death,3,IT,129,97,2,30,0.46,163,0.39,0.81,1,0.17,1,27,Italy
LANL-GrowthRate,inc death,3,IT,102,29,61,11,0.36,163,0.35,0.38,0.73,-0.15,1,26,Italy
RobertWalraven-ESG,inc death,3,IT,207,38,86,83,0.65,272,0.59,0.52,0.74,-0.06,1,27,Italy
USC-SIkJalpha,inc death,3,IT,176,49,3,124,0.62,212,0.5,0.19,0.41,0.63,1,27,Italy
UpgUmibUsi-MultiBayes,inc death,1,IT,61,26,31,4,0.53,92,0.61,0.46,0.92,-0.25,1,26,Italy
epiforecasts-EpiNow2,inc death,3,IT,128,49,10,69,0.47,193,0.47,0.48,0.81,0.08,1,27,Italy
EuroCOVIDhub-baseline,inc death,4,IT,351,164,29,158,1,565,1,0.54,1,0.22,1,26,Italy
EuroCOVIDhub-ensemble,inc death,4,IT,142,84,3,55,0.4,219,0.41,0.58,1,0.3,1,26,Italy
IEM_Health-CovidProject,inc death,4,IT,398,122,66,211,1.08,657,1.13,0.23,0.81,0.23,1,26,Italy
ILM-EKF,inc death,4,IT,205,142,3,60,0.6,287,0.54,0.65,1,0.17,1,26,Italy
LANL-GrowthRate,inc death,4,IT,134,40,68,26,0.38,208,0.36,0.24,0.76,-0.14,1,25,Italy
RobertWalraven-ESG,inc death,4,IT,265,43,117,105,0.67,343,0.58,0.35,0.73,-0.06,1,26,Italy
UMass-MechBayes,inc death,1,IT,66,33,19,14,0.63,86,0.62,0.58,0.88,0.05,1,26,Italy
USC-SIkJalpha,inc death,4,IT,210,62,3,145,0.61,252,0.48,0.27,0.35,0.5,1,26,Italy
epiforecasts-EpiNow2,inc death,4,IT,204,88,11,106,0.64,300,0.59,0.42,0.88,0.12,1,26,Italy
UMass-MechBayes,inc death,2,IT,76,40,13,23,0.47,101,0.44,0.44,0.88,0.19,1,25,Italy
UMass-MechBayes,inc death,3,IT,110,52,8,49,0.53,158,0.5,0.54,0.83,0.19,1,24,Italy
UMass-MechBayes,inc death,4,IT,181,71,9,101,0.7,280,0.7,0.43,0.74,0.14,1,23,Italy
MUNI-ARIMA,inc death,1,IT,39,24,7,8,0.54,56,0.57,0.71,1,0.02,1,21,Italy
epiMOX-SUIHTER,inc death,1,IT,28,6,14,9,0.39,35,0.36,0.43,0.62,-0.34,1,21,Italy
MUNI-ARIMA,inc death,2,IT,61,43,6,11,0.53,79,0.46,0.8,1,-0.03,1,20,Italy
MUNI-ARIMA,inc death,3,IT,77,57,11,9,0.54,105,0.51,0.78,1,-0.1,1,18,Italy
MUNI-ARIMA,inc death,4,IT,106,71,20,15,0.58,150,0.56,0.65,1,-0.15,1,17,Italy
Karlen-pypm,inc death,1,IT,27,19,2,6,0.55,35,0.53,0.82,0.91,0.12,1,11,Italy
Karlen-pypm,inc death,2,IT,47,27,2,19,0.48,69,0.47,0.6,0.9,0.25,1,10,Italy
Karlen-pypm,inc death,3,IT,94,40,1,53,0.59,140,0.59,0.56,0.89,0.36,1,9,Italy
Karlen-pypm,inc death,4,IT,212,66,0,145,0.95,319,0.95,0.5,0.88,0.46,1,8,Italy
EuroCOVIDhub-baseline,inc case,1,LI,8,2,3,3,1,12,1,0.21,1,-0.06,1,29,Liechtenstein
EuroCOVIDhub-ensemble,inc case,1,LI,8,3,2,3,1.05,12,0.99,0.52,0.86,0.04,1,29,Liechtenstein
IEM_Health-CovidProject,inc case,1,LI,9,3,2,4,1.13,13,1.07,0.34,0.76,0.07,1,29,Liechtenstein
ILM-EKF,inc case,1,LI,14,6,6,3,1.67,22,1.8,0.45,0.97,-0.06,1,29,Liechtenstein
LANL-GrowthRate,inc case,1,LI,10,2,5,2,1.15,14,1.11,0.39,0.71,-0.15,1,28,Liechtenstein
USC-SIkJalpha,inc case,1,LI,10,2,4,4,1.27,12,1.04,0.31,0.45,-0.08,1,29,Liechtenstein
epiforecasts-EpiNow2,inc case,1,LI,13,5,2,6,1.64,20,1.7,0.38,0.79,0.03,1,29,Liechtenstein
EuroCOVIDhub-baseline,inc case,2,LI,11,4,4,3,1,16,1,0.61,1,-0.03,1,28,Liechtenstein
EuroCOVIDhub-ensemble,inc case,2,LI,15,4,5,6,1.37,21,1.3,0.36,0.79,0.09,1,28,Liechtenstein
IEM_Health-CovidProject,inc case,2,LI,19,4,4,11,1.82,27,1.67,0.32,0.68,0.11,1,28,Liechtenstein
ILM-EKF,inc case,2,LI,17,7,7,3,1.58,27,1.65,0.36,0.96,-0.07,1,28,Liechtenstein
LANL-GrowthRate,inc case,2,LI,16,3,9,4,1.4,22,1.34,0.15,0.67,-0.26,1,27,Liechtenstein
USC-SIkJalpha,inc case,2,LI,19,2,7,10,1.83,22,1.39,0.36,0.39,-0.01,1,28,Liechtenstein
epiforecasts-EpiNow2,inc case,2,LI,31,13,5,14,2.99,46,2.88,0.21,0.71,0.04,1,28,Liechtenstein
EuroCOVIDhub-baseline,inc case,3,LI,13,6,4,3,1,20,1,0.67,1,-0.03,1,27,Liechtenstein
EuroCOVIDhub-ensemble,inc case,3,LI,18,6,5,7,1.42,26,1.31,0.33,0.74,0.11,1,27,Liechtenstein
IEM_Health-CovidProject,inc case,3,LI,30,6,5,19,2.66,44,2.31,0.22,0.63,0.09,1,27,Liechtenstein
ILM-EKF,inc case,3,LI,20,7,9,4,1.64,31,1.56,0.37,0.96,-0.08,1,27,Liechtenstein
LANL-GrowthRate,inc case,3,LI,18,3,12,4,1.45,25,1.23,0.23,0.54,-0.23,1,26,Liechtenstein
USC-SIkJalpha,inc case,3,LI,25,3,7,14,2.08,28,1.47,0.26,0.37,-0.1,1,27,Liechtenstein
epiforecasts-EpiNow2,inc case,3,LI,49,21,5,22,4.09,72,3.73,0.3,0.74,0.03,1,27,Liechtenstein
EuroCOVIDhub-baseline,inc case,4,LI,15,7,5,3,1,26,1,0.54,1,-0.06,1,26,Liechtenstein
EuroCOVIDhub-ensemble,inc case,4,LI,24,8,7,10,1.56,35,1.34,0.31,0.73,0.04,1,26,Liechtenstein
IEM_Health-CovidProject,inc case,4,LI,52,12,7,32,3.74,75,3.06,0.15,0.69,0.01,1,26,Liechtenstein
ILM-EKF,inc case,4,LI,23,8,10,5,1.54,34,1.36,0.35,0.92,-0.09,1,26,Liechtenstein
LANL-GrowthRate,inc case,4,LI,21,3,13,5,1.33,27,1.02,0.24,0.6,-0.23,1,25,Liechtenstein
USC-SIkJalpha,inc case,4,LI,40,4,10,26,2.77,44,1.78,0.23,0.31,-0.21,1,26,Liechtenstein
epiforecasts-EpiNow2,inc case,4,LI,59,23,6,29,3.87,87,3.46,0.31,0.69,-0.06,1,26,Liechtenstein
MUNI-ARIMA,inc case,1,LI,7,2,3,2,0.86,12,0.95,0.24,0.95,0.01,1,21,Liechtenstein
MUNI-ARIMA,inc case,2,LI,12,4,4,4,1.11,18,1.21,0.5,0.95,0.01,1,20,Liechtenstein
RobertWalraven-ESG,inc case,1,LI,9,1,4,4,1.13,12,1.03,0.38,0.72,-0.25,1,29,Liechtenstein
MUNI-ARIMA,inc case,3,LI,12,6,4,2,1.12,17,1.04,0.67,0.94,-0.03,1,18,Liechtenstein
RobertWalraven-ESG,inc case,2,LI,13,1,6,5,1.25,19,1.15,0.43,0.68,-0.21,1,28,Liechtenstein
MUNI-ARIMA,inc case,4,LI,13,7,5,1,0.99,19,0.88,0.71,1,-0.11,1,17,Liechtenstein
RobertWalraven-ESG,inc case,3,LI,13,2,8,4,1.19,22,1.13,0.33,0.52,-0.25,1,27,Liechtenstein
RobertWalraven-ESG,inc case,4,LI,16,2,11,4,1.19,27,1.05,0.27,0.62,-0.34,1,26,Liechtenstein
EuroCOVIDhub-baseline,inc death,1,LI,0,0,0,0,1,0,1,0.66,1,0,1,29,Liechtenstein
EuroCOVIDhub-ensemble,inc death,1,LI,0,0,0,0,0.81,0,0.56,0.9,1,-0.08,1,29,Liechtenstein
IEM_Health-CovidProject,inc death,1,LI,0,0,0,0,1.71,1,1.84,0.86,0.96,0.12,1,28,Liechtenstein
ILM-EKF,inc death,1,LI,0,0,0,0,2,0,0.72,0.97,1,-0.04,1,29,Liechtenstein
LANL-GrowthRate,inc death,1,LI,0,0,0,0,0.68,0,0.56,0.89,1,-0.11,1,28,Liechtenstein
RobertWalraven-ESG,inc death,1,LI,0,0,0,0,0.93,0,1.06,0.83,1,0.01,1,29,Liechtenstein
USC-SIkJalpha,inc death,1,LI,0,0,0,0,0.96,0,0.74,0.76,0.76,-0.17,1,29,Liechtenstein
epiforecasts-EpiNow2,inc death,1,LI,0,0,0,0,0.75,0,0.66,0.97,1,-0.05,1,29,Liechtenstein
EuroCOVIDhub-baseline,inc death,2,LI,0,0,0,0,1,0,1,1,1,0.02,1,28,Liechtenstein
EuroCOVIDhub-ensemble,inc death,2,LI,0,0,0,0,0.83,0,0.52,0.96,1,-0.05,1,28,Liechtenstein
IEM_Health-CovidProject,inc death,2,LI,1,0,0,0,2.17,1,2.41,0.96,0.96,0.11,1,27,Liechtenstein
ILM-EKF,inc death,2,LI,0,0,0,0,2.06,0,1.29,0.96,1,-0.03,1,28,Liechtenstein
LANL-GrowthRate,inc death,2,LI,0,0,0,0,0.69,0,0.62,0.96,1,-0.05,1,27,Liechtenstein
RobertWalraven-ESG,inc death,2,LI,0,0,0,0,0.83,0,0.92,0.93,1,-0,1,28,Liechtenstein
USC-SIkJalpha,inc death,2,LI,0,0,0,0,0.87,0,0.69,0.79,0.79,-0.14,1,28,Liechtenstein
epiforecasts-EpiNow2,inc death,2,LI,0,0,0,0,0.93,0,0.95,0.96,1,-0.01,1,28,Liechtenstein
EuroCOVIDhub-baseline,inc death,3,LI,0,0,0,0,1,0,1,1,1,0.01,1,27,Liechtenstein
EuroCOVIDhub-ensemble,inc death,3,LI,0,0,0,0,0.85,0,0.73,1,1,-0.03,1,27,Liechtenstein
IEM_Health-CovidProject,inc death,3,LI,1,1,0,0,2.47,1,2.15,1,1,0.15,1,26,Liechtenstein
ILM-EKF,inc death,3,LI,0,0,0,0,1.72,0,0.89,1,1,0.01,1,27,Liechtenstein
LANL-GrowthRate,inc death,3,LI,0,0,0,0,0.55,0,0.56,0.92,1,-0.07,1,26,Liechtenstein
RobertWalraven-ESG,inc death,3,LI,0,0,0,0,0.74,0,0.95,1,1,-0.04,1,27,Liechtenstein
USC-SIkJalpha,inc death,3,LI,0,0,0,0,0.62,0,0.55,0.81,0.81,-0.11,1,27,Liechtenstein
epiforecasts-EpiNow2,inc death,3,LI,0,0,0,0,1.29,1,1.52,0.93,1,0.06,1,27,Liechtenstein
EuroCOVIDhub-baseline,inc death,4,LI,0,0,0,0,1,0,1,1,1,0.01,1,26,Liechtenstein
EuroCOVIDhub-ensemble,inc death,4,LI,0,0,0,0,0.86,0,0.73,1,1,-0,1,26,Liechtenstein
ILM-EKF,inc death,4,LI,0,0,0,0,1.55,0,0.9,1,1,0,1,26,Liechtenstein
LANL-GrowthRate,inc death,4,LI,0,0,0,0,0.46,0,0.55,0.96,1,-0.05,1,25,Liechtenstein
RobertWalraven-ESG,inc death,4,LI,0,0,0,0,0.56,0,0.24,1,1,-0.03,1,26,Liechtenstein
UMass-MechBayes,inc death,1,LI,0,0,0,0,0.6,0,0.54,0.92,1,-0.08,1,26,Liechtenstein
USC-SIkJalpha,inc death,4,LI,0,0,0,0,0.56,0,0.55,0.81,0.81,-0.12,1,26,Liechtenstein
epiforecasts-EpiNow2,inc death,4,LI,1,0,0,0,1.73,1,1.93,0.88,1,0.1,1,26,Liechtenstein
UMass-MechBayes,inc death,2,LI,0,0,0,0,0.53,0,0.3,0.96,1,-0.05,1,25,Liechtenstein
UMass-MechBayes,inc death,3,LI,0,0,0,0,0.61,0,0.66,0.96,1,-0.03,1,24,Liechtenstein
UMass-MechBayes,inc death,4,LI,0,0,0,0,0.58,0,0.96,0.96,1,-0.02,1,23,Liechtenstein
MUNI-ARIMA,inc death,1,LI,0,0,0,0,0.63,0,0.58,0.86,1,-0.1,1,21,Liechtenstein
MUNI-ARIMA,inc death,2,LI,0,0,0,0,0.48,0,0.44,0.9,1,-0.07,1,20,Liechtenstein
MUNI-ARIMA,inc death,3,LI,0,0,0,0,0.56,0,0.61,0.89,1,-0.09,1,18,Liechtenstein
MUNI-ARIMA,inc death,4,LI,0,0,0,0,0.37,0,0.61,0.94,1,-0.06,1,17,Liechtenstein
EuroCOVIDhub-baseline,inc case,1,LT,542,100,256,186,1,810,1,0.1,1,-0.24,1,29,Lithuania
EuroCOVIDhub-ensemble,inc case,1,LT,327,175,72,80,0.57,463,0.56,0.55,0.93,-0.05,1,29,Lithuania
IEM_Health-CovidProject,inc case,1,LT,425,179,109,137,0.75,637,0.78,0.48,0.83,-0.04,1,29,Lithuania
ILM-EKF,inc case,1,LT,719,236,173,310,1.41,1100,1.41,0.31,0.79,0.1,1,29,Lithuania
LANL-GrowthRate,inc case,1,LT,401,199,192,10,0.69,664,0.8,0.54,1,-0.46,1,28,Lithuania
USC-SIkJalpha,inc case,1,LT,496,133,117,246,0.84,537,0.64,0.24,0.52,-0.05,1,29,Lithuania
epiforecasts-EpiNow2,inc case,1,LT,375,210,68,97,0.65,561,0.66,0.41,0.86,0.1,1,29,Lithuania
EuroCOVIDhub-baseline,inc case,2,LT,958,218,425,315,1,1513,1,0.29,0.93,-0.22,1,28,Lithuania
EuroCOVIDhub-ensemble,inc case,2,LT,676,276,197,203,0.68,965,0.63,0.43,0.86,-0.02,1,28,Lithuania
IEM_Health-CovidProject,inc case,2,LT,880,249,291,341,0.9,1357,0.87,0.25,0.71,-0.05,1,28,Lithuania
ILM-EKF,inc case,2,LT,1457,408,311,737,1.63,2206,1.51,0.14,0.71,0.1,1,28,Lithuania
LANL-GrowthRate,inc case,2,LT,706,267,358,81,0.7,1110,0.71,0.41,0.89,-0.33,1,27,Lithuania
USC-SIkJalpha,inc case,2,LT,903,152,286,465,0.88,984,0.63,0.18,0.39,-0.07,1,28,Lithuania
epiforecasts-EpiNow2,inc case,2,LT,888,458,166,264,0.89,1255,0.8,0.43,0.86,0.07,1,28,Lithuania
EuroCOVIDhub-baseline,inc case,3,LT,1329,319,547,463,1,2138,1,0.3,0.85,-0.22,1,27,Lithuania
EuroCOVIDhub-ensemble,inc case,3,LT,1087,411,315,361,0.77,1519,0.68,0.44,0.78,0.02,1,27,Lithuania
IEM_Health-CovidProject,inc case,3,LT,1403,352,485,566,1.01,2083,0.94,0.22,0.7,-0,1,27,Lithuania
ILM-EKF,inc case,3,LT,2549,694,456,1398,2.1,3720,1.85,0.22,0.59,0.12,1,27,Lithuania
LANL-GrowthRate,inc case,3,LT,1138,328,608,202,0.83,1700,0.78,0.31,0.73,-0.29,1,26,Lithuania
USC-SIkJalpha,inc case,3,LT,1482,174,609,698,1.04,1645,0.73,0.15,0.3,-0.11,1,27,Lithuania
epiforecasts-EpiNow2,inc case,3,LT,1809,862,323,624,1.37,2642,1.24,0.37,0.74,0.1,1,27,Lithuania
EuroCOVIDhub-baseline,inc case,4,LT,1691,399,664,628,1,2770,1,0.19,0.85,-0.2,1,26,Lithuania
EuroCOVIDhub-ensemble,inc case,4,LT,1593,588,450,554,0.88,2218,0.76,0.42,0.69,0.05,1,26,Lithuania
IEM_Health-CovidProject,inc case,4,LT,1927,515,633,779,1.08,2793,0.96,0.19,0.69,0.01,1,26,Lithuania
ILM-EKF,inc case,4,LT,4247,1192,640,2415,2.86,6180,2.45,0.23,0.54,0.13,1,26,Lithuania
LANL-GrowthRate,inc case,4,LT,1586,366,880,340,0.92,2235,0.8,0.32,0.64,-0.27,1,25,Lithuania
USC-SIkJalpha,inc case,4,LT,2233,216,1009,1008,1.3,2499,0.88,0.15,0.19,-0.12,1,26,Lithuania
epiforecasts-EpiNow2,inc case,4,LT,3210,1327,565,1318,1.98,5046,1.88,0.23,0.69,0.08,1,26,Lithuania
MUNI-ARIMA,inc case,1,LT,248,127,26,96,0.46,409,0.51,0.62,1,0.01,1,21,Lithuania
MUNI-ARIMA,inc case,2,LT,598,272,75,251,0.59,959,0.61,0.5,1,-0.03,1,20,Lithuania
RobertWalraven-ESG,inc case,1,LT,495,91,219,185,0.95,686,0.84,0.41,0.72,-0.13,1,29,Lithuania
MUNI-ARIMA,inc case,3,LT,937,390,193,354,0.67,1461,0.68,0.5,1,-0.12,1,18,Lithuania
RobertWalraven-ESG,inc case,2,LT,1036,104,709,223,1.16,1320,0.88,0.39,0.54,-0.37,1,28,Lithuania
MUNI-ARIMA,inc case,4,LT,1289,532,328,429,0.75,2093,0.77,0.47,1,-0.13,1,17,Lithuania
RobertWalraven-ESG,inc case,3,LT,1391,117,1104,170,1.16,1927,0.9,0.26,0.44,-0.45,1,27,Lithuania
RobertWalraven-ESG,inc case,4,LT,1752,125,1505,121,1.16,2480,0.9,0.23,0.38,-0.48,1,26,Lithuania
Karlen-pypm,inc case,1,LT,621,243,209,169,1.22,845,1.06,0.6,0.9,0.11,1,10,Lithuania
Karlen-pypm,inc case,2,LT,1798,393,597,809,1.74,2424,1.53,0.33,0.44,0.13,1,9,Lithuania
Karlen-pypm,inc case,3,LT,3847,738,585,2524,2.55,5136,2.09,0.25,0.5,0.29,1,8,Lithuania
Karlen-pypm,inc case,4,LT,8446,1416,434,6596,4.32,11055,3.48,0.29,0.43,0.43,1,7,Lithuania
EuroCOVIDhub-baseline,inc death,1,LT,7,2,3,2,1,11,1,0.24,1,-0.07,1,29,Lithuania
EuroCOVIDhub-ensemble,inc death,1,LT,5,3,1,1,0.69,8,0.69,0.72,0.97,0.01,1,29,Lithuania
IEM_Health-CovidProject,inc death,1,LT,5,3,1,1,0.62,7,0.61,0.72,0.97,-0.04,1,29,Lithuania
ILM-EKF,inc death,1,LT,10,9,0,1,1.27,7,0.61,0.97,1,-0.01,1,29,Lithuania
LANL-GrowthRate,inc death,1,LT,10,2,5,3,1.35,14,1.32,0.21,0.71,-0.19,1,28,Lithuania
RobertWalraven-ESG,inc death,1,LT,7,2,3,2,0.9,10,0.87,0.34,0.69,-0.19,1,29,Lithuania
USC-SIkJalpha,inc death,1,LT,6,2,2,2,0.84,8,0.71,0.41,0.52,0.09,1,29,Lithuania
epiforecasts-EpiNow2,inc death,1,LT,6,3,1,2,0.81,9,0.82,0.64,0.96,0.05,1,28,Lithuania
EuroCOVIDhub-baseline,inc death,2,LT,11,4,5,3,1,18,1,0.36,1,-0.04,1,28,Lithuania
EuroCOVIDhub-ensemble,inc death,2,LT,7,4,2,2,0.62,10,0.58,0.57,0.96,-0.02,1,28,Lithuania
IEM_Health-CovidProject,inc death,2,LT,9,4,2,2,0.77,13,0.69,0.54,0.89,-0,1,28,Lithuania
ILM-EKF,inc death,2,LT,11,10,0,1,0.95,11,0.6,0.96,1,0.03,1,28,Lithuania
LANL-GrowthRate,inc death,2,LT,15,2,10,3,1.43,20,1.16,0.19,0.63,-0.22,1,27,Lithuania
RobertWalraven-ESG,inc death,2,LT,11,2,7,3,0.99,16,0.87,0.29,0.57,-0.34,1,28,Lithuania
USC-SIkJalpha,inc death,2,LT,9,2,4,4,0.84,12,0.64,0.25,0.43,0.05,1,28,Lithuania
epiforecasts-EpiNow2,inc death,2,LT,9,4,2,3,0.8,15,0.82,0.44,0.96,0.06,1,27,Lithuania
EuroCOVIDhub-baseline,inc death,3,LT,14,5,6,4,1,23,1,0.48,1,-0.01,1,27,Lithuania
EuroCOVIDhub-ensemble,inc death,3,LT,10,4,3,2,0.66,15,0.64,0.52,0.96,0.07,1,27,Lithuania
IEM_Health-CovidProject,inc death,3,LT,14,5,4,5,0.97,20,0.86,0.44,0.85,0.04,1,27,Lithuania
ILM-EKF,inc death,3,LT,15,11,1,3,0.98,18,0.73,0.78,1,0.04,1,27,Lithuania
LANL-GrowthRate,inc death,3,LT,19,2,14,3,1.41,25,1.09,0.12,0.58,-0.19,1,26,Lithuania
RobertWalraven-ESG,inc death,3,LT,16,2,11,3,1.1,22,0.91,0.22,0.52,-0.3,1,27,Lithuania
USC-SIkJalpha,inc death,3,LT,15,2,4,8,0.97,19,0.74,0.22,0.3,0.1,1,27,Lithuania
