model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
EuroCOVIDhub-baseline,inc hosp,3,IE,53,17,34,2,1,89,1,0.33,1,-0.45,1,6,Ireland
Karlen-pypm,inc hosp,1,IE,16,7,9,0,0.83,26,0.88,0.67,1,-0.58,1,6,Ireland
EuroCOVIDhub-baseline,inc hosp,4,IE,64,21,43,0,NA,110,NA,0.4,1,-0.48,1,5,Ireland
Karlen-pypm,inc hosp,2,IE,25,8,16,0,0.79,35,0.72,0.6,0.8,-0.44,1,5,Ireland
Karlen-pypm,inc hosp,3,IE,36,11,25,0,0.91,40,0.66,0.5,0.75,-0.4,1,4,Ireland
EuroCOVIDhub-baseline,inc case,1,IS,50,5,29,16,1,66,1,0.25,0.93,0.02,1,28,Iceland
EuroCOVIDhub-ensemble,inc case,1,IS,47,12,27,8,0.93,62,0.94,0.36,0.86,-0.15,1,28,Iceland
ILM-EKF,inc case,1,IS,198,30,49,119,4.07,271,4.14,0.25,0.75,-0.06,1,28,Iceland
LANL-GrowthRate,inc case,1,IS,66,13,50,4,1.29,80,1.18,0.52,0.63,-0.35,1,27,Iceland
USC-SIkJalpha,inc case,1,IS,49,11,26,13,0.95,55,0.82,0.29,0.5,-0.29,1,28,Iceland
EuroCOVIDhub-baseline,inc case,2,IS,92,11,53,29,1,124,1,0.44,0.85,-0,1,27,Iceland
EuroCOVIDhub-ensemble,inc case,2,IS,89,19,53,17,0.95,113,0.91,0.3,0.85,-0.07,1,27,Iceland
ILM-EKF,inc case,2,IS,380,57,69,255,4.21,499,4.06,0.26,0.7,-0.04,1,27,Iceland
LANL-GrowthRate,inc case,2,IS,107,15,84,9,1.13,119,0.93,0.35,0.62,-0.26,1,26,Iceland
USC-SIkJalpha,inc case,2,IS,141,16,58,67,1.51,151,1.22,0.22,0.41,-0.28,1,27,Iceland
epiforecasts-EpiNow2,inc case,2,IS,579,182,58,339,6.38,850,6.92,0.33,0.56,-0.28,1,27,Iceland
EuroCOVIDhub-baseline,inc case,3,IS,126,15,74,36,1,167,1,0.58,0.85,-0.04,1,26,Iceland
EuroCOVIDhub-ensemble,inc case,3,IS,148,35,81,33,1.15,176,1.05,0.35,0.77,0.04,1,26,Iceland
ILM-EKF,inc case,3,IS,640,107,93,440,5.18,855,5.19,0.15,0.65,-0.04,1,26,Iceland
LANL-GrowthRate,inc case,3,IS,148,15,116,17,1.14,170,0.98,0.32,0.52,-0.25,1,25,Iceland
USC-SIkJalpha,inc case,3,IS,289,26,90,173,2.29,299,1.8,0.27,0.35,-0.32,1,26,Iceland
epiforecasts-EpiNow2,inc case,3,IS,504,166,89,249,3.96,656,3.94,0.31,0.58,-0.29,1,26,Iceland
EuroCOVIDhub-baseline,inc case,4,IS,150,19,93,38,1,195,1,0.6,0.8,-0.07,1,25,Iceland
EuroCOVIDhub-ensemble,inc case,4,IS,215,61,110,44,1.37,245,1.23,0.32,0.72,0.07,1,25,Iceland
ILM-EKF,inc case,4,IS,990,199,114,677,6.71,1339,6.93,0.16,0.68,-0.05,1,25,Iceland
LANL-GrowthRate,inc case,4,IS,184,15,144,25,1.18,211,1.04,0.21,0.46,-0.24,1,24,Iceland
USC-SIkJalpha,inc case,4,IS,497,42,118,336,3.31,504,2.6,0.28,0.32,-0.28,1,25,Iceland
epiforecasts-EpiNow2,inc case,4,IS,350,162,119,69,2.11,404,1.95,0.36,0.64,-0.32,1,25,Iceland
LANL-GrowthRate,inc case,5,IS,218,14,173,32,NA,248,NA,0.22,0.43,-0.2,1,23,Iceland
USC-SIkJalpha,inc case,5,IS,769,62,146,561,NA,778,NA,0.25,0.33,-0.35,1,24,Iceland
LANL-GrowthRate,inc case,6,IS,233,11,198,24,NA,258,NA,0.14,0.41,-0.21,1,22,Iceland
MUNI-ARIMA,inc case,1,IS,47,13,28,7,0.75,62,0.74,0.4,0.9,-0.35,1,20,Iceland
MUNI-ARIMA,inc case,2,IS,114,25,65,24,0.95,149,0.91,0.58,0.89,-0.12,1,19,Iceland
RobertWalraven-ESG,inc case,1,IS,93,6,52,35,1.38,82,1.25,0.11,0.39,-0.18,1,28,Iceland
MUNI-ARIMA,inc case,3,IS,203,38,113,52,1.15,275,1.17,0.35,0.82,-0.11,1,17,Iceland
RobertWalraven-ESG,inc case,2,IS,157,7,106,44,1.17,126,1.02,0.15,0.37,-0.24,1,27,Iceland
MUNI-ARIMA,inc case,4,IS,280,48,154,77,1.36,383,1.4,0.38,0.75,-0.14,1,16,Iceland
RobertWalraven-ESG,inc case,3,IS,220,8,164,48,1.18,167,1,0.12,0.42,-0.31,1,26,Iceland
RobertWalraven-ESG,inc case,4,IS,275,9,217,48,1.26,196,1,0.16,0.56,-0.36,1,25,Iceland
EuroCOVIDhub-baseline,inc death,1,IS,0,0,0,0,1,0,1,0.86,1,-0.01,1,28,Iceland
EuroCOVIDhub-ensemble,inc death,1,IS,0,0,0,0,1.06,0,0.91,0.93,0.96,-0.05,1,28,Iceland
ILM-EKF,inc death,1,IS,1,0,0,0,3.87,0,1.71,1,1,0.05,1,28,Iceland
LANL-GrowthRate,inc death,1,IS,0,0,0,0,0.79,0,0.6,0.93,0.96,-0.06,1,27,Iceland
RobertWalraven-ESG,inc death,1,IS,0,0,0,0,1.83,0,1.78,0.86,0.93,0.06,1,28,Iceland
USC-SIkJalpha,inc death,1,IS,0,0,0,0,1.03,0,0.8,0.89,0.89,-0.04,1,28,Iceland
EuroCOVIDhub-baseline,inc death,2,IS,0,0,0,0,1,0,1,0.81,1,-0.03,1,27,Iceland
EuroCOVIDhub-ensemble,inc death,2,IS,0,0,0,0,0.85,0,0.95,0.89,1,-0.04,1,27,Iceland
ILM-EKF,inc death,2,IS,1,1,0,0,3.28,0,1.33,0.93,1,0.08,1,27,Iceland
LANL-GrowthRate,inc death,2,IS,0,0,0,0,0.69,0,0.57,0.88,0.96,-0.08,1,26,Iceland
RobertWalraven-ESG,inc death,2,IS,0,0,0,0,1.12,0,1.13,0.85,0.96,0.06,1,27,Iceland
USC-SIkJalpha,inc death,2,IS,0,0,0,0,0.77,0,0.86,0.85,0.89,-0.09,1,27,Iceland
epiforecasts-EpiNow2,inc death,2,IS,0,0,0,0,2.49,1,2.62,0.88,1,-0.01,1,25,Iceland
EuroCOVIDhub-baseline,inc death,3,IS,0,0,0,0,1,0,1,0.88,1,-0.04,1,26,Iceland
EuroCOVIDhub-ensemble,inc death,3,IS,0,0,0,0,0.97,0,0.93,0.92,0.96,-0.06,1,26,Iceland
ILM-EKF,inc death,3,IS,1,1,0,0,4.13,0,2.1,0.92,1,0.1,1,26,Iceland
LANL-GrowthRate,inc death,3,IS,0,0,0,0,0.69,0,0.67,0.88,0.96,-0.09,1,25,Iceland
RobertWalraven-ESG,inc death,3,IS,0,0,0,0,1.33,0,1.17,0.88,0.88,0.02,1,26,Iceland
USC-SIkJalpha,inc death,3,IS,0,0,0,0,0.76,0,0.83,0.88,0.88,-0.12,1,26,Iceland
EuroCOVIDhub-baseline,inc death,4,IS,0,0,0,0,1,0,1,0.96,1,-0.07,1,25,Iceland
EuroCOVIDhub-ensemble,inc death,4,IS,0,0,0,0,1.46,0,1.29,0.88,1,-0.04,1,25,Iceland
ILM-EKF,inc death,4,IS,1,1,0,0,6.89,1,5.05,0.88,1,0.1,1,25,Iceland
LANL-GrowthRate,inc death,4,IS,0,0,0,0,0.78,0,1,0.88,1,-0.09,1,24,Iceland
RobertWalraven-ESG,inc death,4,IS,0,0,0,0,1.53,0,1.78,0.92,0.96,-0.03,1,25,Iceland
UMass-MechBayes,inc death,1,IS,0,0,0,0,1.43,0,1.25,0.88,1,0.01,1,25,Iceland
USC-SIkJalpha,inc death,4,IS,0,0,0,0,0.93,0,1,0.88,0.88,-0.12,1,25,Iceland
LANL-GrowthRate,inc death,5,IS,0,0,0,0,NA,0,NA,0.87,0.96,-0.09,1,23,Iceland
UMass-MechBayes,inc death,2,IS,0,0,0,0,2.13,0,1.63,0.83,1,0.09,1,24,Iceland
USC-SIkJalpha,inc death,5,IS,0,0,0,0,NA,0,NA,0.88,0.88,-0.12,1,24,Iceland
LANL-GrowthRate,inc death,6,IS,0,0,0,0,NA,0,NA,0.86,0.95,-0.1,1,22,Iceland
UMass-MechBayes,inc death,3,IS,1,0,0,0,3.99,1,4.99,0.74,1,0.16,1,23,Iceland
UMass-MechBayes,inc death,4,IS,2,1,0,1,12.44,3,20.54,0.73,0.91,0.17,1,22,Iceland
MUNI-ARIMA,inc death,1,IS,0,0,0,0,0.9,0,0.9,0.85,0.9,-0.13,1,20,Iceland
MUNI-ARIMA,inc death,2,IS,0,0,0,0,0.66,0,0.64,0.84,0.89,-0.15,1,19,Iceland
MUNI-ARIMA,inc death,3,IS,0,0,0,0,0.77,0,0.73,0.82,0.82,-0.17,1,17,Iceland
MUNI-ARIMA,inc death,4,IS,0,0,0,0,0.82,0,1.01,0.88,0.94,-0.12,1,16,Iceland
EuroCOVIDhub-baseline,inc case,1,IT,5556,1552,933,3071,1,8073,1,0.39,1,0.22,1,28,Italy
EuroCOVIDhub-ensemble,inc case,1,IT,3627,2058,214,1355,0.61,5323,0.64,0.5,0.96,0.25,1,28,Italy
IEM_Health-CovidProject,inc case,1,IT,5218,2025,469,2725,0.9,7890,0.92,0.29,0.79,0.38,1,28,Italy
ILM-EKF,inc case,1,IT,4740,2807,636,1297,0.82,6897,0.81,0.71,0.93,0.11,1,28,Italy
LANL-GrowthRate,inc case,1,IT,3459,2122,1167,169,0.57,5425,0.62,0.59,0.96,-0.39,1,27,Italy
UNIPV-BayesINGARCHX,inc case,1,IT,9671,1126,320,8226,1.58,10838,1.31,0.22,0.41,0.47,1,27,Italy
USC-SIkJalpha,inc case,1,IT,5935,2607,492,2836,0.99,6308,0.78,0.36,0.5,0.39,1,28,Italy
EuroCOVIDhub-baseline,inc case,2,IT,9898,3150,1252,5496,1,15511,1,0.37,1,0.24,1,27,Italy
EuroCOVIDhub-ensemble,inc case,2,IT,7146,3512,615,3018,0.73,11289,0.73,0.56,0.85,0.28,1,27,Italy
IEM_Health-CovidProject,inc case,2,IT,11047,2988,1299,6759,1.12,16485,1.06,0.26,0.56,0.42,1,27,Italy
ILM-EKF,inc case,2,IT,10874,5956,1335,3583,1.16,15722,1.05,0.63,0.85,0.15,1,27,Italy
LANL-GrowthRate,inc case,2,IT,5532,3034,1583,915,0.56,7715,0.5,0.69,0.88,-0.19,1,26,Italy
UNIPV-BayesINGARCHX,inc case,2,IT,16198,1948,1156,13094,1.62,18308,1.24,0.19,0.46,0.34,1,26,Italy
USC-SIkJalpha,inc case,2,IT,9740,2870,1440,5430,1.03,11512,0.77,0.3,0.41,0.41,1,27,Italy
epiforecasts-EpiNow2,inc case,2,IT,7764,4025,935,2804,0.84,12121,0.81,0.59,0.89,0.08,1,27,Italy
EuroCOVIDhub-baseline,inc case,3,IT,14225,4460,1674,8091,1,23328,1,0.31,1,0.28,1,26,Italy
EuroCOVIDhub-ensemble,inc case,3,IT,11844,5162,1285,5397,0.86,19203,0.85,0.42,0.85,0.33,1,26,Italy
IEM_Health-CovidProject,inc case,3,IT,18450,4272,2427,11751,1.31,26875,1.15,0.27,0.54,0.43,1,26,Italy
ILM-EKF,inc case,3,IT,20380,10470,2560,7349,1.65,29854,1.41,0.5,0.85,0.17,1,26,Italy
LANL-GrowthRate,inc case,3,IT,8388,4033,2534,1821,0.61,12214,0.52,0.72,0.88,0,1,25,Italy
UNIPV-BayesINGARCHX,inc case,3,IT,23678,2468,2518,18692,1.66,26760,1.2,0.2,0.44,0.31,1,25,Italy
USC-SIkJalpha,inc case,3,IT,15576,3167,3011,9398,1.26,19204,0.9,0.23,0.38,0.37,1,26,Italy
UpgUmibUsi-MultiBayes,inc case,1,IT,4782,2156,1521,1105,0.87,6997,0.85,0.48,0.92,0.02,1,25,Italy
epiforecasts-EpiNow2,inc case,3,IT,16118,7520,1745,6852,1.35,24010,1.15,0.54,0.88,0.13,1,26,Italy
EuroCOVIDhub-baseline,inc case,4,IT,18234,5532,1880,10821,1,29965,1,0.36,1,0.31,1,25,Italy
EuroCOVIDhub-ensemble,inc case,4,IT,17240,7220,2086,7935,1.01,26727,0.93,0.28,0.8,0.37,1,25,Italy
IEM_Health-CovidProject,inc case,4,IT,26619,6048,3730,16840,1.46,37353,1.25,0.32,0.4,0.39,1,25,Italy
ILM-EKF,inc case,4,IT,35021,17761,3727,13533,2.39,49100,1.92,0.52,0.84,0.15,1,25,Italy
LANL-GrowthRate,inc case,4,IT,12205,4750,3829,3625,0.7,17827,0.59,0.42,0.79,0.14,1,24,Italy
UNIPV-BayesINGARCHX,inc case,4,IT,31129,2983,3928,24218,1.73,35206,1.24,0.12,0.33,0.39,1,24,Italy
USC-SIkJalpha,inc case,4,IT,22398,3662,4604,14131,1.52,28040,1.05,0.16,0.36,0.32,1,25,Italy
epiforecasts-EpiNow2,inc case,4,IT,30513,12840,2692,14981,2.17,45906,1.81,0.36,0.88,0.07,1,25,Italy
LANL-GrowthRate,inc case,5,IT,17230,5306,5296,6628,NA,25530,NA,0.3,0.74,0.19,1,23,Italy
USC-SIkJalpha,inc case,5,IT,30971,4216,6475,20280,NA,38360,NA,0.21,0.33,0.26,1,24,Italy
LANL-GrowthRate,inc case,6,IT,22050,6074,6482,9495,NA,32327,NA,0.23,0.59,0.19,1,22,Italy
MUNI-ARIMA,inc case,1,IT,1417,1025,111,281,0.37,1777,0.3,0.8,1,0.04,1,20,Italy
epiMOX-SUIHTER,inc case,1,IT,1690,953,399,338,0.44,2261,0.39,0.65,0.95,-0.16,1,20,Italy
MUNI-ARIMA,inc case,2,IT,3875,2532,598,745,0.53,5548,0.47,0.79,1,0.03,1,19,Italy
RobertWalraven-ESG,inc case,1,IT,5385,949,1592,2844,1.54,9261,1.15,0.25,0.64,0.19,1,28,Italy
MUNI-ARIMA,inc case,3,IT,6903,3905,1534,1464,0.7,11106,0.67,0.59,1,-0.03,1,17,Italy
RobertWalraven-ESG,inc case,2,IT,8916,1158,4046,3713,1.33,14190,0.94,0.3,0.59,-0.01,1,27,Italy
MUNI-ARIMA,inc case,4,IT,9985,5337,2631,2018,0.79,16672,0.79,0.62,1,-0.09,1,16,Italy
RobertWalraven-ESG,inc case,3,IT,11965,1315,7167,3483,1.19,17993,0.82,0.19,0.54,-0.07,1,26,Italy
RobertWalraven-ESG,inc case,4,IT,13355,1510,10424,1422,1.01,19816,0.7,0.24,0.52,-0.11,1,25,Italy
Karlen-pypm,inc case,1,IT,5674,2126,1,3547,1.33,7648,1.18,0.4,0.8,0.55,1,10,Italy
Karlen-pypm,inc case,2,IT,16834,3570,0,13264,1.88,21671,1.52,0.33,0.67,0.68,1,9,Italy
Karlen-pypm,inc case,3,IT,42111,6333,0,35779,3.16,53124,2.39,0.38,0.62,0.76,1,8,Italy
Karlen-pypm,inc case,4,IT,94387,11613,0,82774,5.55,117205,4.14,0.14,0.43,0.85,1,7,Italy
EuroCOVIDhub-baseline,inc death,1,IT,118,54,19,45,1,168,1,0.54,1,0.08,1,28,Italy
EuroCOVIDhub-ensemble,inc death,1,IT,51,37,7,7,0.4,72,0.41,0.79,1,0.06,1,28,Italy
IEM_Health-CovidProject,inc death,1,IT,87,48,20,19,0.61,140,0.74,0.46,1,0.05,1,28,Italy
ILM-EKF,inc death,1,IT,74,65,3,6,0.6,66,0.43,0.89,1,0.08,1,28,Italy
LANL-GrowthRate,inc death,1,IT,47,12,31,4,0.39,71,0.43,0.37,0.81,-0.24,1,27,Italy
RobertWalraven-ESG,inc death,1,IT,83,26,26,30,0.6,117,0.65,0.61,0.86,-0.07,1,28,Italy
USC-SIkJalpha,inc death,1,IT,107,38,11,59,0.85,116,0.72,0.21,0.36,0.39,1,28,Italy
EuroCOVIDhub-baseline,inc death,2,IT,207,101,28,78,1,322,1,0.67,1,0.14,1,27,Italy
EuroCOVIDhub-ensemble,inc death,2,IT,70,49,7,14,0.32,103,0.32,0.81,1,0.11,1,27,Italy
IEM_Health-CovidProject,inc death,2,IT,167,69,39,59,0.72,275,0.81,0.37,0.89,0.15,1,27,Italy
ILM-EKF,inc death,2,IT,89,76,2,12,0.43,90,0.32,0.89,1,0.13,1,27,Italy
LANL-GrowthRate,inc death,2,IT,74,21,47,6,0.34,115,0.34,0.35,0.81,-0.14,1,26,Italy
RobertWalraven-ESG,inc death,2,IT,151,32,61,58,0.63,206,0.61,0.52,0.78,-0.09,1,27,Italy
USC-SIkJalpha,inc death,2,IT,124,46,6,72,0.58,141,0.46,0.52,0.52,0.49,1,27,Italy
epiforecasts-EpiNow2,inc death,2,IT,86,31,16,40,0.44,133,0.47,0.3,0.89,0.03,1,27,Italy
EuroCOVIDhub-baseline,inc death,3,IT,286,137,31,118,1,464,1,0.58,1,0.19,1,26,Italy
EuroCOVIDhub-ensemble,inc death,3,IT,98,64,5,29,0.34,149,0.33,0.73,1,0.25,1,26,Italy
IEM_Health-CovidProject,inc death,3,IT,270,93,53,124,0.87,452,0.94,0.27,0.88,0.2,1,26,Italy
ILM-EKF,inc death,3,IT,132,99,2,31,0.47,169,0.39,0.81,1,0.17,1,26,Italy
LANL-GrowthRate,inc death,3,IT,103,30,64,9,0.35,164,0.33,0.4,0.72,-0.19,1,25,Italy
RobertWalraven-ESG,inc death,3,IT,210,38,89,83,0.64,276,0.56,0.54,0.73,-0.1,1,26,Italy
USC-SIkJalpha,inc death,3,IT,182,51,4,128,0.64,219,0.5,0.19,0.42,0.61,1,26,Italy
UpgUmibUsi-MultiBayes,inc death,1,IT,63,27,33,4,0.53,95,0.62,0.44,0.92,-0.27,1,25,Italy
epiforecasts-EpiNow2,inc death,3,IT,131,50,10,71,0.48,198,0.47,0.46,0.81,0.1,1,26,Italy
EuroCOVIDhub-baseline,inc death,4,IT,359,165,30,164,1,586,1,0.52,1,0.24,1,25,Italy
EuroCOVIDhub-ensemble,inc death,4,IT,145,85,3,57,0.41,226,0.4,0.56,1,0.3,1,25,Italy
IEM_Health-CovidProject,inc death,4,IT,406,124,68,213,1.06,671,1.09,0.24,0.8,0.2,1,25,Italy
ILM-EKF,inc death,4,IT,211,145,3,62,0.61,297,0.54,0.64,1,0.17,1,25,Italy
LANL-GrowthRate,inc death,4,IT,135,40,71,24,0.37,208,0.34,0.25,0.75,-0.17,1,24,Italy
RobertWalraven-ESG,inc death,4,IT,274,45,121,108,0.69,355,0.58,0.36,0.72,-0.08,1,25,Italy
UMass-MechBayes,inc death,1,IT,68,34,20,14,0.64,88,0.63,0.6,0.88,0.08,1,25,Italy
USC-SIkJalpha,inc death,4,IT,218,65,3,150,0.62,261,0.48,0.28,0.36,0.56,1,25,Italy
epiforecasts-EpiNow2,inc death,4,IT,211,90,11,110,0.66,311,0.6,0.4,0.88,0.12,1,25,Italy
LANL-GrowthRate,inc death,5,IT,167,53,67,47,NA,266,NA,0.35,0.83,-0.12,1,23,Italy
UMass-MechBayes,inc death,2,IT,78,42,13,24,0.48,105,0.45,0.42,0.88,0.2,1,24,Italy
USC-SIkJalpha,inc death,5,IT,281,81,10,190,NA,357,NA,0.25,0.33,0.46,1,24,Italy
LANL-GrowthRate,inc death,6,IT,215,67,59,89,NA,338,NA,0.23,0.68,0,1,22,Italy
UMass-MechBayes,inc death,3,IT,112,54,8,50,0.53,160,0.49,0.57,0.83,0.16,1,23,Italy
UMass-MechBayes,inc death,4,IT,182,73,9,99,0.69,281,0.68,0.45,0.77,0.1,1,22,Italy
MUNI-ARIMA,inc death,1,IT,40,24,7,9,0.55,58,0.58,0.7,1,0.01,1,20,Italy
epiMOX-SUIHTER,inc death,1,IT,29,6,14,9,0.4,35,0.36,0.4,0.6,-0.34,1,20,Italy
MUNI-ARIMA,inc death,2,IT,61,43,6,11,0.52,78,0.44,0.79,1,-0.06,1,19,Italy
MUNI-ARIMA,inc death,3,IT,75,56,12,8,0.53,102,0.49,0.76,1,-0.13,1,17,Italy
MUNI-ARIMA,inc death,4,IT,106,69,22,15,0.57,153,0.54,0.62,1,-0.18,1,16,Italy
Karlen-pypm,inc death,1,IT,28,19,2,6,0.56,33,0.51,0.8,0.9,0.08,1,10,Italy
Karlen-pypm,inc death,2,IT,49,27,2,20,0.49,70,0.47,0.56,0.89,0.24,1,9,Italy
Karlen-pypm,inc death,3,IT,101,41,1,59,0.62,148,0.61,0.5,0.88,0.35,1,8,Italy
Karlen-pypm,inc death,4,IT,237,71,0,166,1.01,357,0.98,0.43,0.86,0.49,1,7,Italy
EuroCOVIDhub-baseline,inc case,1,LI,8,2,3,3,1,12,1,0.21,1,-0.04,1,28,Liechtenstein
EuroCOVIDhub-ensemble,inc case,1,LI,9,3,2,3,1.05,12,0.99,0.5,0.86,0.03,1,28,Liechtenstein
IEM_Health-CovidProject,inc case,1,LI,9,3,2,4,1.13,13,1.05,0.36,0.75,0.04,1,28,Liechtenstein
ILM-EKF,inc case,1,LI,14,5,6,2,1.59,21,1.72,0.46,0.96,-0.09,1,28,Liechtenstein
LANL-GrowthRate,inc case,1,LI,10,2,5,2,1.14,14,1.09,0.41,0.7,-0.18,1,27,Liechtenstein
USC-SIkJalpha,inc case,1,LI,10,2,4,5,1.26,12,1.02,0.32,0.43,-0.06,1,28,Liechtenstein
EuroCOVIDhub-baseline,inc case,2,LI,11,4,4,3,1,16,1,0.63,1,-0.06,1,27,Liechtenstein
EuroCOVIDhub-ensemble,inc case,2,LI,14,4,5,5,1.4,20,1.32,0.37,0.78,0.06,1,27,Liechtenstein
IEM_Health-CovidProject,inc case,2,LI,19,4,4,11,1.86,27,1.72,0.33,0.7,0.08,1,27,Liechtenstein
ILM-EKF,inc case,2,LI,17,6,8,3,1.56,26,1.65,0.37,0.96,-0.1,1,27,Liechtenstein
LANL-GrowthRate,inc case,2,LI,16,3,9,4,1.45,22,1.38,0.15,0.65,-0.29,1,26,Liechtenstein
USC-SIkJalpha,inc case,2,LI,18,2,7,9,1.82,22,1.4,0.37,0.41,-0.05,1,27,Liechtenstein
epiforecasts-EpiNow2,inc case,2,LI,32,13,5,14,3.1,47,3,0.22,0.7,0.02,1,27,Liechtenstein
EuroCOVIDhub-baseline,inc case,3,LI,13,6,4,3,1,20,1,0.65,1,-0.05,1,26,Liechtenstein
EuroCOVIDhub-ensemble,inc case,3,LI,18,6,5,7,1.42,26,1.3,0.35,0.73,0.09,1,26,Liechtenstein
IEM_Health-CovidProject,inc case,3,LI,31,6,5,20,2.76,45,2.39,0.19,0.62,0.07,1,26,Liechtenstein
ILM-EKF,inc case,3,LI,20,7,9,4,1.63,31,1.56,0.35,0.96,-0.1,1,26,Liechtenstein
LANL-GrowthRate,inc case,3,LI,18,3,12,4,1.45,25,1.22,0.24,0.52,-0.28,1,25,Liechtenstein
USC-SIkJalpha,inc case,3,LI,25,3,8,15,2.15,29,1.51,0.27,0.35,-0.13,1,26,Liechtenstein
epiforecasts-EpiNow2,inc case,3,LI,47,20,5,22,3.98,71,3.71,0.31,0.73,0,1,26,Liechtenstein
EuroCOVIDhub-baseline,inc case,4,LI,16,7,5,3,1,26,1,0.52,1,-0.07,1,25,Liechtenstein
EuroCOVIDhub-ensemble,inc case,4,LI,25,8,7,10,1.59,36,1.35,0.28,0.72,0.04,1,25,Liechtenstein
IEM_Health-CovidProject,inc case,4,LI,52,12,8,32,3.72,75,2.98,0.16,0.68,-0.03,1,25,Liechtenstein
ILM-EKF,inc case,4,LI,23,8,11,5,1.5,35,1.33,0.32,0.92,-0.11,1,25,Liechtenstein
LANL-GrowthRate,inc case,4,LI,21,3,14,5,1.36,28,1.02,0.21,0.58,-0.24,1,24,Liechtenstein
USC-SIkJalpha,inc case,4,LI,41,4,10,27,2.79,45,1.76,0.24,0.32,-0.18,1,25,Liechtenstein
epiforecasts-EpiNow2,inc case,4,LI,60,24,5,31,3.93,89,3.44,0.32,0.68,-0.03,1,25,Liechtenstein
LANL-GrowthRate,inc case,5,LI,23,3,15,5,NA,30,NA,0.04,0.57,-0.22,1,23,Liechtenstein
USC-SIkJalpha,inc case,5,LI,52,5,12,35,NA,58,NA,0.17,0.33,-0.24,1,24,Liechtenstein
LANL-GrowthRate,inc case,6,LI,23,3,15,6,NA,30,NA,0.09,0.5,-0.14,1,22,Liechtenstein
MUNI-ARIMA,inc case,1,LI,7,2,2,2,0.8,11,0.88,0.25,0.95,0.05,1,20,Liechtenstein
MUNI-ARIMA,inc case,2,LI,12,4,4,4,1.15,19,1.28,0.47,0.95,-0.01,1,19,Liechtenstein
RobertWalraven-ESG,inc case,1,LI,9,1,4,4,1.14,13,1.03,0.36,0.71,-0.28,1,28,Liechtenstein
MUNI-ARIMA,inc case,3,LI,11,5,5,1,1.02,15,0.91,0.71,0.94,-0.08,1,17,Liechtenstein
RobertWalraven-ESG,inc case,2,LI,12,1,7,5,1.24,18,1.16,0.44,0.67,-0.27,1,27,Liechtenstein
MUNI-ARIMA,inc case,4,LI,13,7,5,1,0.99,19,0.89,0.69,1,-0.11,1,16,Liechtenstein
RobertWalraven-ESG,inc case,3,LI,13,1,8,4,1.23,23,1.15,0.31,0.5,-0.29,1,26,Liechtenstein
RobertWalraven-ESG,inc case,4,LI,17,1,11,4,1.2,27,1.04,0.28,0.6,-0.4,1,25,Liechtenstein
EuroCOVIDhub-baseline,inc death,1,LI,0,0,0,0,1,0,1,0.64,1,0,1,28,Liechtenstein
EuroCOVIDhub-ensemble,inc death,1,LI,0,0,0,0,0.8,0,0.56,0.89,1,-0.09,1,28,Liechtenstein
IEM_Health-CovidProject,inc death,1,LI,0,0,0,0,1.68,1,1.84,0.85,0.96,0.12,1,27,Liechtenstein
ILM-EKF,inc death,1,LI,0,0,0,0,1.91,0,0.61,0.96,1,-0.05,1,28,Liechtenstein
LANL-GrowthRate,inc death,1,LI,0,0,0,0,0.67,0,0.56,0.89,1,-0.11,1,27,Liechtenstein
RobertWalraven-ESG,inc death,1,LI,0,0,0,0,0.88,0,0.94,0.82,1,-0,1,28,Liechtenstein
USC-SIkJalpha,inc death,1,LI,0,0,0,0,0.95,0,0.73,0.75,0.75,-0.18,1,28,Liechtenstein
EuroCOVIDhub-baseline,inc death,2,LI,0,0,0,0,1,0,1,1,1,0,1,27,Liechtenstein
EuroCOVIDhub-ensemble,inc death,2,LI,0,0,0,0,0.89,0,0.6,0.96,1,-0.05,1,27,Liechtenstein
IEM_Health-CovidProject,inc death,2,LI,1,0,0,0,2.37,1,2.78,0.96,0.96,0.12,1,26,Liechtenstein
ILM-EKF,inc death,2,LI,0,0,0,0,2.14,0,1.34,0.96,1,-0.04,1,27,Liechtenstein
LANL-GrowthRate,inc death,2,LI,0,0,0,0,0.75,0,0.72,0.96,1,-0.05,1,26,Liechtenstein
RobertWalraven-ESG,inc death,2,LI,0,0,0,0,0.77,0,0.91,0.96,1,-0.03,1,27,Liechtenstein
USC-SIkJalpha,inc death,2,LI,0,0,0,0,0.94,0,0.79,0.78,0.78,-0.15,1,27,Liechtenstein
epiforecasts-EpiNow2,inc death,2,LI,0,0,0,0,0.97,0,1.09,0.96,1,-0.01,1,27,Liechtenstein
EuroCOVIDhub-baseline,inc death,3,LI,0,0,0,0,1,0,1,1,1,0.02,1,26,Liechtenstein
EuroCOVIDhub-ensemble,inc death,3,LI,0,0,0,0,0.85,0,0.73,1,1,-0.03,1,26,Liechtenstein
ILM-EKF,inc death,3,LI,0,0,0,0,1.68,0,0.9,1,1,0.01,1,26,Liechtenstein
LANL-GrowthRate,inc death,3,LI,0,0,0,0,0.55,0,0.55,0.92,1,-0.07,1,25,Liechtenstein
RobertWalraven-ESG,inc death,3,LI,0,0,0,0,0.74,0,0.95,1,1,-0.05,1,26,Liechtenstein
