model,continuous_weeks,target_variable,horizon,location,relative_skill,inv_skill,skill_weight
IEM_Health-CovidProject,11,inc death,3,HU,2.192947959044306,0.45600717330100404,0.05713938977735038
ILM-EKF,11,inc death,3,HU,1.1512989760449226,0.8685841130818316,0.10883681024692266
LANL-GrowthRate,11,inc death,3,HU,0.5119642747901305,1.9532612903701727,0.244750882753769
RobertWalraven-ESG,11,inc death,3,HU,1.9365220385965811,0.5163896821565279,0.06470554204696094
USC-SIkJalpha,11,inc death,3,HU,1.1164965558312212,0.8956588309898631,0.11222937279908594
epiforecasts-EpiNow2,11,inc death,3,HU,1.0661162057025713,0.9379840533809346,0.11753288011479235
IEM_Health-CovidProject,11,inc death,4,HU,2.3563232708088258,0.4243899860381816,0.04910789736798501
ILM-EKF,11,inc death,4,HU,1.3730424589381471,0.7283095970487014,0.08427567595991381
LANL-GrowthRate,11,inc death,4,HU,0.33774399438264624,2.9608224472736366,0.34260884952280324
RobertWalraven-ESG,11,inc death,4,HU,1.8664729395484767,0.5357698891910603,0.0619961205420247
UMass-MechBayes,8,inc death,1,HU,0.7134938230393048,1.4015538294925256,0.15608167795572261
UMass-SemiMech,8,inc death,1,HU,0.677241967111364,1.476577129833365,0.16443652124220146
USC-SIkJalpha,11,inc death,4,HU,1.007311785909048,0.9927412882373362,0.11487414618528309
epiforecasts-EpiNow2,11,inc death,4,HU,0.989065602022699,1.0110552808175104,0.11699333301252439
LANL-GrowthRate,11,inc death,5,HU,0.6156927363230397,1.6241867753257417,0.72512238577073
UMass-MechBayes,8,inc death,2,HU,0.7583849594225857,1.3185915511317283,0.15226737802861554
UMass-SemiMech,8,inc death,2,HU,0.8939133990158344,1.1186765978683875,0.12918174113370637
USC-SIkJalpha,11,inc death,5,HU,1.6241867753257415,0.6156927363230398,0.27487761422927015
UMass-MechBayes,8,inc death,3,HU,0.7326493385309024,1.3649094422240047,0.171028214458686
UMass-SemiMech,8,inc death,3,HU,1.0123350988318591,0.9878152018574752,0.12377690780243268
UMass-MechBayes,8,inc death,4,HU,0.860245759947549,1.1624585049520872,0.13451281800648443
UMass-SemiMech,8,inc death,4,HU,1.2100039576124504,0.8264435778980219,0.09563115940298136
IEM_Health-CovidProject,11,inc case,1,IE,1.2154002240905522,0.8227742435610215,0.12535161169810166
ILM-EKF,11,inc case,1,IE,1.1874175897392831,0.842163707731133,0.12830564265216593
LANL-GrowthRate,11,inc case,1,IE,1.0420334039250092,0.9596621338944772,0.1462068071657987
RobertWalraven-ESG,11,inc case,1,IE,0.9005672215065857,1.110411278712843,0.1691737977017527
USC-SIkJalpha,11,inc case,1,IE,1.066549488189793,0.9376030002107596,0.14284604571567097
epiforecasts-EpiNow2,11,inc case,1,IE,1.101686103061473,0.9076995681629297,0.13829018676428154
IEM_Health-CovidProject,11,inc case,2,IE,0.9465968845681076,1.0564159002659912,0.14136523049110572
ILM-EKF,11,inc case,2,IE,0.957856790410651,1.0439974012934454,0.13970343803875293
LANL-GrowthRate,11,inc case,2,IE,0.9838064763275804,1.0164600702089988,0.1360185056604325
RobertWalraven-ESG,11,inc case,2,IE,0.6122572654753693,1.633300340214957,0.21856153338619133
USC-SIkJalpha,11,inc case,2,IE,0.884704476478669,1.1303209451140501,0.15125489960416127
epiforecasts-EpiNow2,11,inc case,2,IE,1.5227511567789378,0.6567061174429125,0.08787771145233783
IEM_Health-CovidProject,11,inc case,3,IE,0.6609877000094113,1.5128874561293073,0.15776063696400383
ILM-EKF,11,inc case,3,IE,0.7038974576151317,1.4206614744540924,0.1481435107496472
LANL-GrowthRate,11,inc case,3,IE,0.6540972889490083,1.5288245600387396,0.1594225237447603
RobertWalraven-ESG,11,inc case,3,IE,0.41819673889066744,2.3912190292364714,0.24935115671984903
USC-SIkJalpha,11,inc case,3,IE,0.7594411445935754,1.316757733129093,0.13730865297621217
epiforecasts-EpiNow2,11,inc case,3,IE,2.4842952980624036,0.40252863690557966,0.04197481702766449
IEM_Health-CovidProject,11,inc case,4,IE,0.606498047085164,1.6488099257796633,0.16089742805360266
ILM-EKF,11,inc case,4,IE,0.6628482434403024,1.5086409444337048,0.14721918155663685
LANL-GrowthRate,11,inc case,4,IE,0.5585593734380648,1.7903199687524065,0.17470654067603106
RobertWalraven-ESG,11,inc case,4,IE,0.4013145567164716,2.4918109330046034,0.24316081802255354
UMass-SemiMech,8,inc case,1,IE,1.0168626953401128,0.9834169397526451,0.14982590830222847
USC-SIkJalpha,11,inc case,4,IE,0.7150983502395455,1.3984090435462722,0.13646231439751855
epiforecasts-EpiNow2,11,inc case,4,IE,2.761702737178824,0.36209545167107127,0.03533471382775293
LANL-GrowthRate,11,inc case,5,IE,1.0288197130589831,0.9719875963755655,0.4857977036530623
UMass-SemiMech,8,inc case,2,IE,1.0686575302363723,0.9357534773360122,0.12521868136701841
USC-SIkJalpha,11,inc case,5,IE,0.9719875963755656,1.028819713058983,0.5142022963469378
UMass-SemiMech,8,inc case,3,IE,0.9833941645001384,1.0168862457184729,0.10603870181786293
UMass-SemiMech,8,inc case,4,IE,0.9546559111984037,1.0474978348425819,0.10221900346590435
IEM_Health-CovidProject,11,inc death,1,IE,1.1045126659351987,0.9053766704914089,0.10266982587935139
ILM-EKF,11,inc death,1,IE,1.065702812165939,0.9383479039222911,0.10640876780894493
LANL-GrowthRate,11,inc death,1,IE,1.0427232744792647,0.959027216976047,0.1087538044547217
RobertWalraven-ESG,11,inc death,1,IE,0.7533840542293329,1.3273442600572964,0.15052100247742387
USC-SIkJalpha,11,inc death,1,IE,1.098078197493297,0.9106819553314229,0.10327144583325296
epiforecasts-EpiNow2,11,inc death,1,IE,0.9737067029026852,1.0270033029647765,0.11646230097323113
IEM_Health-CovidProject,11,inc death,2,IE,1.4969165049899662,0.6680399318642712,0.09278093244788974
ILM-EKF,11,inc death,2,IE,1.1905775978078013,0.8399284530813365,0.11665372285295256
LANL-GrowthRate,11,inc death,2,IE,1.2147143152557671,0.8232388368531267,0.11433578034384317
RobertWalraven-ESG,11,inc death,2,IE,0.9445881251391024,1.0586624724429365,0.14703266474914944
USC-SIkJalpha,11,inc death,2,IE,1.238209013071471,0.8076180914879827,0.11216628829497029
epiforecasts-EpiNow2,11,inc death,2,IE,1.4576431574303896,0.6860389628987473,0.09528073343714631
IEM_Health-CovidProject,11,inc death,3,IE,1.2094684764886332,0.8268094782455442,0.08935542671755362
ILM-EKF,11,inc death,3,IE,0.9583590991731028,1.0434502065695688,0.11276834738807102
LANL-GrowthRate,11,inc death,3,IE,0.7103273440484658,1.4078016401572875,0.15214474386149698
RobertWalraven-ESG,11,inc death,3,IE,0.65172997215783,1.534377798659579,0.16582415484169147
USC-SIkJalpha,11,inc death,3,IE,1.2088029521654453,0.827264690418404,0.08940462266779746
epiforecasts-EpiNow2,11,inc death,3,IE,1.5866807789780415,0.6302464952301784,0.06811235961885116
IEM_Health-CovidProject,11,inc death,4,IE,1.0896485098257789,0.917727130338468,0.09623436884686544
ILM-EKF,11,inc death,4,IE,0.8684347964155101,1.1514969277227594,0.12074785239010544
LANL-GrowthRate,11,inc death,4,IE,0.5877185063073739,1.7014948300385915,0.1784215325579167
RobertWalraven-ESG,11,inc death,4,IE,0.5866897376315158,1.7044784250650613,0.17873439721536785
UMass-MechBayes,8,inc death,1,IE,0.7153823942712048,1.397853802397177,0.15851679325800483
UMass-SemiMech,8,inc death,1,IE,0.7392636003783246,1.3526974674368402,0.15339605931506914
USC-SIkJalpha,11,inc death,4,IE,1.005192699180026,0.9948341256514678,0.10431993456931286
epiforecasts-EpiNow2,11,inc death,4,IE,2.159428054271867,0.4630855832505093,0.048559912149223866
LANL-GrowthRate,11,inc death,5,IE,0.7104990790286756,1.4074613599318124,0.6645361896479076
UMass-MechBayes,8,inc death,2,IE,0.8255893808002323,1.2112558897386907,0.1682256486814131
UMass-SemiMech,8,inc death,2,IE,0.9046474934932788,1.1054029411373478,0.1535242291926354
USC-SIkJalpha,11,inc death,5,IE,1.4074613599318124,0.7104990790286756,0.33546381035209244
UMass-MechBayes,8,inc death,3,IE,0.639485584038809,1.563756908614397,0.16899923081223453
UMass-SemiMech,8,inc death,3,IE,0.7045556221270953,1.4193343557190568,0.1533911140923037
UMass-MechBayes,8,inc death,4,IE,0.7295409340983922,1.3707250042601877,0.14373646728624653
UMass-SemiMech,8,inc death,4,IE,0.8113366285358538,1.2325340245079408,0.12924553498496139
IEM_Health-CovidProject,11,inc case,1,IS,1.0837805810636567,0.9226959935179575,0.12720798200279448
ILM-EKF,11,inc case,1,IS,0.9795893246994072,1.020835951133763,0.14073810031895628
LANL-GrowthRate,11,inc case,1,IS,0.7675819709395555,1.3027924545647602,0.17961018610451476
RobertWalraven-ESG,11,inc case,1,IS,1.1485100627387004,0.8706932855385107,0.12003860055189595
USC-SIkJalpha,11,inc case,1,IS,1.2580307252623597,0.7948931452301787,0.10958837322687189
epiforecasts-EpiNow2,11,inc case,1,IS,1.024103676709425,0.9764636361946545,0.13462068712994302
IEM_Health-CovidProject,11,inc case,2,IS,1.297881009637462,0.7704866567693526,0.10263331861882648
ILM-EKF,11,inc case,2,IS,0.7780512591662605,1.2852623631398965,0.17120444652218128
LANL-GrowthRate,11,inc case,2,IS,0.7087422092832304,1.4109502537055416,0.18794680695842908
RobertWalraven-ESG,11,inc case,2,IS,0.6870933410979628,1.45540633300567,0.1938686161309398
USC-SIkJalpha,11,inc case,2,IS,1.36081837344057,0.7348519240460359,0.09788656428459314
epiforecasts-EpiNow2,11,inc case,2,IS,1.473863448674215,0.6784889067569525,0.09037868149269088
IEM_Health-CovidProject,11,inc case,3,IS,0.9538655960342652,1.048365727999354,0.10852345511684841
ILM-EKF,11,inc case,3,IS,0.5721504421161644,1.7477920602514694,0.18092582401205817
LANL-GrowthRate,11,inc case,3,IS,0.5530937538839031,1.8080117393802724,0.18715957190226934
RobertWalraven-ESG,11,inc case,3,IS,0.4149390140787274,2.4099927123513805,0.24947470998494714
USC-SIkJalpha,11,inc case,3,IS,1.2534915164229974,0.797771653735345,0.08258276090621593
epiforecasts-EpiNow2,11,inc case,3,IS,2.5923298731504265,0.3857533758945239,0.03993195128092543
IEM_Health-CovidProject,11,inc case,4,IS,0.8918805414986655,1.1212263901616877,0.09263232345605489
ILM-EKF,11,inc case,4,IS,0.4809442535746344,2.0792430568978966,0.1717807546097336
LANL-GrowthRate,11,inc case,4,IS,0.44197630870259275,2.262564712881258,0.186926233776614
RobertWalraven-ESG,11,inc case,4,IS,0.28982279922262244,3.450384175027814,0.28506027485023683
UMass-SemiMech,8,inc case,1,IS,0.7325633322935589,1.365069688745043,0.18819607066502364
USC-SIkJalpha,11,inc case,4,IS,1.3468961582667918,0.7424477335259583,0.061338779754616456
epiforecasts-EpiNow2,11,inc case,4,IS,4.095339337114024,0.24418000992921327,0.020173411774587098
LANL-GrowthRate,11,inc case,5,IS,0.4338879478378319,2.3047425147051,0.8415675448833835
UMass-SemiMech,8,inc case,2,IS,0.8534373315935574,1.1717321975273538,0.15608156599233936
USC-SIkJalpha,11,inc case,5,IS,2.3047425147051,0.4338879478378319,0.15843245511661658
UMass-SemiMech,8,inc case,3,IS,0.6837226522370311,1.462581350388436,0.15140172679673555
UMass-SemiMech,8,inc case,4,IS,0.4537194443302334,2.2040051677224657,0.18208822177815717
USC-SIkJalpha,11,inc death,1,IS,0,0,NA
USC-SIkJalpha,11,inc death,2,IS,0,0,NA
USC-SIkJalpha,11,inc death,3,IS,0,0,NA
USC-SIkJalpha,11,inc death,4,IS,0,0,NA
LANL-GrowthRate,11,inc death,5,IS,10.40043336041855,0.09614983966011936,0.009160108373113145
USC-SIkJalpha,11,inc death,5,IS,0.09614983966011938,10.400433360418548,0.9908398916268868
IEM_Health-CovidProject,11,inc case,1,IT,1.2059001590909626,0.8292560478255718,0.10769123798990296
ILM-EKF,11,inc case,1,IT,0.913542966738346,1.0946392631868587,0.1421551976787559
LANL-GrowthRate,11,inc case,1,IT,0.7363869004626121,1.357981788339501,0.17635414337645489
RobertWalraven-ESG,11,inc case,1,IT,1.0115152249113233,0.9886158659526526,0.1283864818110984
UNIPV-BayesINGARCHX,11,inc case,1,IT,2.526880263911329,0.3957449089622123,0.051393365518519
USC-SIkJalpha,11,inc case,1,IT,1.4893003527145536,0.6714562298849228,0.08719858340731705
epiforecasts-EpiNow2,11,inc case,1,IT,0.7396937956338985,1.3519107580766252,0.17556572975366902
IEM_Health-CovidProject,11,inc case,2,IT,1.226468516208628,0.8153490992914288,0.09306736097660098
ILM-EKF,11,inc case,2,IT,0.9946360212014684,1.005392906233229,0.11475975702804764
LANL-GrowthRate,11,inc case,2,IT,0.5325776262080855,1.8776605527346846,0.21432403936515884
RobertWalraven-ESG,11,inc case,2,IT,0.771461748863165,1.2962405478607484,0.14795832494952443
UNIPV-BayesINGARCHX,11,inc case,2,IT,2.311385728517295,0.4326408992070219,0.04938344418940652
USC-SIkJalpha,11,inc case,2,IT,1.0884232715964557,0.9187602158976627,0.10487113892465974
epiforecasts-EpiNow2,11,inc case,2,IT,0.7558112022715792,1.3230817391889866,0.15102209094197852
IEM_Health-CovidProject,11,inc case,3,IT,1.347315978935925,0.7422163884597983,0.08050742150781832
ILM-EKF,11,inc case,3,IT,1.1496032250471917,0.8698653398079581,0.09435336736808536
LANL-GrowthRate,11,inc case,3,IT,0.5418583685278737,1.8455007029176462,0.2001794965631017
RobertWalraven-ESG,11,inc case,3,IT,0.592726382209556,1.6871190991570442,0.18300001261301146
UNIPV-BayesINGARCHX,11,inc case,3,IT,2.3039357740233624,0.4340398770117191,0.04707984338946833
USC-SIkJalpha,11,inc case,3,IT,0.8378174397113308,1.1935774461134983,0.129466074921747
epiforecasts-EpiNow2,11,inc case,3,IT,0.8363414952929773,1.1956838272740393,0.1296945518438205
IEM_Health-CovidProject,11,inc case,4,IT,1.514133598917524,0.6604437024017659,0.0684509078906742
ILM-EKF,11,inc case,4,IT,1.2707585357904314,0.7869315623978749,0.08156059282278237
LANL-GrowthRate,11,inc case,4,IT,0.5334678253566018,1.8745272956837469,0.1942831687073101
RobertWalraven-ESG,11,inc case,4,IT,0.4945953905522974,2.021854669699479,0.20955274046922082
UMass-SemiMech,8,inc case,1,IT,0.989407057403734,1.0107063543937744,0.1312552604642828
UNIPV-BayesINGARCHX,11,inc case,4,IT,2.1389190090337475,0.467525883764878,0.048456168314900044
USC-SIkJalpha,11,inc case,4,IT,0.6742171558777422,1.4832016528830851,0.1537246844138041
epiforecasts-EpiNow2,11,inc case,4,IT,0.8912127625160139,1.1220665166159258,0.11629525953048295
LANL-GrowthRate,11,inc case,5,IT,0.9945040980281492,1.0055262738310962,0.5027555021058757
UMass-SemiMech,8,inc case,2,IT,0.9159832070364776,1.0917230712507773,0.12461384362462329
USC-SIkJalpha,11,inc case,5,IT,1.0055262738310962,0.9945040980281491,0.4972444978941243
UMass-SemiMech,8,inc case,3,IT,0.7992156600613034,1.2512267338746785,0.1357192317929473
UMass-SemiMech,8,inc case,4,IT,0.8117690999807644,1.2318773897943343,0.12767647785082534
IEM_Health-CovidProject,11,inc death,1,IT,1.2133050187762735,0.8241950577346077,0.0958732338703428
ILM-EKF,11,inc death,1,IT,1.048563661732241,0.9536855381274485,0.11093601663539478
LANL-GrowthRate,11,inc death,1,IT,0.48987161946723673,2.041351162754758,0.23745706262327818
RobertWalraven-ESG,11,inc death,1,IT,1.1251663619640209,0.8887574618338765,0.10338335712254253
USC-SIkJalpha,11,inc death,1,IT,1.6455183037130263,0.607711258965368,0.07069108593852799
epiforecasts-EpiNow2,11,inc death,1,IT,0.7774910439023303,1.286188449169611,0.1496139109684858
IEM_Health-CovidProject,11,inc death,2,IT,1.480908492729346,0.6752611690118534,0.06709607399561204
ILM-EKF,11,inc death,2,IT,0.788881838297249,1.267616962964233,0.12595440912084818
LANL-GrowthRate,11,inc death,2,IT,0.34813501828096854,2.872448755479497,0.2854155445192983
RobertWalraven-ESG,11,inc death,2,IT,1.297289617428951,0.7708378966154543,0.07659287831642601
USC-SIkJalpha,11,inc death,2,IT,1.2891448551094418,0.7757080176339882,0.07707678886129758
epiforecasts-EpiNow2,11,inc death,2,IT,0.7810414370982943,1.2803418007054466,0.12721878902872297
IEM_Health-CovidProject,11,inc death,3,IT,2.0833759965366583,0.4799901705992437,0.05376442150324056
ILM-EKF,11,inc death,3,IT,0.8451146695290644,1.183271378494997,0.13254000819787987
LANL-GrowthRate,11,inc death,3,IT,0.46263441133305894,2.161533979105765,0.2421166746000907
RobertWalraven-ESG,11,inc death,3,IT,1.6214871286116106,0.6167178156117986,0.06907949082731232
USC-SIkJalpha,11,inc death,3,IT,1.2669222478807292,0.7893144205753518,0.08841229634644142
epiforecasts-EpiNow2,11,inc death,3,IT,0.8374919700288403,1.1940412992444136,0.13374636323220324
IEM_Health-CovidProject,11,inc death,4,IT,2.463116859006716,0.40598966969162115,0.04654330820451638
ILM-EKF,11,inc death,4,IT,0.9400941867435072,1.0637232035909157,0.12194693758250887
LANL-GrowthRate,11,inc death,4,IT,0.5476531897210231,1.8259731135856332,0.20933249228565406
RobertWalraven-ESG,11,inc death,4,IT,1.6708520988417133,0.5984970187925258,0.06861266008640923
UMass-MechBayes,8,inc death,1,IT,0.9323896255279984,1.0725130059589787,0.12475844071659001
UMass-SemiMech,8,inc death,1,IT,1.0842282176078477,0.9223150474780283,0.10728689212483782
USC-SIkJalpha,11,inc death,4,IT,0.9567071526160182,1.0452519323866263,0.11982936136623847
epiforecasts-EpiNow2,11,inc death,4,IT,0.8378709559697135,1.1935012102700777,0.13682489683606344
LANL-GrowthRate,11,inc death,5,IT,0.90676840396025,1.1028174290508659,0.548778465161864
UMass-MechBayes,8,inc death,2,IT,0.6758381372950631,1.4796442296114631,0.1470221053321791
UMass-SemiMech,8,inc death,2,IT,1.0613066212036826,0.9422347698781417,0.09362341082561572
USC-SIkJalpha,11,inc death,5,IT,1.102817429050866,0.9067684039602499,0.45122153483813615
UMass-MechBayes,8,inc death,3,IT,0.6202913639434515,1.6121456111247172,0.180578856548037
UMass-SemiMech,8,inc death,3,IT,1.1227885381568123,0.8906396583292665,0.09976188874479483
UMass-MechBayes,8,inc death,4,IT,0.5986960547871224,1.6702966254814702,0.1914854894997644
UMass-SemiMech,8,inc death,4,IT,1.0874248586723794,0.9196037703431619,0.10542485413884516
IEM_Health-CovidProject,11,inc case,1,LI,0.7522973958756599,1.3292615466733324,0.18323651601643082
ILM-EKF,11,inc case,1,LI,1.583067115019784,0.6316851575730589,0.08707675910933621
LANL-GrowthRate,11,inc case,1,LI,0.9032330780256383,1.107133943971453,0.15261659164410799
RobertWalraven-ESG,11,inc case,1,LI,0.829333186999805,1.2057879941083742,0.16621589005399587
USC-SIkJalpha,11,inc case,1,LI,0.94113041990851,1.0625519894439421,0.14647104260203403
epiforecasts-EpiNow2,11,inc case,1,LI,1.2610178210000196,0.7930102044132685,0.10931515124756308
IEM_Health-CovidProject,11,inc case,2,LI,0.9729344542306856,1.0278184677823088,0.15001260316902096
ILM-EKF,11,inc case,2,LI,1.130190045359028,0.8848069438466251,0.12913972370514998
LANL-GrowthRate,11,inc case,2,LI,0.9753348673621832,1.0252888863745067,0.14964340461518377
RobertWalraven-ESG,11,inc case,2,LI,0.9682760517191668,1.03276333048257,0.15073431789708974
USC-SIkJalpha,11,inc case,2,LI,0.8430448843955284,1.186176464040832,0.17312533756328424
epiforecasts-EpiNow2,11,inc case,2,LI,1.7010288209140645,0.5878795160346785,0.08580244402534393
IEM_Health-CovidProject,11,inc case,3,LI,0.9072814948574388,1.1021937575803087,0.15805280078605968
ILM-EKF,11,inc case,3,LI,0.950105870252458,1.0525142842600104,0.1509288447249337
LANL-GrowthRate,11,inc case,3,LI,0.8535343094285249,1.1715990663217037,0.16800540971761535
RobertWalraven-ESG,11,inc case,3,LI,0.8978228773381209,1.1138054345026442,0.15971789646163945
USC-SIkJalpha,11,inc case,3,LI,0.9781273918406924,1.0223617172382287,0.1466050154200533
epiforecasts-EpiNow2,11,inc case,3,LI,2.0145518192522256,0.4963883234193432,0.07118128210611567
IEM_Health-CovidProject,11,inc case,4,LI,1.010670119430242,0.9894425300351639,0.13765727881739193
ILM-EKF,11,inc case,4,LI,0.7691834680866853,1.3000799438493682,0.18087505022551584
LANL-GrowthRate,11,inc case,4,LI,0.7350217993613516,1.3605038665096514,0.18928159483664297
RobertWalraven-ESG,11,inc case,4,LI,0.6976775802436127,1.4333268379511686,0.1994131707288574
UMass-SemiMech,8,inc case,1,LI,0.8889539426540255,1.1249176723536878,0.15506804932653204
USC-SIkJalpha,11,inc case,4,LI,1.1636645155897989,0.859354209570577,0.11955859834077702
epiforecasts-EpiNow2,11,inc case,4,LI,2.1502769923650744,0.46505636415711593,0.0647014774918797
LANL-GrowthRate,11,inc case,5,LI,0.6753989482283657,1.4806063921525094,0.6867359576627713
UMass-SemiMech,8,inc case,2,LI,0.9034943078513084,1.1068138352506078,0.16154216902492735
USC-SIkJalpha,11,inc case,5,LI,1.4806063921525094,0.6753989482283657,0.3132640423372287
UMass-SemiMech,8,inc case,3,LI,0.9854966150926526,1.014716828739167,0.1455087507835828
UMass-SemiMech,8,inc case,4,LI,1.2821165846316258,0.7799602719337081,0.10851282955893513
IEM_Health-CovidProject,11,inc death,1,LI,1.6950531371002011,0.589952006879703,0.05329849584433969
ILM-EKF,11,inc death,1,LI,1.3615660384948072,0.73444840112602,0.06635284667025322
LANL-GrowthRate,11,inc death,1,LI,0.5227024763459349,1.9131342307591825,0.17283978299708438
RobertWalraven-ESG,11,inc death,1,LI,0.7396500433543698,1.3519907272159726,0.12214395631473776
USC-SIkJalpha,11,inc death,1,LI,0.7650841078698638,1.307045839423048,0.11808346514372633
epiforecasts-EpiNow2,11,inc death,1,LI,0.6339859156787074,1.577322106484747,0.1425012454526744
IEM_Health-CovidProject,11,inc death,2,LI,1.951147065061568,0.512519029398968,0.04793769182784714
ILM-EKF,11,inc death,2,LI,1.3437744754547647,0.7441724919366225,0.06960504788876568
LANL-GrowthRate,11,inc death,2,LI,0.5437458866440041,1.8390943721376782,0.1720169090253131
RobertWalraven-ESG,11,inc death,2,LI,0.4872402361321026,2.052375657516256,0.19196585129798413
USC-SIkJalpha,11,inc death,2,LI,0,0,0
epiforecasts-EpiNow2,11,inc death,2,LI,0.6714372551398362,1.4893424401833883,0.13930339134406566
IEM_Health-CovidProject,11,inc death,3,LI,2.816614487463045,0.35503616290091256,0.030775390151437806
ILM-EKF,11,inc death,3,LI,1.0600446389646951,0.9433564995684158,0.08177241464333673
LANL-GrowthRate,11,inc death,3,LI,0.4852926123348109,2.060612452328214,0.17861885294487792
RobertWalraven-ESG,11,inc death,3,LI,0.6092842235543667,1.641270135252024,0.14226925038726612
USC-SIkJalpha,11,inc death,3,LI,0.3291746173512043,3.0379013061419498,0.2633326058229566
epiforecasts-EpiNow2,11,inc death,3,LI,1.1891139160025093,0.8409623220639273,0.07289664059207286
IEM_Health-CovidProject,11,inc death,4,LI,3.414054270957079,0.2929068844941545,0.024691636906066874
ILM-EKF,11,inc death,4,LI,0.8636675217427706,1.1578529640458493,0.09760537048559528
LANL-GrowthRate,11,inc death,4,LI,0.42723219338082646,2.34064758108858,0.1973132871120902
RobertWalraven-ESG,11,inc death,4,LI,0.44336477778842986,2.2554791226045294,0.19013370628260792
UMass-MechBayes,8,inc death,1,LI,0.5386710350533112,1.8564205886827236,0.1677160580478007
UMass-SemiMech,8,inc death,1,LI,0.5752030801068867,1.7385164206947148,0.15706414952938352
USC-SIkJalpha,11,inc death,4,LI,0.3575464740372,2.7968392156370627,0.2357695979608749
epiforecasts-EpiNow2,11,inc death,4,LI,1.4630694898002152,0.6834945345873844,0.05761762446949132
LANL-GrowthRate,11,inc death,5,LI,1.23565683022287,0.8092861833002892,0.395749993006406
UMass-MechBayes,8,inc death,2,LI,0.4717907084651356,2.1195839215513037,0.1982520745692935
UMass-SemiMech,8,inc death,2,LI,0.5169908584166466,1.9342701785146323,0.18091903404673082
USC-SIkJalpha,11,inc death,5,LI,0.8092861833002892,1.23565683022287,0.6042500069935939
UMass-MechBayes,8,inc death,3,LI,0.7817432476797301,1.2791923729025758,0.11088347742707959
UMass-SemiMech,8,inc death,3,LI,0.7256711345105016,1.3780346942896464,0.11945136803097245
UMass-MechBayes,8,inc death,4,LI,0.8742963613741068,1.1437769207095043,0.09641877990157634
UMass-SemiMech,8,inc death,4,LI,0.8392094679242249,1.1915976144471876,0.10044999688169708
IEM_Health-CovidProject,11,inc case,1,LT,0.918549582153998,1.088672859286486,0.15395556127552257
ILM-EKF,11,inc case,1,LT,1.109055465315271,0.9016681593248631,0.12751013894486804
LANL-GrowthRate,11,inc case,1,LT,0.9066768483860052,1.1029287907594876,0.1559715754644588
RobertWalraven-ESG,11,inc case,1,LT,1.1078461660719967,0.9026523994261961,0.12764932606241033
USC-SIkJalpha,11,inc case,1,LT,1.1433038484360372,0.8746581246690744,0.12369049284086887
epiforecasts-EpiNow2,11,inc case,1,LT,0.958560522770694,1.0432309449898127,0.14752935586284815
IEM_Health-CovidProject,11,inc case,2,LT,0.9221765929968336,1.0843910023244687,0.14803648954007653
ILM-EKF,11,inc case,2,LT,1.12998970941675,0.8849638113219236,0.12081152989768597
LANL-GrowthRate,11,inc case,2,LT,0.7786478536627853,1.284277604177507,0.17532416601561848
RobertWalraven-ESG,11,inc case,2,LT,1.0512210357192382,0.9512747234132419,0.12986401615324983
USC-SIkJalpha,11,inc case,2,LT,1.058240717290174,0.9449645847692287,0.12900258261924918
epiforecasts-EpiNow2,11,inc case,2,LT,1.1919529046864905,0.8389593213525678,0.11453119081008137
IEM_Health-CovidProject,11,inc case,3,LT,1.0292923510665104,0.9715412719853996,0.13947290613440116
ILM-EKF,11,inc case,3,LT,1.2772466413232386,0.7829341394579761,0.11239676881548011
LANL-GrowthRate,11,inc case,3,LT,0.820203832780363,1.2192091283091864,0.17502770619653887
RobertWalraven-ESG,11,inc case,3,LT,1.0432765292196158,0.9585186400656525,0.13760339799126892
USC-SIkJalpha,11,inc case,3,LT,1.0664492134305457,0.9376911599786432,0.13461343836839537
epiforecasts-EpiNow2,11,inc case,3,LT,1.4075217485977265,0.7104685955980938,0.10199373161244549
IEM_Health-CovidProject,11,inc case,4,LT,1.0707055482098466,0.9339635922051007,0.12928947498687526
ILM-EKF,11,inc case,4,LT,1.3947529325483616,0.71697286068644,0.09925124010361999
LANL-GrowthRate,11,inc case,4,LT,0.730289692235657,1.3693196147116236,0.18955622633780142
RobertWalraven-ESG,11,inc case,4,LT,0.9835816583540482,1.0166924032249918,0.14074170356657484
UMass-SemiMech,8,inc case,1,LT,0.8639058586579436,1.1575335321298497,0.16369354954902318
USC-SIkJalpha,11,inc case,4,LT,0.9916154491828316,1.0084554459332777,0.13960145367608323
epiforecasts-EpiNow2,11,inc case,4,LT,1.5049877814949375,0.6644572217102507,0.0919814498799977
LANL-GrowthRate,11,inc case,5,LT,0.8429248072532347,1.1863454384010983,0.5846167808066216
UMass-SemiMech,8,inc case,2,LT,0.7483186256768299,1.3363291593811826,0.18243002496403862
USC-SIkJalpha,11,inc case,5,LT,1.1863454384010983,0.8429248072532347,0.4153832191933785
UMass-SemiMech,8,inc case,3,LT,0.7217905131397648,1.3854435349254357,0.19889205088147002
UMass-SemiMech,8,inc case,4,LT,0.6605209516362931,1.5139565179919325,0.20957845144904755
IEM_Health-CovidProject,11,inc death,1,LT,0.7268981881090694,1.3757084779663151,0.15531299808500781
ILM-EKF,11,inc death,1,LT,1.4520913254484686,0.6886619198631716,0.07774768357831222
LANL-GrowthRate,11,inc death,1,LT,1.0100459570365632,0.9900539604494456,0.11177386148746568
