"location","forecast_date","target_end_date","target","type","quantile","value","scenario_id"
"SI",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,10,"forecast"
"SI",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,10,"forecast"
"SI",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,9,"forecast"
"SI",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,9,"forecast"
"SI",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,8,"forecast"
"SI",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,7,"forecast"
"ES",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,1,"forecast"
"ES",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,2,"forecast"
"ES",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,0,"forecast"
"ES",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,0,"forecast"
"SE",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,0,"forecast"
"SE",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,0,"forecast"
"NO",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,37736,"forecast"
"NO",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,43673,"forecast"
"NO",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,51475,"forecast"
"NO",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,60546,"forecast"
"NO",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,71047,"forecast"
"NO",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,83117,"forecast"
"NO",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,92083,"forecast"
"NO",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,86310,"forecast"
"NO",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,70320,"forecast"
"NO",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,50888,"forecast"
"NO",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,35578,"forecast"
"NO",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,27126,"forecast"
"NO",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,25314,"forecast"
"NO",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,30034,"forecast"
"NO",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,35360,"forecast"
"NO",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,41645,"forecast"
"NO",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,48930,"forecast"
"NO",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,57349,"forecast"
"NO",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,67004,"forecast"
"NO",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,43,"forecast"
"NO",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,51,"forecast"
"NO",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,60,"forecast"
"NO",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,70,"forecast"
"NO",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,80,"forecast"
"NO",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,86,"forecast"
"NO",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,81,"forecast"
"NO",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,68,"forecast"
"NO",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,51,"forecast"
"NO",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,38,"forecast"
"NO",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,29,"forecast"
"NO",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,23,"forecast"
"NO",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,19,"forecast"
"NO",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,16,"forecast"
"NO",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,13,"forecast"
"NO",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,11,"forecast"
"NO",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,9,"forecast"
"NO",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,8,"forecast"
"NO",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,8,"forecast"
