"date","location","location_name","inc_case","inc_death"
2020-11-01,"LTU","Lithuania",5535,32
2020-11-01,"LUX","Luxembourg",4578,15
2020-11-01,"LVA","Latvia",1458,18
2020-11-01,"MLT","Malta",823,8
2020-11-01,"NLD","Netherlands",68512,388
2020-11-01,"NOR","Norway",2331,3
2020-11-01,"POL","Poland",126214,1345
2020-11-01,"PRT","Portugal",25655,228
2020-11-01,"ROU","Romania",37015,676
2020-11-01,"SVK","Slovakia",16103,60
2020-11-01,"SVN","Slovenia",12699,53
2020-11-01,"SWE","Sweden",18475,91
2020-11-08,"AUT","Austria",41398,221
2020-11-08,"BEL","Belgium",53993,1416
2020-11-08,"BGR","Bulgaria",21091,367
2020-11-08,"CHE","Switzerland",57432,369
2020-11-08,"CYP","Cyprus",1424,1
2020-11-08,"CZE","Czechia",73184,1429
2020-11-08,"DEU","Germany",126841,822
2020-11-08,"DNK","Denmark",7822,20
2020-11-08,"ESP","Spain",140521,3088
2020-11-08,"EST","Estonia",1140,2
2020-11-08,"FIN","Finland",1506,4
2020-11-08,"FRA","France",373409,3420
2020-11-08,"GBR","United Kingdom",157099,2327
2020-11-08,"GRC","Greece",15769,149
2020-11-08,"HRV","Croatia",15752,232
2020-11-08,"HUN","Hungary",31998,604
2020-11-08,"IRL","Ireland",3392,32
2020-11-08,"ISL","Iceland",188,8
2020-11-08,"ITA","Italy",225769,2568
2020-11-08,"LIE","Liechtenstein",237,0
2020-11-08,"LTU","Lithuania",8980,41
2020-11-08,"LUX","Luxembourg",3699,25
2020-11-08,"LVA","Latvia",1959,25
2020-11-08,"MLT","Malta",842,14
2020-11-08,"NLD","Netherlands",50136,570
2020-11-08,"NOR","Norway",3662,3
2020-11-08,"POL","Poland",166523,2089
2020-11-08,"PRT","Portugal",34983,352
2020-11-08,"ROU","Romania",57088,812
2020-11-08,"SVK","Slovakia",15549,132
2020-11-08,"SVN","Slovenia",9512,146
2020-11-08,"SWE","Sweden",25405,171
2020-11-15,"AUT","Austria",50986,344
2020-11-15,"BEL","Belgium",33961,1335
2020-11-15,"BGR","Bulgaria",23091,465
2020-11-15,"CHE","Switzerland",45026,552
2020-11-15,"CYP","Cyprus",1191,13
2020-11-15,"CZE","Czechia",45288,1350
2020-11-15,"DEU","Germany",129459,1195
2020-11-15,"DNK","Denmark",7015,17
2020-11-15,"ESP","Spain",115646,1908
2020-11-15,"EST","Estonia",1512,6
2020-11-15,"FIN","Finland",1518,7
2020-11-15,"FRA","France",194503,4109
2020-11-15,"GBR","United Kingdom",177305,2890
2020-11-15,"GRC","Greece",17507,322
2020-11-15,"HRV","Croatia",16959,255
2020-11-15,"HUN","Hungary",32678,697
2020-11-15,"IRL","Ireland",2509,32
2020-11-15,"ISL","Iceland",111,5
2020-11-15,"ITA","Italy",243425,3835
2020-11-15,"LIE","Liechtenstein",197,1
2020-11-15,"LTU","Lithuania",10059,70
2020-11-15,"LUX","Luxembourg",4063,37
2020-11-15,"LVA","Latvia",2452,24
2020-11-15,"MLT","Malta",894,20
2020-11-15,"NLD","Netherlands",37762,481
2020-11-15,"NOR","Norway",4001,9
2020-11-15,"POL","Poland",166547,2476
2020-11-15,"PRT","Portugal",37977,485
2020-11-15,"ROU","Romania",56530,1047
2020-11-15,"SVK","Slovakia",11272,159
2020-11-15,"SVN","Slovenia",9881,129
2020-11-15,"SWE","Sweden",31322,237
2020-11-22,"AUT","Austria",42630,520
2020-11-22,"BEL","Belgium",22306,1125
2020-11-22,"BGR","Bulgaria",23569,750
2020-11-22,"CHE","Switzerland",33297,611
2020-11-22,"CYP","Cyprus",1465,4
2020-11-22,"CZE","Czechia",32147,988
2020-11-22,"DEU","Germany",127806,1565
2020-11-22,"DNK","Denmark",8349,24
2020-11-22,"ESP","Spain",85752,1878
2020-11-22,"EST","Estonia",2087,7
2020-11-22,"FIN","Finland",2324,6
2020-11-22,"FRA","France",158381,4184
2020-11-22,"GBR","United Kingdom",142727,2817
2020-11-22,"GRC","Greece",17414,524
2020-11-22,"HRV","Croatia",19512,304
2020-11-22,"HUN","Hungary",30496,701
2020-11-22,"IRL","Ireland",2558,43
2020-11-22,"ISL","Iceland",88,1
2020-11-22,"ITA","Italy",230339,4594
2020-11-22,"LIE","Liechtenstein",127,4
2020-11-22,"LTU","Lithuania",12289,109
2020-11-22,"LUX","Luxembourg",3789,40
2020-11-22,"LVA","Latvia",2573,30
2020-11-22,"MLT","Malta",867,15
2020-11-22,"NLD","Netherlands",36725,404
2020-11-22,"NOR","Norway",4212,12
2020-11-22,"POL","Poland",148359,3270
2020-11-22,"PRT","Portugal",43457,516
2020-11-22,"ROU","Romania",58364,1121
2020-11-22,"SVK","Slovakia",9474,161
2020-11-22,"SVN","Slovenia",10266,152
2020-11-22,"SWE","Sweden",31955,348
2020-11-29,"AUT","Austria",32058,705
2020-11-29,"BEL","Belgium",16252,875
2020-11-29,"BGR","Bulgaria",20666,934
2020-11-29,"CHE","Switzerland",27534,669
2020-11-29,"CYP","Cyprus",1740,4
2020-11-29,"CZE","Czechia",27460,942
2020-11-29,"DEU","Germany",124736,2136
2020-11-29,"DNK","Denmark",8867,45
2020-11-29,"ESP","Spain",65571,1938
2020-11-29,"EST","Estonia",2328,24
2020-11-29,"FIN","Finland",2990,18
2020-11-29,"FRA","France",78275,3593
2020-11-29,"GBR","United Kingdom",105282,3494
2020-11-29,"GRC","Greece",12608,691
2020-11-29,"HRV","Croatia",22894,359
2020-11-29,"HUN","Hungary",39170,932
2020-11-29,"IRL","Ireland",1780,30
2020-11-29,"ISL","Iceland",104,0
2020-11-29,"ITA","Italy",176310,5081
2020-11-29,"LIE","Liechtenstein",161,7
2020-11-29,"LTU","Lithuania",14278,120
2020-11-29,"LUX","Luxembourg",3640,44
2020-11-29,"LVA","Latvia",3855,44
2020-11-29,"MLT","Malta",759,23
2020-11-29,"NLD","Netherlands",34213,457
2020-11-29,"NOR","Norway",3309,22
2020-11-29,"POL","Poland",123744,3411
2020-11-29,"PRT","Portugal",34041,530
2020-11-29,"ROU","Romania",52891,1146
2020-11-29,"SVK","Slovakia",9492,145
2020-11-29,"SVN","Slovenia",10073,264
2020-11-29,"SWE","Sweden",35561,428
2020-12-06,"AUT","Austria",22794,828
2020-12-06,"BEL","Belgium",15273,702
2020-12-06,"BGR","Bulgaria",18935,983
2020-12-06,"CHE","Switzerland",26084,596
2020-12-06,"CYP","Cyprus",2068,13
2020-12-06,"CZE","Czechia",27110,764
2020-12-06,"DEU","Germany",129785,2671
2020-12-06,"DNK","Denmark",11251,56
2020-12-06,"ESP","Spain",54141,1577
2020-12-06,"EST","Estonia",2926,19
2020-12-06,"FIN","Finland",3002,22
2020-12-06,"FRA","France",74014,2830
2020-12-06,"GBR","United Kingdom",105915,3000
2020-12-06,"GRC","Greece",11244,682
2020-12-06,"HRV","Croatia",23741,462
2020-12-06,"HUN","Hungary",37026,1161
2020-12-06,"IRL","Ireland",2005,45
2020-12-06,"ISL","Iceland",101,1
2020-12-06,"ITA","Italy",143700,5174
2020-12-06,"LIE","Liechtenstein",123,1
2020-12-06,"LTU","Lithuania",14711,131
2020-12-06,"LUX","Luxembourg",3711,44
2020-12-06,"LVA","Latvia",4338,65
2020-12-06,"MLT","Malta",768,18
2020-12-06,"NLD","Netherlands",38280,338
2020-12-06,"NOR","Norway",2624,26
2020-12-06,"POL","Poland",78374,3060
2020-12-06,"PRT","Portugal",27675,536
2020-12-06,"ROU","Romania",42040,1127
2020-12-06,"SVK","Slovakia",10998,180
2020-12-06,"SVN","Slovenia",10424,331
2020-12-06,"SWE","Sweden",36841,466
2020-12-13,"AUT","Austria",19060,668
2020-12-13,"BEL","Belgium",16793,664
2020-12-13,"BGR","Bulgaria",18028,891
2020-12-13,"CHE","Switzerland",29228,546
2020-12-13,"CYP","Cyprus",2650,17
2020-12-13,"CZE","Czechia",34246,707
2020-12-13,"DEU","Germany",153424,3056
2020-12-13,"DNK","Denmark",19155,56
2020-12-13,"ESP","Spain",49556,1367
2020-12-13,"EST","Estonia",3077,18
2020-12-13,"FIN","Finland",3179,46
2020-12-13,"FRA","France",84355,2756
2020-12-13,"GBR","United Kingdom",126161,2925
2020-12-13,"GRC","Greece",9063,622
2020-12-13,"HRV","Croatia",25533,466
2020-12-13,"HUN","Hungary",29722,1146
2020-12-13,"IRL","Ireland",1939,27
2020-12-13,"ISL","Iceland",75,1
2020-12-13,"ITA","Italy",114834,4442
2020-12-13,"LIE","Liechtenstein",118,2
2020-12-13,"LTU","Lithuania",18985,188
2020-12-13,"LUX","Luxembourg",3588,46
2020-12-13,"LVA","Latvia",4362,87
2020-12-13,"MLT","Malta",734,23
2020-12-13,"NLD","Netherlands",56193,360
2020-12-13,"NOR","Norway",3632,39
2020-12-13,"POL","Poland",72227,2775
2020-12-13,"PRT","Portugal",26270,596
2020-12-13,"ROU","Romania",42759,1065
2020-12-13,"SVK","Slovakia",16253,179
2020-12-13,"SVN","Slovenia",10509,954
2020-12-13,"SWE","Sweden",43630,532
2020-12-20,"AUT","Austria",16186,816
2020-12-20,"BEL","Belgium",17683,653
2020-12-20,"BGR","Bulgaria",11746,921
2020-12-20,"CHE","Switzerland",39833,802
2020-12-20,"CYP","Cyprus",2587,13
2020-12-20,"CZE","Czechia",46444,802
2020-12-20,"DEU","Germany",173574,4300
2020-12-20,"DNK","Denmark",24676,94
2020-12-20,"ESP","Spain",67365,1247
2020-12-20,"EST","Estonia",3739,25
2020-12-20,"FIN","Finland",2352,28
2020-12-20,"FRA","France",96502,2638
2020-12-20,"GBR","United Kingdom",190744,3231
2020-12-20,"GRC","Greece",6538,547
2020-12-20,"HRV","Croatia",19842,617
2020-12-20,"HUN","Hungary",21260,1152
2020-12-20,"IRL","Ireland",3357,34
2020-12-20,"ISL","Iceland",85,0
2020-12-20,"ITA","Italy",109473,4279
2020-12-20,"LIE","Liechtenstein",315,6
2020-12-20,"LTU","Lithuania",19466,214
2020-12-20,"LUX","Luxembourg",2795,44
2020-12-20,"LVA","Latvia",5265,90
2020-12-20,"MLT","Malta",460,16
2020-12-20,"NLD","Netherlands",76154,443
2020-12-20,"NOR","Norway",1772,11
2020-12-20,"POL","Poland",67024,2533
2020-12-20,"PRT","Portugal",25377,575
2020-12-20,"ROU","Romania",34959,1009
2020-12-20,"SVK","Slovakia",18352,380
2020-12-20,"SVN","Slovenia",9585,156
2020-12-20,"SWE","Sweden",46185,623
2020-12-27,"AUT","Austria",15164,656
2020-12-27,"BEL","Belgium",12582,530
2020-12-27,"BGR","Bulgaria",6521,555
2020-12-27,"CHE","Switzerland",24084,563
2020-12-27,"CYP","Cyprus",1969,21
2020-12-27,"CZE","Czechia",46817,741
2020-12-27,"DEU","Germany",141182,3851
2020-12-27,"DNK","Denmark",18915,169
2020-12-27,"ESP","Spain",60164,862
2020-12-27,"EST","Estonia",4014,39
2020-12-27,"FIN","Finland",1975,57
2020-12-27,"FRA","France",89292,2560
2020-12-27,"GBR","United Kingdom",289583,3708
2020-12-27,"GRC","Greece",4859,500
2020-12-27,"HRV","Croatia",9518,482
2020-12-27,"HUN","Hungary",11539,879
2020-12-27,"IRL","Ireland",6587,46
2020-12-27,"ISL","Iceland",84,0
2020-12-27,"ITA","Italy",94511,3126
2020-12-27,"LIE","Liechtenstein",263,3
2020-12-27,"LTU","Lithuania",17882,230
2020-12-27,"LUX","Luxembourg",1782,47
2020-12-27,"LVA","Latvia",5390,120
2020-12-27,"MLT","Malta",712,25
2020-12-27,"NLD","Netherlands",80594,551
2020-12-27,"NOR","Norway",4282,25
2020-12-27,"POL","Poland",58310,1750
2020-12-27,"PRT","Portugal",22545,543
2020-12-27,"ROU","Romania",27135,940
2020-12-27,"SVK","Slovakia",16756,324
2020-12-27,"SVN","Slovenia",9428,216
2020-12-27,"SWE","Sweden",37141,676
2021-01-03,"AUT","Austria",13188,381
2021-01-03,"BEL","Belgium",11380,455
2021-01-03,"BGR","Bulgaria",5335,514
2021-01-03,"CHE","Switzerland",23414,495
2021-01-03,"CYP","Cyprus",4317,19
2021-01-03,"CZE","Czechia",72374,918
2021-01-03,"DEU","Germany",123679,4448
2021-01-03,"DNK","Denmark",15362,170
2021-01-03,"ESP","Spain",79431,956
2021-01-03,"EST","Estonia",3713,38
2021-01-03,"FIN","Finland",1782,19
2021-01-03,"FRA","France",93082,1928
2021-01-03,"GBR","United Kingdom",325049,3915
2021-01-03,"GRC","Greece",4168,285
2021-01-03,"HRV","Croatia",7712,333
2021-01-03,"HUN","Hungary",12182,816
2021-01-03,"IRL","Ireland",15758,55
2021-01-03,"ISL","Iceland",28,1
2021-01-03,"ITA","Italy",107750,3407
2021-01-03,"LIE","Liechtenstein",130,8
2021-01-03,"LTU","Lithuania",15618,681
2021-01-03,"LUX","Luxembourg",1070,19
2021-01-03,"LVA","Latvia",6167,121
2021-01-03,"MLT","Malta",804,7
2021-01-03,"NLD","Netherlands",50699,570
2021-01-03,"NOR","Norway",3658,20
2021-01-03,"POL","Poland",61937,2014
2021-01-03,"PRT","Portugal",34957,519
2021-01-03,"ROU","Romania",22000,645
2021-01-03,"SVK","Slovakia",20007,642
2021-01-03,"SVN","Slovenia",10531,307
2021-01-03,"SWE","Sweden",41338,591
2021-01-10,"AUT","Austria",15133,378
2021-01-10,"BEL","Belgium",14696,382
2021-01-10,"BGR","Bulgaria",5460,448
2021-01-10,"CHE","Switzerland",22434,417
2021-01-10,"CYP","Cyprus",3376,17
2021-01-10,"CZE","Czechia",88740,1202
2021-01-10,"DEU","Germany",145511,6112
2021-01-10,"DNK","Denmark",14014,223
2021-01-10,"ESP","Spain",152938,1197
2021-01-10,"EST","Estonia",4284,36
2021-01-10,"FIN","Finland",1671,32
2021-01-10,"FRA","France",127528,2713
2021-01-10,"GBR","United Kingdom",417570,6407
2021-01-10,"GRC","Greece",4639,306
2021-01-10,"HRV","Croatia",7265,331
2021-01-10,"HUN","Hungary",14805,748
2021-01-10,"IRL","Ireland",45726,85
2021-01-10,"ISL","Iceland",144,0
2021-01-10,"ITA","Italy",121045,3423
2021-01-10,"LIE","Liechtenstein",124,14
2021-01-10,"LTU","Lithuania",12459,282
2021-01-10,"LUX","Luxembourg",1065,27
2021-01-10,"LVA","Latvia",7071,169
2021-01-10,"MLT","Malta",1299,11
2021-01-10,"NLD","Netherlands",57026,799
2021-01-10,"NOR","Norway",4758,29
2021-01-10,"POL","Poland",67438,2103
2021-01-10,"PRT","Portugal",57670,729
2021-01-10,"ROU","Romania",32842,746
2021-01-10,"SVK","Slovakia",20970,486
2021-01-10,"SVN","Slovenia",13855,256
2021-01-10,"SWE","Sweden",39467,469
2021-01-17,"AUT","Austria",11406,383
2021-01-17,"BEL","Belgium",13749,335
2021-01-17,"BGR","Bulgaria",3302,357
2021-01-17,"CHE","Switzerland",15378,392
2021-01-17,"CYP","Cyprus",1618,22
2021-01-17,"CZE","Czechia",56398,1177
2021-01-17,"DEU","Germany",119635,5947
2021-01-17,"DNK","Denmark",7170,208
2021-01-17,"ESP","Spain",224669,1494
2021-01-17,"EST","Estonia",3539,46
2021-01-17,"FIN","Finland",1747,24
2021-01-17,"FRA","France",127733,2533
2021-01-17,"GBR","United Kingdom",323610,7830
2021-01-17,"GRC","Greece",3869,206
2021-01-17,"HRV","Croatia",4905,252
2021-01-17,"HUN","Hungary",9047,684
2021-01-17,"IRL","Ireland",25113,264
2021-01-17,"ISL","Iceland",72,0
2021-01-17,"ITA","Italy",104786,3422
2021-01-17,"LIE","Liechtenstein",49,1
2021-01-17,"LTU","Lithuania",7546,237
2021-01-17,"LUX","Luxembourg",868,19
2021-01-17,"LVA","Latvia",6096,129
2021-01-17,"MLT","Malta",1213,8
2021-01-17,"NLD","Netherlands",38967,645
2021-01-17,"NOR","Norway",3178,43
2021-01-17,"POL","Poland",48529,2143
2021-01-17,"PRT","Portugal",67210,1103
2021-01-17,"ROU","Romania",21882,546
2021-01-17,"SVK","Slovakia",15316,519
2021-01-17,"SVN","Slovenia",9721,224
2021-01-17,"SWE","Sweden",28970,178
